"cast_date","cast_month","cast_year","moon","currency","model","cast_group","confidence_level","dataset","species","estimate","lower_pi","upper_pi","start_moon","end_moon","cast_id"
"2022-05-26",4,2022,555,"abundance","nbGARCH",96,0.95,"controls_interp","BA",0.148621699735995,0,1,217,555,2527
"2022-05-26",5,2022,556,"abundance","nbGARCH",96,0.95,"controls_interp","BA",0.170352594711789,0,1,217,555,2527
"2022-05-26",6,2022,557,"abundance","nbGARCH",96,0.95,"controls_interp","BA",0.173526298718357,0,1,217,555,2527
"2022-05-26",7,2022,558,"abundance","nbGARCH",96,0.95,"controls_interp","BA",0.173989729566836,0,2,217,555,2527
"2022-05-26",8,2022,559,"abundance","nbGARCH",96,0.95,"controls_interp","BA",0.17405739911367,0,2,217,555,2527
"2022-05-26",9,2022,560,"abundance","nbGARCH",96,0.95,"controls_interp","BA",0.174067280095717,0,2,217,555,2527
"2022-05-26",10,2022,561,"abundance","nbGARCH",96,0.95,"controls_interp","BA",0.174068722897713,0,2,217,555,2527
"2022-05-26",11,2022,562,"abundance","nbGARCH",96,0.95,"controls_interp","BA",0.174068933572871,0,1,217,555,2527
"2022-05-26",12,2022,563,"abundance","nbGARCH",96,0.95,"controls_interp","BA",0.174068964335244,0,2,217,555,2527
"2022-05-26",1,2023,564,"abundance","nbGARCH",96,0.95,"controls_interp","BA",0.174068968827112,0,1,217,555,2527
"2022-05-26",2,2023,565,"abundance","nbGARCH",96,0.95,"controls_interp","BA",0.174068969483,0,2,217,555,2527
"2022-05-26",3,2023,566,"abundance","nbGARCH",96,0.95,"controls_interp","BA",0.174068969578771,0,1,217,555,2527
"2022-05-26",4,2023,567,"abundance","nbGARCH",96,0.95,"controls_interp","BA",0.174068969592756,0,1,217,555,2527
"2022-05-26",4,2022,555,"abundance","nbGARCH",96,0.95,"controls_interp","DM",19.966711595152,12,30,217,555,2527
"2022-05-26",5,2022,556,"abundance","nbGARCH",96,0.95,"controls_interp","DM",19.1262858957797,9,32,217,555,2527
"2022-05-26",6,2022,557,"abundance","nbGARCH",96,0.95,"controls_interp","DM",18.4343455362271,7,32,217,555,2527
