"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2022-08-04",7,2022,558,"abundance","jags_RW","dm_controls","DM",12.743,6.512,19.669,106,0.95,217,558,2745
"2022-08-04",8,2022,559,"abundance","jags_RW","dm_controls","DM",22.103,0.092,75.465,106,0.95,217,558,2745
"2022-08-04",9,2022,560,"abundance","jags_RW","dm_controls","DM",31.14,0,150.898,106,0.95,217,558,2745
"2022-08-04",10,2022,561,"abundance","jags_RW","dm_controls","DM",37.608,0.452,196.9,106,0.95,217,558,2745
"2022-08-04",11,2022,562,"abundance","jags_RW","dm_controls","DM",41.44,0.244,196.9,106,0.95,217,558,2745
"2022-08-04",12,2022,563,"abundance","jags_RW","dm_controls","DM",43.787,0.121,196.9,106,0.95,217,558,2745
"2022-08-04",1,2023,564,"abundance","jags_RW","dm_controls","DM",45.172,0.057,196.9,106,0.95,217,558,2745
"2022-08-04",2,2023,565,"abundance","jags_RW","dm_controls","DM",45.842,0.015,196.9,106,0.95,217,558,2745
"2022-08-04",3,2023,566,"abundance","jags_RW","dm_controls","DM",46.536,0,196.9,106,0.95,217,558,2745
"2022-08-04",4,2023,567,"abundance","jags_RW","dm_controls","DM",46.084,0,196.9,106,0.95,217,558,2745
"2022-08-04",5,2023,568,"abundance","jags_RW","dm_controls","DM",45.906,0,196.9,106,0.95,217,558,2745
"2022-08-04",6,2023,569,"abundance","jags_RW","dm_controls","DM",45.762,0,196.9,106,0.95,217,558,2745
"2022-08-04",7,2023,570,"abundance","jags_RW","dm_controls","DM",45.568,0,196.9,106,0.95,217,558,2745
