"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","cast_group","confidence_level","estimate","lower_pi","upper_pi","start_moon","end_moon","cast_id"
"2022-05-12",4,2022,554,"abundance","pevGARCH","all","BA",94,0.95,0.660083255996005,0,3,217,555,2482
"2022-05-12",4,2022,555,"abundance","pevGARCH","all","BA",94,0.95,0.921664466177903,0,3,217,555,2482
"2022-05-12",5,2022,556,"abundance","pevGARCH","all","BA",94,0.95,1.07584579709588,0,4,217,555,2482
"2022-05-12",6,2022,557,"abundance","pevGARCH","all","BA",94,0.95,1.2333008370847,0,4,217,555,2482
"2022-05-12",7,2022,558,"abundance","pevGARCH","all","BA",94,0.95,1.25645864031389,0,4,217,555,2482
"2022-05-12",8,2022,559,"abundance","pevGARCH","all","BA",94,0.95,1.2571803499612,0,4,217,555,2482
"2022-05-12",9,2022,560,"abundance","pevGARCH","all","BA",94,0.95,1.20474377507099,0,4,217,555,2482
"2022-05-12",10,2022,561,"abundance","pevGARCH","all","BA",94,0.95,1.11824294839195,0,4,217,555,2482
"2022-05-12",11,2022,562,"abundance","pevGARCH","all","BA",94,0.95,1.02001181413834,0,4,217,555,2482
"2022-05-12",12,2022,563,"abundance","pevGARCH","all","BA",94,0.95,1.15872448005442,0,4,217,555,2482
"2022-05-12",1,2023,564,"abundance","pevGARCH","all","BA",94,0.95,1.48472782585593,0,4,217,555,2482
"2022-05-12",2,2023,565,"abundance","pevGARCH","all","BA",94,0.95,1.3708673197846,0,4,217,555,2482
"2022-05-12",3,2023,566,"abundance","pevGARCH","all","BA",94,0.95,1.18212814535833,0,4,217,555,2482
"2022-05-12",4,2023,567,"abundance","pevGARCH","all","BA",94,0.95,1.19560095344979,0,4,217,555,2482
"2022-05-12",4,2022,554,"abundance","pevGARCH","all","DM",94,0.95,49.4242159572653,37,63,217,555,2482
"2022-05-12",4,2022,555,"abundance","pevGARCH","all","DM",94,0.95,46.3759503100766,30,65,217,555,2482
"2022-05-12",5,2022,556,"abundance","pevGARCH","all","DM",94,0.95,42.9932330610885,25,62,217,555,2482
"2022-05-12",6,2022,557,"abundance","pevGARCH","all","DM",94,0.95,39.519488574283,21,60,217,555,2482
"2022-05-12",7,2022,558,"abundance","pevGARCH","all","DM",94,0.95,35.9087553840968,17,58,217,555,2482
"2022-05-12",8,2022,559,"abundance","pevGARCH","all","DM",94,0.95,33.1867587776527,16,56,217,555,2482
"2022-05-12",9,2022,560,"abundance","pevGARCH","all","DM",94,0.95,32.1937511187287,14,55,217,555,2482
"2022-05-12",10,2022,561,"abundance","pevGARCH","all","DM",94,0.95,32.6651230147235,14,56,217,555,2482
"2022-05-12",11,2022,562,"abundance","pevGARCH","all","DM",94,0.95,33.0101667190705,14,57,217,555,2482
"2022-05-12",12,2022,563,"abundance","pevGARCH","all","DM",94,0.95,33.7828650569128,14,59,217,555,2482
"2022-05-12",1,2023,564,"abundance","pevGARCH","all","DM",94,0.95,34.6233191450187,13,59,217,555,2482
"2022-05-12",2,2023,565,"abundance","pevGARCH","all","DM",94,0.95,34.8896568626046,14,59,217,555,2482
"2022-05-12",3,2023,566,"abundance","pevGARCH","all","DM",94,0.95,32.1568969397868,12,55,217,555,2482
"2022-05-12",4,2023,567,"abundance","pevGARCH","all","DM",94,0.95,29.9465344852269,11,53,217,555,2482
"2022-05-12",4,2022,554,"abundance","pevGARCH","all","DO",94,0.95,21.4253131447363,13,31,217,555,2482
"2022-05-12",4,2022,555,"abundance","pevGARCH","all","DO",94,0.95,19.3901913138146,9,31,217,555,2482
"2022-05-12",5,2022,556,"abundance","pevGARCH","all","DO",94,0.95,17.4236052863075,6,32,217,555,2482
"2022-05-12",6,2022,557,"abundance","pevGARCH","all","DO",94,0.95,15.370417707105,4,29,217,555,2482
"2022-05-12",7,2022,558,"abundance","pevGARCH","all","DO",94,0.95,13.1703124867909,3,27,217,555,2482
"2022-05-12",8,2022,559,"abundance","pevGARCH","all","DO",94,0.95,11.3073589322011,2,24,217,555,2482
"2022-05-12",9,2022,560,"abundance","pevGARCH","all","DO",94,0.95,10.5335261581544,2,24,217,555,2482
"2022-05-12",10,2022,561,"abundance","pevGARCH","all","DO",94,0.95,10.3610890993148,2,24,217,555,2482
"2022-05-12",11,2022,562,"abundance","pevGARCH","all","DO",94,0.95,9.71415792098231,1,23,217,555,2482
"2022-05-12",12,2022,563,"abundance","pevGARCH","all","DO",94,0.95,9.92549451967427,1,24,217,555,2482
"2022-05-12",1,2023,564,"abundance","pevGARCH","all","DO",94,0.95,10.4159835382831,1,26,217,555,2482
"2022-05-12",2,2023,565,"abundance","pevGARCH","all","DO",94,0.95,10.4313780680448,1,26,217,555,2482
"2022-05-12",3,2023,566,"abundance","pevGARCH","all","DO",94,0.95,8.0808030886725,1,20,217,555,2482
"2022-05-12",4,2023,567,"abundance","pevGARCH","all","DO",94,0.95,6.47562932558786,0,17,217,555,2482
"2022-05-12",4,2022,554,"abundance","pevGARCH","all","DS",94,0.95,0.195121704460087,0,1,217,555,2482
"2022-05-12",4,2022,555,"abundance","pevGARCH","all","DS",94,0.95,0.285021671218572,0,2,217,555,2482
"2022-05-12",5,2022,556,"abundance","pevGARCH","all","DS",94,0.95,0.313632083241879,0,2,217,555,2482
"2022-05-12",6,2022,557,"abundance","pevGARCH","all","DS",94,0.95,0.301074661350222,0,2,217,555,2482
"2022-05-12",7,2022,558,"abundance","pevGARCH","all","DS",94,0.95,0.334579875473446,0,2,217,555,2482
"2022-05-12",8,2022,559,"abundance","pevGARCH","all","DS",94,0.95,0.344757528582036,0,2,217,555,2482
"2022-05-12",9,2022,560,"abundance","pevGARCH","all","DS",94,0.95,0.352874950154105,0,2,217,555,2482
"2022-05-12",10,2022,561,"abundance","pevGARCH","all","DS",94,0.95,0.357270010610092,0,2,217,555,2482
"2022-05-12",11,2022,562,"abundance","pevGARCH","all","DS",94,0.95,0.320811006507234,0,2,217,555,2482
"2022-05-12",12,2022,563,"abundance","pevGARCH","all","DS",94,0.95,0.250686871294432,0,1,217,555,2482
"2022-05-12",1,2023,564,"abundance","pevGARCH","all","DS",94,0.95,0.212876939890068,0,1,217,555,2482
"2022-05-12",2,2023,565,"abundance","pevGARCH","all","DS",94,0.95,0.243486777004338,0,2,217,555,2482
"2022-05-12",3,2023,566,"abundance","pevGARCH","all","DS",94,0.95,0.276985563648885,0,2,217,555,2482
"2022-05-12",4,2023,567,"abundance","pevGARCH","all","DS",94,0.95,0.290358220260743,0,2,217,555,2482
"2022-05-12",4,2022,554,"abundance","pevGARCH","all","NA",94,0.95,1.35880579924717,0,4,217,555,2482
"2022-05-12",4,2022,555,"abundance","pevGARCH","all","NA",94,0.95,1.59869560318663,0,5,217,555,2482
"2022-05-12",5,2022,556,"abundance","pevGARCH","all","NA",94,0.95,1.7587752742355,0,5,217,555,2482
"2022-05-12",6,2022,557,"abundance","pevGARCH","all","NA",94,0.95,1.86547423805371,0,6,217,555,2482
"2022-05-12",7,2022,558,"abundance","pevGARCH","all","NA",94,0.95,1.93654260529068,0,6,217,555,2482
"2022-05-12",8,2022,559,"abundance","pevGARCH","all","NA",94,0.95,1.98385784229941,0,7,217,555,2482
"2022-05-12",9,2022,560,"abundance","pevGARCH","all","NA",94,0.95,2.01534819389887,0,7,217,555,2482
"2022-05-12",10,2022,561,"abundance","pevGARCH","all","NA",94,0.95,2.03640337044852,0,7,217,555,2482
"2022-05-12",11,2022,562,"abundance","pevGARCH","all","NA",94,0.95,2.03854357141948,0,7,217,555,2482
"2022-05-12",12,2022,563,"abundance","pevGARCH","all","NA",94,0.95,2.05881705655488,0,6,217,555,2482
"2022-05-12",1,2023,564,"abundance","pevGARCH","all","NA",94,0.95,2.06532506768225,0,7,217,555,2482
"2022-05-12",2,2023,565,"abundance","pevGARCH","all","NA",94,0.95,2.08170522418135,0,7,217,555,2482
"2022-05-12",3,2023,566,"abundance","pevGARCH","all","NA",94,0.95,2.08055111561093,0,7,217,555,2482
"2022-05-12",4,2023,567,"abundance","pevGARCH","all","NA",94,0.95,2.08265980425083,0,7,217,555,2482
"2022-05-12",4,2022,554,"abundance","pevGARCH","all","OL",94,0.95,0.563697409356209,0,3,217,555,2482
"2022-05-12",4,2022,555,"abundance","pevGARCH","all","OL",94,0.95,0.930988070074754,0,4,217,555,2482
"2022-05-12",5,2022,556,"abundance","pevGARCH","all","OL",94,0.95,1.19503917132877,0,4,217,555,2482
"2022-05-12",6,2022,557,"abundance","pevGARCH","all","OL",94,0.95,1.41250393801928,0,5,217,555,2482
"2022-05-12",7,2022,558,"abundance","pevGARCH","all","OL",94,0.95,1.53863111234314,0,6,217,555,2482
"2022-05-12",8,2022,559,"abundance","pevGARCH","all","OL",94,0.95,1.52761346812583,0,5,217,555,2482
"2022-05-12",9,2022,560,"abundance","pevGARCH","all","OL",94,0.95,1.52314813516618,0,5,217,555,2482
"2022-05-12",10,2022,561,"abundance","pevGARCH","all","OL",94,0.95,1.45438685517217,0,5,217,555,2482
"2022-05-12",11,2022,562,"abundance","pevGARCH","all","OL",94,0.95,1.04840422863646,0,4,217,555,2482
"2022-05-12",12,2022,563,"abundance","pevGARCH","all","OL",94,0.95,0.857461965266634,0,4,217,555,2482
"2022-05-12",1,2023,564,"abundance","pevGARCH","all","OL",94,0.95,0.851957005890654,0,3,217,555,2482
"2022-05-12",2,2023,565,"abundance","pevGARCH","all","OL",94,0.95,0.906453432538059,0,4,217,555,2482
"2022-05-12",3,2023,566,"abundance","pevGARCH","all","OL",94,0.95,0.654384938499536,0,3,217,555,2482
"2022-05-12",4,2023,567,"abundance","pevGARCH","all","OL",94,0.95,0.568100828286099,0,2,217,555,2482
"2022-05-12",4,2022,554,"abundance","pevGARCH","all","OT",94,0.95,0.91977255751169,0,3,217,555,2482
"2022-05-12",4,2022,555,"abundance","pevGARCH","all","OT",94,0.95,1.93058780933354,0,6,217,555,2482
"2022-05-12",5,2022,556,"abundance","pevGARCH","all","OT",94,0.95,3.05441827022534,0,9,217,555,2482
"2022-05-12",6,2022,557,"abundance","pevGARCH","all","OT",94,0.95,4.45853330466361,0,12,217,555,2482
"2022-05-12",7,2022,558,"abundance","pevGARCH","all","OT",94,0.95,6.10334084337404,0,17,217,555,2482
"2022-05-12",8,2022,559,"abundance","pevGARCH","all","OT",94,0.95,7.89756011137793,1,22,217,555,2482
"2022-05-12",9,2022,560,"abundance","pevGARCH","all","OT",94,0.95,9.01718906764244,1,24,217,555,2482
"2022-05-12",10,2022,561,"abundance","pevGARCH","all","OT",94,0.95,9.52991191799126,1,27,217,555,2482
"2022-05-12",11,2022,562,"abundance","pevGARCH","all","OT",94,0.95,9.99671953640816,1,29,217,555,2482
"2022-05-12",12,2022,563,"abundance","pevGARCH","all","OT",94,0.95,9.51417008113752,1,27,217,555,2482
"2022-05-12",1,2023,564,"abundance","pevGARCH","all","OT",94,0.95,9.12034311439219,1,24,217,555,2482
"2022-05-12",2,2023,565,"abundance","pevGARCH","all","OT",94,0.95,9.24492139622824,0,25,217,555,2482
"2022-05-12",3,2023,566,"abundance","pevGARCH","all","OT",94,0.95,11.3061786103158,1,30,217,555,2482
"2022-05-12",4,2023,567,"abundance","pevGARCH","all","OT",94,0.95,13.245886228565,1,35,217,555,2482
"2022-05-12",4,2022,554,"abundance","pevGARCH","all","PB",94,0.95,19.973346637963,11,30,217,555,2482
"2022-05-12",4,2022,555,"abundance","pevGARCH","all","PB",94,0.95,20.9848128894117,10,35,217,555,2482
"2022-05-12",5,2022,556,"abundance","pevGARCH","all","PB",94,0.95,22.1857179137608,9,38,217,555,2482
"2022-05-12",6,2022,557,"abundance","pevGARCH","all","PB",94,0.95,24.0060477007068,9,43,217,555,2482
"2022-05-12",7,2022,558,"abundance","pevGARCH","all","PB",94,0.95,25.8400208067199,9,49,217,555,2482
"2022-05-12",8,2022,559,"abundance","pevGARCH","all","PB",94,0.95,27.510301923023,8,52,217,555,2482
"2022-05-12",9,2022,560,"abundance","pevGARCH","all","PB",94,0.95,28.0326622474946,8,55,217,555,2482
"2022-05-12",10,2022,561,"abundance","pevGARCH","all","PB",94,0.95,27.5511652963585,7,57,217,555,2482
"2022-05-12",11,2022,562,"abundance","pevGARCH","all","PB",94,0.95,27.1585204963021,6,57,217,555,2482
"2022-05-12",12,2022,563,"abundance","pevGARCH","all","PB",94,0.95,26.2961932485475,6,54,217,555,2482
"2022-05-12",1,2023,564,"abundance","pevGARCH","all","PB",94,0.95,25.4093176102611,5,52,217,555,2482
"2022-05-12",2,2023,565,"abundance","pevGARCH","all","PB",94,0.95,24.7792265677936,5,51,217,555,2482
"2022-05-12",3,2023,566,"abundance","pevGARCH","all","PB",94,0.95,26.6881298550638,6,55,217,555,2482
"2022-05-12",4,2023,567,"abundance","pevGARCH","all","PB",94,0.95,28.641220749493,6,60,217,555,2482
"2022-05-12",4,2022,554,"abundance","pevGARCH","all","PE",94,0.95,3.63077713196981,1,8,217,555,2482
"2022-05-12",4,2022,555,"abundance","pevGARCH","all","PE",94,0.95,3.94304589374589,0,10,217,555,2482
"2022-05-12",5,2022,556,"abundance","pevGARCH","all","PE",94,0.95,4.10874010706742,0,10,217,555,2482
"2022-05-12",6,2022,557,"abundance","pevGARCH","all","PE",94,0.95,4.09625726307366,0,10,217,555,2482
"2022-05-12",7,2022,558,"abundance","pevGARCH","all","PE",94,0.95,4.01894420375369,0,10,217,555,2482
"2022-05-12",8,2022,559,"abundance","pevGARCH","all","PE",94,0.95,3.97704209659799,0,11,217,555,2482
"2022-05-12",9,2022,560,"abundance","pevGARCH","all","PE",94,0.95,4.0790793919077,0,11,217,555,2482
"2022-05-12",10,2022,561,"abundance","pevGARCH","all","PE",94,0.95,4.27242535927903,0,13,217,555,2482
"2022-05-12",11,2022,562,"abundance","pevGARCH","all","PE",94,0.95,4.62957982198962,0,13,217,555,2482
"2022-05-12",12,2022,563,"abundance","pevGARCH","all","PE",94,0.95,5.04630038685166,0,14,217,555,2482
"2022-05-12",1,2023,564,"abundance","pevGARCH","all","PE",94,0.95,5.56825738508045,0,15,217,555,2482
"2022-05-12",2,2023,565,"abundance","pevGARCH","all","PE",94,0.95,5.79715362773236,0,15,217,555,2482
"2022-05-12",3,2023,566,"abundance","pevGARCH","all","PE",94,0.95,5.49691378167178,0,14,217,555,2482
"2022-05-12",4,2023,567,"abundance","pevGARCH","all","PE",94,0.95,5.28545788215588,0,14,217,555,2482
"2022-05-12",4,2022,554,"abundance","pevGARCH","all","PF",94,0.95,0.803754155288557,0,3,217,555,2482
"2022-05-12",4,2022,555,"abundance","pevGARCH","all","PF",94,0.95,1.41758636754392,0,4,217,555,2482
"2022-05-12",5,2022,556,"abundance","pevGARCH","all","PF",94,0.95,1.90986841116471,0,6,217,555,2482
"2022-05-12",6,2022,557,"abundance","pevGARCH","all","PF",94,0.95,2.36186173917716,0,7,217,555,2482
"2022-05-12",7,2022,558,"abundance","pevGARCH","all","PF",94,0.95,2.70714025593588,0,8,217,555,2482
"2022-05-12",8,2022,559,"abundance","pevGARCH","all","PF",94,0.95,2.9091377961158,0,8,217,555,2482
"2022-05-12",9,2022,560,"abundance","pevGARCH","all","PF",94,0.95,2.92959425769074,0,8,217,555,2482
"2022-05-12",10,2022,561,"abundance","pevGARCH","all","PF",94,0.95,2.78417364377149,0,7,217,555,2482
"2022-05-12",11,2022,562,"abundance","pevGARCH","all","PF",94,0.95,2.46975846487648,0,7,217,555,2482
"2022-05-12",12,2022,563,"abundance","pevGARCH","all","PF",94,0.95,2.28171646417972,0,6,217,555,2482
"2022-05-12",1,2023,564,"abundance","pevGARCH","all","PF",94,0.95,2.21332339009364,0,7,217,555,2482
"2022-05-12",2,2023,565,"abundance","pevGARCH","all","PF",94,0.95,2.21703638679626,0,7,217,555,2482
"2022-05-12",3,2023,566,"abundance","pevGARCH","all","PF",94,0.95,2.20167900073404,0,6,217,555,2482
"2022-05-12",4,2023,567,"abundance","pevGARCH","all","PF",94,0.95,2.31152164465095,0,7,217,555,2482
"2022-05-12",4,2022,554,"abundance","pevGARCH","all","PH",94,0.95,0.0221079499367909,0,0,217,555,2482
"2022-05-12",4,2022,555,"abundance","pevGARCH","all","PH",94,0.95,0.0294682149204509,0,1,217,555,2482
"2022-05-12",5,2022,556,"abundance","pevGARCH","all","PH",94,0.95,0.0351234276725138,0,1,217,555,2482
"2022-05-12",6,2022,557,"abundance","pevGARCH","all","PH",94,0.95,0.0487124970597042,0,1,217,555,2482
"2022-05-12",7,2022,558,"abundance","pevGARCH","all","PH",94,0.95,0.0701571321884468,0,1,217,555,2482
"2022-05-12",8,2022,559,"abundance","pevGARCH","all","PH",94,0.95,0.0628167058664654,0,1,217,555,2482
"2022-05-12",9,2022,560,"abundance","pevGARCH","all","PH",94,0.95,0.0455873591458438,0,1,217,555,2482
"2022-05-12",10,2022,561,"abundance","pevGARCH","all","PH",94,0.95,0.0229738232264388,0,1,217,555,2482
"2022-05-12",11,2022,562,"abundance","pevGARCH","all","PH",94,0.95,0.0153593301341479,0,0,217,555,2482
"2022-05-12",12,2022,563,"abundance","pevGARCH","all","PH",94,0.95,0.0162276219219244,0,0,217,555,2482
"2022-05-12",1,2023,564,"abundance","pevGARCH","all","PH",94,0.95,0.0167647830850974,0,0,217,555,2482
"2022-05-12",2,2023,565,"abundance","pevGARCH","all","PH",94,0.95,0.0186573211141422,0,0,217,555,2482
"2022-05-12",3,2023,566,"abundance","pevGARCH","all","PH",94,0.95,0.029249240307434,0,0,217,555,2482
"2022-05-12",4,2023,567,"abundance","pevGARCH","all","PH",94,0.95,0.0254829881505609,0,0,217,555,2482
"2022-05-12",4,2022,554,"abundance","pevGARCH","all","PL",94,0.95,0.352798313971805,0,2,217,555,2482
"2022-05-12",4,2022,555,"abundance","pevGARCH","all","PL",94,0.95,0.420727379158107,0,2,217,555,2482
"2022-05-12",5,2022,556,"abundance","pevGARCH","all","PL",94,0.95,0.425793235039587,0,2,217,555,2482
"2022-05-12",6,2022,557,"abundance","pevGARCH","all","PL",94,0.95,0.394149350195229,0,2,217,555,2482
"2022-05-12",7,2022,558,"abundance","pevGARCH","all","PL",94,0.95,0.373476868351941,0,2,217,555,2482
"2022-05-12",8,2022,559,"abundance","pevGARCH","all","PL",94,0.95,0.366230463157123,0,2,217,555,2482
"2022-05-12",9,2022,560,"abundance","pevGARCH","all","PL",94,0.95,0.395489245763576,0,2,217,555,2482
"2022-05-12",10,2022,561,"abundance","pevGARCH","all","PL",94,0.95,0.4362481252067,0,2,217,555,2482
"2022-05-12",11,2022,562,"abundance","pevGARCH","all","PL",94,0.95,0.472316867520179,0,2,217,555,2482
"2022-05-12",12,2022,563,"abundance","pevGARCH","all","PL",94,0.95,0.524092811312857,0,2,217,555,2482
"2022-05-12",1,2023,564,"abundance","pevGARCH","all","PL",94,0.95,0.542122477442129,0,2,217,555,2482
"2022-05-12",2,2023,565,"abundance","pevGARCH","all","PL",94,0.95,0.515323090494827,0,2,217,555,2482
"2022-05-12",3,2023,566,"abundance","pevGARCH","all","PL",94,0.95,0.417846132497849,0,2,217,555,2482
"2022-05-12",4,2023,567,"abundance","pevGARCH","all","PL",94,0.95,0.391087796400908,0,2,217,555,2482
"2022-05-12",4,2022,554,"abundance","pevGARCH","all","PM",94,0.95,0.719812521467234,0,3,217,555,2482
"2022-05-12",4,2022,555,"abundance","pevGARCH","all","PM",94,0.95,1.23291046597143,0,4,217,555,2482
"2022-05-12",5,2022,556,"abundance","pevGARCH","all","PM",94,0.95,1.58999962650058,0,6,217,555,2482
"2022-05-12",6,2022,557,"abundance","pevGARCH","all","PM",94,0.95,1.83019869989754,0,6,217,555,2482
"2022-05-12",7,2022,558,"abundance","pevGARCH","all","PM",94,0.95,1.98595875334679,0,6,217,555,2482
"2022-05-12",8,2022,559,"abundance","pevGARCH","all","PM",94,0.95,2.08521748518709,0,7,217,555,2482
"2022-05-12",9,2022,560,"abundance","pevGARCH","all","PM",94,0.95,2.15211025157569,0,7,217,555,2482
"2022-05-12",10,2022,561,"abundance","pevGARCH","all","PM",94,0.95,2.20466291704104,0,7,217,555,2482
"2022-05-12",11,2022,562,"abundance","pevGARCH","all","PM",94,0.95,2.28604816507773,0,8,217,555,2482
"2022-05-12",12,2022,563,"abundance","pevGARCH","all","PM",94,0.95,2.35594500810146,0,8,217,555,2482
"2022-05-12",1,2023,564,"abundance","pevGARCH","all","PM",94,0.95,2.41120293477957,0,8,217,555,2482
"2022-05-12",2,2023,565,"abundance","pevGARCH","all","PM",94,0.95,2.44734068891405,0,7,217,555,2482
"2022-05-12",3,2023,566,"abundance","pevGARCH","all","PM",94,0.95,2.46179726418416,0,7,217,555,2482
"2022-05-12",4,2023,567,"abundance","pevGARCH","all","PM",94,0.95,2.47294941345086,0,8,217,555,2482
"2022-05-12",4,2022,554,"abundance","pevGARCH","all","PP",94,0.95,55.7354919422977,42,70,217,555,2482
"2022-05-12",4,2022,555,"abundance","pevGARCH","all","PP",94,0.95,65.9965378086095,47,85,217,555,2482
"2022-05-12",5,2022,556,"abundance","pevGARCH","all","PP",94,0.95,76.7158926107295,54,98,217,555,2482
