"cast_date","cast_month","cast_year","moon","currency","model","data_set","species","estimate","lower_pi","upper_pi","start_moon","end_moon","cast_id","cast_group","confidence_level"
"2020-06-18",2,2020,528,"abundance","jags_RW","exclosures","BA",0.007,0,0,217,531,924,38,0.95
"2020-06-18",3,2020,529,"abundance","jags_RW","exclosures","BA",0.012,0,0.012,217,531,924,38,0.95
"2020-06-18",4,2020,530,"abundance","jags_RW","exclosures","BA",0.02,0,0.032,217,531,924,38,0.95
"2020-06-18",5,2020,531,"abundance","jags_RW","exclosures","BA",0.03,0,0.055,217,531,924,38,0.95
"2020-06-18",6,2020,532,"abundance","jags_RW","exclosures","BA",0.041,0,0.078,217,531,924,38,0.95
"2020-06-18",7,2020,533,"abundance","jags_RW","exclosures","BA",0.059,0,0.098,217,531,924,38,0.95
"2020-06-18",8,2020,534,"abundance","jags_RW","exclosures","BA",0.068,0,0.118,217,531,924,38,0.95
"2020-06-18",9,2020,535,"abundance","jags_RW","exclosures","BA",0.088,0,0.154,217,531,924,38,0.95
"2020-06-18",10,2020,536,"abundance","jags_RW","exclosures","BA",0.113,0,0.181,217,531,924,38,0.95
"2020-06-18",11,2020,537,"abundance","jags_RW","exclosures","BA",0.155,0,0.226,217,531,924,38,0.95
"2020-06-18",12,2020,538,"abundance","jags_RW","exclosures","BA",0.212,0,0.275,217,531,924,38,0.95
"2020-06-18",1,2021,539,"abundance","jags_RW","exclosures","BA",0.267,0,0.315,217,531,924,38,0.95
"2020-06-18",2,2021,540,"abundance","jags_RW","exclosures","BA",0.307,0,0.363,217,531,924,38,0.95
"2020-06-18",3,2021,541,"abundance","jags_RW","exclosures","BA",0.356,0,0.389,217,531,924,38,0.95
"2020-06-18",4,2021,542,"abundance","jags_RW","exclosures","BA",0.43,0,0.45,217,531,924,38,0.95
"2020-06-18",5,2021,543,"abundance","jags_RW","exclosures","BA",0.526,0,0.53,217,531,924,38,0.95
"2020-06-18",2,2020,528,"abundance","jags_RW","exclosures","DM",0.392,0.001,1.09,217,531,924,38,0.95
"2020-06-18",3,2020,529,"abundance","jags_RW","exclosures","DM",0.469,0,1.497,217,531,924,38,0.95
"2020-06-18",4,2020,530,"abundance","jags_RW","exclosures","DM",0.564,0,1.986,217,531,924,38,0.95
"2020-06-18",5,2020,531,"abundance","jags_RW","exclosures","DM",0.663,0,2.453,217,531,924,38,0.95
"2020-06-18",6,2020,532,"abundance","jags_RW","exclosures","DM",0.776,0,2.972,217,531,924,38,0.95
"2020-06-18",7,2020,533,"abundance","jags_RW","exclosures","DM",0.937,0,3.719,217,531,924,38,0.95
"2020-06-18",8,2020,534,"abundance","jags_RW","exclosures","DM",1.111,0,4.328,217,531,924,38,0.95
"2020-06-18",9,2020,535,"abundance","jags_RW","exclosures","DM",1.283,0,5.029,217,531,924,38,0.95
"2020-06-18",10,2020,536,"abundance","jags_RW","exclosures","DM",1.501,0,5.906,217,531,924,38,0.95
"2020-06-18",11,2020,537,"abundance","jags_RW","exclosures","DM",1.727,0,6.852,217,531,924,38,0.95
"2020-06-18",12,2020,538,"abundance","jags_RW","exclosures","DM",1.981,0,7.832,217,531,924,38,0.95
"2020-06-18",1,2021,539,"abundance","jags_RW","exclosures","DM",2.234,0,8.489,217,531,924,38,0.95
"2020-06-18",2,2021,540,"abundance","jags_RW","exclosures","DM",2.54,0,9.462,217,531,924,38,0.95
"2020-06-18",3,2021,541,"abundance","jags_RW","exclosures","DM",2.883,0,10.772,217,531,924,38,0.95
"2020-06-18",4,2021,542,"abundance","jags_RW","exclosures","DM",3.17,0,12.16,217,531,924,38,0.95
"2020-06-18",5,2021,543,"abundance","jags_RW","exclosures","DM",3.611,0,13.499,217,531,924,38,0.95
