"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","cast_group","confidence_level","estimate","lower_pi","upper_pi","start_moon","end_moon","cast_id"
"2022-04-14",1,2022,552,"abundance","pevGARCH","all","BA",90,0.95,62.2864446340633,47,80,217,554,2378
"2022-04-14",3,2022,553,"abundance","pevGARCH","all","BA",90,0.95,82.2985057390292,60,107,217,554,2378
"2022-04-14",4,2022,554,"abundance","pevGARCH","all","BA",90,0.95,27.4309760695149,15,40,217,554,2378
"2022-04-14",4,2022,555,"abundance","pevGARCH","all","BA",90,0.95,6.83795239052411,2,13,217,554,2378
"2022-04-14",5,2022,556,"abundance","pevGARCH","all","BA",90,0.95,2.41877205500351,0,6,217,554,2378
"2022-04-14",6,2022,557,"abundance","pevGARCH","all","BA",90,0.95,1.54451996268387,0,5,217,554,2378
"2022-04-14",7,2022,558,"abundance","pevGARCH","all","BA",90,0.95,1.17400622666342,0,4,217,554,2378
"2022-04-14",8,2022,559,"abundance","pevGARCH","all","BA",90,0.95,0.940265696266598,0,3,217,554,2378
"2022-04-14",9,2022,560,"abundance","pevGARCH","all","BA",90,0.95,0.659271247766911,0,3,217,554,2378
"2022-04-14",10,2022,561,"abundance","pevGARCH","all","BA",90,0.95,0.387140865684207,0,2,217,554,2378
"2022-04-14",11,2022,562,"abundance","pevGARCH","all","BA",90,0.95,0.424963045561767,0,2,217,554,2378
"2022-04-14",12,2022,563,"abundance","pevGARCH","all","BA",90,0.95,0.827514556726526,0,3,217,554,2378
"2022-04-14",1,2023,564,"abundance","pevGARCH","all","BA",90,0.95,1.87994597956094,0,5,217,554,2378
"2022-04-14",2,2023,565,"abundance","pevGARCH","all","BA",90,0.95,2.54985985245141,0,7,217,554,2378
"2022-04-14",3,2023,566,"abundance","pevGARCH","all","BA",90,0.95,2.57553362461938,0,8,217,554,2378
"2022-04-14",1,2022,552,"abundance","pevGARCH","all","DM",90,0.95,27.5213848841227,18,39,217,554,2378
"2022-04-14",3,2022,553,"abundance","pevGARCH","all","DM",90,0.95,26.967118377267,15,41,217,554,2378
"2022-04-14",4,2022,554,"abundance","pevGARCH","all","DM",90,0.95,28.0794853021101,14,45,217,554,2378
"2022-04-14",4,2022,555,"abundance","pevGARCH","all","DM",90,0.95,28.2119218789396,13,47,217,554,2378
"2022-04-14",5,2022,556,"abundance","pevGARCH","all","DM",90,0.95,27.7357787947702,12,48,217,554,2378
"2022-04-14",6,2022,557,"abundance","pevGARCH","all","DM",90,0.95,26.3555651741232,10,46,217,554,2378
"2022-04-14",7,2022,558,"abundance","pevGARCH","all","DM",90,0.95,24.5957902057562,8,42,217,554,2378
"2022-04-14",8,2022,559,"abundance","pevGARCH","all","DM",90,0.95,23.2058833349561,8,42,217,554,2378
"2022-04-14",9,2022,560,"abundance","pevGARCH","all","DM",90,0.95,23.953659827848,8,43,217,554,2378
"2022-04-14",10,2022,561,"abundance","pevGARCH","all","DM",90,0.95,23.538250315305,8,42,217,554,2378
"2022-04-14",11,2022,562,"abundance","pevGARCH","all","DM",90,0.95,24.7995075626192,8,44,217,554,2378
"2022-04-14",12,2022,563,"abundance","pevGARCH","all","DM",90,0.95,25.8506702933526,8,46,217,554,2378
"2022-04-14",1,2023,564,"abundance","pevGARCH","all","DM",90,0.95,26.8132623366957,9,47,217,554,2378
"2022-04-14",2,2023,565,"abundance","pevGARCH","all","DM",90,0.95,27.4898673270465,8,49,217,554,2378
"2022-04-14",3,2023,566,"abundance","pevGARCH","all","DM",90,0.95,28.1057968272861,9,49,217,554,2378
"2022-04-14",1,2022,552,"abundance","pevGARCH","all","DO",90,0.95,17.7399194156568,9,27,217,554,2378
"2022-04-14",3,2022,553,"abundance","pevGARCH","all","DO",90,0.95,19.1438253053957,8,32,217,554,2378
"2022-04-14",4,2022,554,"abundance","pevGARCH","all","DO",90,0.95,19.8027053165685,8,35,217,554,2378
"2022-04-14",4,2022,555,"abundance","pevGARCH","all","DO",90,0.95,18.7849681471958,6,35,217,554,2378
"2022-04-14",5,2022,556,"abundance","pevGARCH","all","DO",90,0.95,17.5023435875087,5,32,217,554,2378
"2022-04-14",6,2022,557,"abundance","pevGARCH","all","DO",90,0.95,15.5943893585879,4,31,217,554,2378
"2022-04-14",7,2022,558,"abundance","pevGARCH","all","DO",90,0.95,13.6585654377233,3,29,217,554,2378
"2022-04-14",8,2022,559,"abundance","pevGARCH","all","DO",90,0.95,12.0591871722459,3,24,217,554,2378
"2022-04-14",9,2022,560,"abundance","pevGARCH","all","DO",90,0.95,12.1799052233366,2,25,217,554,2378
"2022-04-14",10,2022,561,"abundance","pevGARCH","all","DO",90,0.95,12.057704373762,2,26,217,554,2378
"2022-04-14",11,2022,562,"abundance","pevGARCH","all","DO",90,0.95,12.7330447388267,2,27,217,554,2378
"2022-04-14",12,2022,563,"abundance","pevGARCH","all","DO",90,0.95,13.9752345179399,2,29,217,554,2378
"2022-04-14",1,2023,564,"abundance","pevGARCH","all","DO",90,0.95,15.1226588884047,3,31,217,554,2378
"2022-04-14",2,2023,565,"abundance","pevGARCH","all","DO",90,0.95,15.5520090980785,3,34,217,554,2378
"2022-04-14",3,2023,566,"abundance","pevGARCH","all","DO",90,0.95,15.9369862358045,3,34,217,554,2378
"2022-04-14",1,2022,552,"abundance","pevGARCH","all","DS",90,0.95,0.00954010254128966,0,0,217,554,2378
"2022-04-14",3,2022,553,"abundance","pevGARCH","all","DS",90,0.95,0.0854355098141349,0,1,217,554,2378
"2022-04-14",4,2022,554,"abundance","pevGARCH","all","DS",90,0.95,0.213657794977783,0,1,217,554,2378
"2022-04-14",4,2022,555,"abundance","pevGARCH","all","DS",90,0.95,0.313281493237391,0,2,217,554,2378
"2022-04-14",5,2022,556,"abundance","pevGARCH","all","DS",90,0.95,0.336120530340871,0,2,217,554,2378
"2022-04-14",6,2022,557,"abundance","pevGARCH","all","DS",90,0.95,0.299190981304608,0,2,217,554,2378
"2022-04-14",7,2022,558,"abundance","pevGARCH","all","DS",90,0.95,0.284250978389783,0,2,217,554,2378
"2022-04-14",8,2022,559,"abundance","pevGARCH","all","DS",90,0.95,0.287351696813894,0,2,217,554,2378
"2022-04-14",9,2022,560,"abundance","pevGARCH","all","DS",90,0.95,0.331555572960093,0,2,217,554,2378
