"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2022-09-15",8,2022,559,"abundance","jags_RW","dm_controls","DM",12.963,6.475,19.855,112,0.95,217,559,2877
"2022-09-15",9,2022,560,"abundance","jags_RW","dm_controls","DM",22.391,0.16,77.474,112,0.95,217,559,2877
"2022-09-15",10,2022,561,"abundance","jags_RW","dm_controls","DM",32.066,0,163.431,112,0.95,217,559,2877
"2022-09-15",11,2022,562,"abundance","jags_RW","dm_controls","DM",37.546,0.441,196.9,112,0.95,217,559,2877
"2022-09-15",12,2022,563,"abundance","jags_RW","dm_controls","DM",41.837,0.254,196.9,112,0.95,217,559,2877
"2022-09-15",1,2023,564,"abundance","jags_RW","dm_controls","DM",44.187,0.14,196.9,112,0.95,217,559,2877
"2022-09-15",2,2023,565,"abundance","jags_RW","dm_controls","DM",45.347,0.059,196.9,112,0.95,217,559,2877
"2022-09-15",3,2023,566,"abundance","jags_RW","dm_controls","DM",45.673,0.011,196.9,112,0.95,217,559,2877
"2022-09-15",4,2023,567,"abundance","jags_RW","dm_controls","DM",46.438,0,196.9,112,0.95,217,559,2877
"2022-09-15",5,2023,568,"abundance","jags_RW","dm_controls","DM",47.079,0,196.9,112,0.95,217,559,2877
"2022-09-15",6,2023,569,"abundance","jags_RW","dm_controls","DM",46.285,0,196.9,112,0.95,217,559,2877
"2022-09-15",7,2023,570,"abundance","jags_RW","dm_controls","DM",46.134,0,196.9,112,0.95,217,559,2877
"2022-09-15",8,2023,571,"abundance","jags_RW","dm_controls","DM",45.311,0,196.9,112,0.95,217,559,2877
