"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","start_moon","end_moon","cast_id","cast_group","confidence_level"
"2021-08-05",2,2020,528,"abundance","jags_RW","all","BA",0.01,0,0.008,217,545,1546,62,0.95
"2021-08-05",3,2020,529,"abundance","jags_RW","all","BA",0.023,0,0.038,217,545,1546,62,0.95
"2021-08-05",4,2020,530,"abundance","jags_RW","all","BA",0.047,0,0.076,217,545,1546,62,0.95
"2021-08-05",5,2020,531,"abundance","jags_RW","all","BA",0.084,0,0.134,217,545,1546,62,0.95
"2021-08-05",6,2020,532,"abundance","jags_RW","all","BA",0.149,0,0.173,217,545,1546,62,0.95
"2021-08-05",7,2020,533,"abundance","jags_RW","all","BA",0.24,0,0.241,217,545,1546,62,0.95
"2021-08-05",8,2020,534,"abundance","jags_RW","all","BA",0.338,0,0.316,217,545,1546,62,0.95
"2021-08-05",9,2020,535,"abundance","jags_RW","all","BA",0.615,0,0.437,217,545,1546,62,0.95
"2021-08-05",10,2020,536,"abundance","jags_RW","all","BA",1.006,0,0.512,217,545,1546,62,0.95
"2021-08-05",11,2020,537,"abundance","jags_RW","all","BA",1.477,0,0.66,217,545,1546,62,0.95
"2021-08-05",12,2020,538,"abundance","jags_RW","all","BA",1.642,0,0.773,217,545,1546,62,0.95
"2021-08-05",1,2021,539,"abundance","jags_RW","all","BA",2.159,0,0.904,217,545,1546,62,0.95
"2021-08-05",2,2021,540,"abundance","jags_RW","all","BA",2.152,0,1.078,217,545,1546,62,0.95
"2021-08-05",3,2021,541,"abundance","jags_RW","all","BA",2.613,0,1.384,217,545,1546,62,0.95
"2021-08-05",4,2021,542,"abundance","jags_RW","all","BA",3.136,0,1.487,217,545,1546,62,0.95
"2021-08-05",5,2021,543,"abundance","jags_RW","all","BA",3.445,0,1.764,217,545,1546,62,0.95
"2021-08-05",6,2021,544,"abundance","jags_RW","all","BA",4.338,0,1.974,217,545,1546,62,0.95
"2021-08-05",7,2021,545,"abundance","jags_RW","all","BA",4.835,0,2.45,217,545,1546,62,0.95
"2021-08-05",8,2021,546,"abundance","jags_RW","all","BA",5.264,0,2.665,217,545,1546,62,0.95
"2021-08-05",9,2021,547,"abundance","jags_RW","all","BA",5.804,0,3.049,217,545,1546,62,0.95
"2021-08-05",10,2021,548,"abundance","jags_RW","all","BA",6.63,0,3.728,217,545,1546,62,0.95
"2021-08-05",11,2021,549,"abundance","jags_RW","all","BA",7.089,0,4.042,217,545,1546,62,0.95
"2021-08-05",12,2021,550,"abundance","jags_RW","all","BA",8.021,0,4.587,217,545,1546,62,0.95
"2021-08-05",1,2022,551,"abundance","jags_RW","all","BA",8.754,0,5.242,217,545,1546,62,0.95
"2021-08-05",2,2022,552,"abundance","jags_RW","all","BA",9.338,0,5.752,217,545,1546,62,0.95
"2021-08-05",3,2022,553,"abundance","jags_RW","all","BA",9.796,0,6.383,217,545,1546,62,0.95
"2021-08-05",4,2022,554,"abundance","jags_RW","all","BA",10.286,0,7.372,217,545,1546,62,0.95
"2021-08-05",5,2022,555,"abundance","jags_RW","all","BA",10.878,0,8.073,217,545,1546,62,0.95
"2021-08-05",5,2022,556,"abundance","jags_RW","all","BA",11.945,0,8.794,217,545,1546,62,0.95
"2021-08-05",6,2022,557,"abundance","jags_RW","all","BA",12.41,0,10.466,217,545,1546,62,0.95
"2021-08-05",2,2020,528,"abundance","jags_RW","all","DM",36.843,25.356,48.868,217,545,1546,62,0.95
"2021-08-05",3,2020,529,"abundance","jags_RW","all","DM",86.923,0.109,342.976,217,545,1546,62,0.95
"2021-08-05",4,2020,530,"abundance","jags_RW","all","DM",144.993,0,831.163,217,545,1546,62,0.95
"2021-08-05",5,2020,531,"abundance","jags_RW","all","DM",187.894,0.695,1176.9,217,545,1546,62,0.95
"2021-08-05",6,2020,532,"abundance","jags_RW","all","DM",214.338,0.355,1176.9,217,545,1546,62,0.95
"2021-08-05",7,2020,533,"abundance","jags_RW","all","DM",229.317,0.17,1176.9,217,545,1546,62,0.95
"2021-08-05",8,2020,534,"abundance","jags_RW","all","DM",235.532,0.068,1176.9,217,545,1546,62,0.95
"2021-08-05",9,2020,535,"abundance","jags_RW","all","DM",240.84,0.012,1176.9,217,545,1546,62,0.95
"2021-08-05",10,2020,536,"abundance","jags_RW","all","DM",243.045,0,1176.9,217,545,1546,62,0.95
"2021-08-05",11,2020,537,"abundance","jags_RW","all","DM",240.505,0,1176.9,217,545,1546,62,0.95
"2021-08-05",12,2020,538,"abundance","jags_RW","all","DM",240.159,0,1176.9,217,545,1546,62,0.95
"2021-08-05",1,2021,539,"abundance","jags_RW","all","DM",240.022,0,1176.9,217,545,1546,62,0.95
"2021-08-05",2,2021,540,"abundance","jags_RW","all","DM",237.181,0,1176.9,217,545,1546,62,0.95
"2021-08-05",3,2021,541,"abundance","jags_RW","all","DM",236.55,0,1176.9,217,545,1546,62,0.95
"2021-08-05",4,2021,542,"abundance","jags_RW","all","DM",234.349,0,1176.9,217,545,1546,62,0.95
"2021-08-05",5,2021,543,"abundance","jags_RW","all","DM",232.208,0,1176.9,217,545,1546,62,0.95
"2021-08-05",6,2021,544,"abundance","jags_RW","all","DM",232.301,0,1176.9,217,545,1546,62,0.95
"2021-08-05",7,2021,545,"abundance","jags_RW","all","DM",227.688,0,1176.9,217,545,1546,62,0.95
"2021-08-05",8,2021,546,"abundance","jags_RW","all","DM",228.206,0,1176.9,217,545,1546,62,0.95
"2021-08-05",9,2021,547,"abundance","jags_RW","all","DM",221.905,0,1176.9,217,545,1546,62,0.95
"2021-08-05",10,2021,548,"abundance","jags_RW","all","DM",218.416,0,1176.9,217,545,1546,62,0.95
"2021-08-05",11,2021,549,"abundance","jags_RW","all","DM",215.082,0,1176.9,217,545,1546,62,0.95
"2021-08-05",12,2021,550,"abundance","jags_RW","all","DM",209.975,0,1176.9,217,545,1546,62,0.95
"2021-08-05",1,2022,551,"abundance","jags_RW","all","DM",207.254,0,1176.9,217,545,1546,62,0.95
"2021-08-05",2,2022,552,"abundance","jags_RW","all","DM",209.436,0,1176.9,217,545,1546,62,0.95
"2021-08-05",3,2022,553,"abundance","jags_RW","all","DM",207.071,0,1176.9,217,545,1546,62,0.95
"2021-08-05",4,2022,554,"abundance","jags_RW","all","DM",204.684,0,1176.9,217,545,1546,62,0.95
"2021-08-05",5,2022,555,"abundance","jags_RW","all","DM",203.923,0,1176.9,217,545,1546,62,0.95
"2021-08-05",5,2022,556,"abundance","jags_RW","all","DM",203.935,0,1176.9,217,545,1546,62,0.95
"2021-08-05",6,2022,557,"abundance","jags_RW","all","DM",200.015,0,1176.9,217,545,1546,62,0.95
"2021-08-05",2,2020,528,"abundance","jags_RW","all","DO",5.226,1.63,9.459,217,545,1546,62,0.95
"2021-08-05",3,2020,529,"abundance","jags_RW","all","DO",8.356,0.008,26.683,217,545,1546,62,0.95
"2021-08-05",4,2020,530,"abundance","jags_RW","all","DO",13.123,0,50.055,217,545,1546,62,0.95
"2021-08-05",5,2020,531,"abundance","jags_RW","all","DO",20.361,0,80.427,217,545,1546,62,0.95
"2021-08-05",6,2020,532,"abundance","jags_RW","all","DO",29.101,0,120.48,217,545,1546,62,0.95
"2021-08-05",7,2020,533,"abundance","jags_RW","all","DO",38.651,0,172.925,217,545,1546,62,0.95
"2021-08-05",8,2020,534,"abundance","jags_RW","all","DO",49.822,0,240.303,217,545,1546,62,0.95
