"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2022-09-22",8,2022,559,"abundance","jags_logistic","dm_controls","DM",12.971,6.696,20.14,113,0.95,217,559,2898
"2022-09-22",9,2022,560,"abundance","jags_logistic","dm_controls","DM",21.634,0.068,73.812,113,0.95,217,559,2898
"2022-09-22",10,2022,561,"abundance","jags_logistic","dm_controls","DM",30.068,0,142.731,113,0.95,217,559,2898
"2022-09-22",11,2022,562,"abundance","jags_logistic","dm_controls","DM",35.462,0.433,196.9,113,0.95,217,559,2898
"2022-09-22",12,2022,563,"abundance","jags_logistic","dm_controls","DM",38.705,0.229,196.9,113,0.95,217,559,2898
"2022-09-22",1,2023,564,"abundance","jags_logistic","dm_controls","DM",41.054,0.125,196.9,113,0.95,217,559,2898
"2022-09-22",2,2023,565,"abundance","jags_logistic","dm_controls","DM",41.944,0.057,196.9,113,0.95,217,559,2898
"2022-09-22",3,2023,566,"abundance","jags_logistic","dm_controls","DM",41.8,0.013,196.9,113,0.95,217,559,2898
"2022-09-22",4,2023,567,"abundance","jags_logistic","dm_controls","DM",42.063,0,196.9,113,0.95,217,559,2898
"2022-09-22",5,2023,568,"abundance","jags_logistic","dm_controls","DM",41.861,0,196.9,113,0.95,217,559,2898
"2022-09-22",6,2023,569,"abundance","jags_logistic","dm_controls","DM",41.974,0,196.9,113,0.95,217,559,2898
"2022-09-22",7,2023,570,"abundance","jags_logistic","dm_controls","DM",41.605,0,196.9,113,0.95,217,559,2898
"2022-09-22",8,2023,571,"abundance","jags_logistic","dm_controls","DM",41.127,0,196.9,113,0.95,217,559,2898
