"moon","ntraps","nplots","BA","DM","DO","DS","NA","OL","OT","PB","PE","PF","PH","PL","PM","PP","RF","RM","RO","SF","SH","SO","total"
443,1174,24,2,58,4,0,1,3,4,7,6,3,0,0,0,95,0,0,0,0,0,0,183
444,1174,24,0,52,5,0,0,7,2,15,5,4,0,0,0,100,0,0,0,0,0,0,190
446,1174,24,0,40,5,0,0,0,0,14,4,6,0,0,0,152,0,0,0,0,0,0,221
448,1174,24,0,39,6,0,0,0,2,13,6,0,0,0,0,128,0,0,0,0,0,0,194
450,1174,24,0,46,4,0,1,4,2,16,13,0,0,0,0,78,0,0,0,0,0,0,164
452,1174,24,0,54,3,0,0,0,5,16,11,0,0,0,0,5,0,1,0,0,0,0,95
453,1174,24,0,67,10,0,1,5,1,10,30,1,0,0,0,5,0,4,0,0,0,0,134
454,1174,24,0,61,7,0,1,1,2,12,31,1,0,0,0,36,0,6,0,1,0,0,159
455,1174,24,3,57,14,0,0,2,0,10,23,3,0,0,0,97,0,9,0,0,0,0,218
456,1174,24,0,57,19,0,2,3,4,17,19,0,0,0,0,103,0,3,0,0,0,0,227
457,1174,24,1,54,12,0,1,2,0,15,14,1,0,0,0,141,0,5,1,0,0,0,247
458,1174,24,1,48,13,0,0,3,2,26,5,0,0,0,0,202,0,2,0,1,0,0,303
459,1174,24,0,45,15,0,1,1,5,14,11,0,0,0,0,111,0,3,1,0,0,0,207
460,1174,24,1,38,10,0,0,1,6,28,8,0,0,0,0,210,0,0,0,0,0,0,302
461,1174,24,1,36,6,0,1,3,10,28,13,1,0,0,0,135,0,0,0,0,0,0,234
462,1174,24,0,39,9,0,1,0,14,24,14,1,1,0,0,78,0,0,0,3,0,0,184
463,1174,24,1,35,9,0,1,4,15,25,16,0,0,0,0,42,0,7,3,2,2,0,162
465,1174,24,2,55,13,0,1,7,12,13,17,3,0,0,0,17,0,17,12,2,2,0,173
466,1174,24,11,61,23,0,1,11,16,18,23,6,0,0,0,41,0,32,14,14,4,0,275
467,1174,24,27,49,28,0,1,4,13,15,24,4,0,0,0,94,0,64,4,10,8,0,345
468,1174,24,37,30,23,0,1,7,11,11,31,7,0,0,0,134,0,81,3,12,10,0,398
469,1174,24,18,48,21,0,0,14,18,11,26,4,0,0,2,102,0,32,2,9,7,0,314
470,1174,24,31,44,13,0,1,6,11,18,32,11,0,0,6,164,0,20,1,21,17,0,396
471,1174,24,19,45,12,0,1,7,10,12,9,9,0,0,5,229,0,9,0,18,5,0,390
472,1174,24,15,41,18,0,4,10,19,14,14,8,0,0,4,247,0,3,0,1,1,0,399
473,1174,24,12,47,14,0,2,11,19,14,18,1,0,2,3,144,0,1,0,1,1,0,290
474,1174,24,15,54,16,0,2,17,27,16,23,9,0,0,9,87,0,12,0,4,1,0,292
475,1174,24,5,56,17,0,4,17,32,15,25,6,0,1,11,22,0,17,0,1,4,0,233
478,1174,24,3,55,23,0,2,6,1,3,14,0,0,0,8,2,0,33,3,0,1,0,154
479,1174,24,8,50,22,0,2,2,3,2,9,1,0,0,4,29,1,23,1,2,0,0,159
481,1176,24,5,59,20,1,4,3,5,4,4,0,0,0,5,77,0,4,1,0,0,0,192
482,1176,24,1,44,15,1,3,1,2,6,4,5,0,0,1,61,0,2,0,1,0,0,147
483,1176,24,0,35,12,1,1,2,2,4,0,5,0,0,0,84,0,0,0,1,0,0,147
484,1176,24,0,30,12,1,1,1,4,6,3,2,0,0,0,93,0,0,0,0,0,0,153
485,1176,24,0,34,9,0,3,2,4,6,5,1,0,0,0,76,0,0,0,0,0,0,140
486,1176,24,0,34,5,1,3,1,7,5,5,0,0,0,0,38,0,0,0,0,0,0,99
487,1176,24,0,42,6,1,4,2,10,5,5,0,0,1,0,9,0,0,0,0,1,0,86
490,1176,24,0,61,16,1,5,1,9,1,4,0,0,4,3,0,0,11,2,0,3,0,121
491,1176,24,0,62,20,1,7,0,6,2,6,0,0,5,2,2,1,10,2,0,1,0,127
492,1176,24,0,55,17,0,0,3,11,1,11,0,0,3,4,44,0,10,4,0,0,0,163
493,1176,24,0,63,19,0,6,2,8,2,11,1,0,2,1,44,1,1,0,0,8,0,169
494,1176,24,0,44,24,0,5,1,11,5,10,1,1,1,0,92,0,1,1,0,0,0,197
495,1176,24,0,33,7,1,7,0,8,2,2,1,2,0,0,108,0,0,0,0,2,0,173
497,1176,24,0,33,9,0,1,0,15,8,2,0,1,0,0,158,1,0,0,0,0,0,228
498,1176,24,0,42,7,0,6,0,15,6,1,0,1,0,0,213,0,0,0,0,0,0,291
499,1176,24,0,41,5,1,6,0,26,5,9,0,2,1,1,94,0,1,0,0,1,0,193
500,1176,24,0,41,3,1,5,0,36,6,14,0,0,1,1,33,0,1,0,0,0,0,142
504,1176,24,0,47,0,1,0,0,14,6,4,0,0,0,1,23,0,0,0,0,0,0,96
505,1176,24,0,48,2,1,1,1,11,3,1,0,0,0,0,51,0,0,0,0,0,0,119
506,1176,24,0,21,3,1,2,0,11,2,4,0,0,0,0,89,0,0,0,0,0,0,133
507,1176,24,0,33,1,1,1,0,8,6,2,0,0,0,0,77,0,0,0,0,1,0,130
508,1176,24,0,25,0,1,0,0,7,6,5,0,0,0,0,83,0,0,0,0,0,0,127
509,1176,24,0,23,1,0,2,0,7,3,1,0,0,0,0,53,0,0,0,0,0,0,90
510,1176,24,0,22,2,1,1,0,9,5,3,0,0,0,0,48,0,0,0,0,0,0,91
511,1176,24,0,22,2,0,1,0,9,5,1,0,0,0,0,29,0,0,0,0,0,0,69
512,1176,24,0,27,0,0,1,1,1,4,4,0,0,0,0,2,0,0,0,0,0,0,40
516,1176,24,0,40,1,0,0,1,2,3,1,0,0,0,0,9,0,3,0,0,0,0,60
517,1176,24,0,32,0,0,0,0,3,4,6,0,0,0,0,26,0,4,0,0,0,0,75
518,1176,24,0,22,1,0,1,0,2,3,3,0,0,0,0,26,0,0,0,0,0,0,58
519,1176,24,0,18,5,0,1,0,1,5,1,0,0,0,0,39,0,0,0,0,0,0,70
520,1176,24,0,14,1,0,0,0,5,3,1,0,0,0,0,48,0,0,0,0,1,0,73
521,1176,24,0,8,4,0,0,1,4,3,1,0,0,0,0,69,0,0,0,0,0,0,90
522,1176,24,0,14,1,0,1,0,4,3,0,1,0,0,0,69,0,0,0,0,0,0,93
523,1176,24,0,19,4,0,0,3,7,6,2,0,0,0,0,80,0,0,0,0,0,0,121
