"moon","ntraps","nplots","BA","DM","DO","DS","NA","OL","OT","PB","PE","PF","PH","PL","PM","PP","RF","RM","RO","SF","SH","SO","total"
347,1174,24,0,12,11,0,1,0,11,62,5,0,0,0,0,69,0,1,0,0,0,0,172
348,1174,24,0,16,12,0,1,0,8,80,2,0,0,0,0,110,0,1,0,0,0,0,230
349,1174,24,0,17,12,0,1,0,14,99,0,0,0,0,0,104,0,1,0,0,0,0,248
350,1174,24,0,12,10,0,0,2,19,99,4,1,0,0,0,97,0,0,0,0,0,0,244
351,1174,24,0,20,12,0,1,2,30,96,5,5,0,0,0,41,0,2,0,0,0,0,214
352,1174,24,0,18,14,0,1,1,17,60,7,0,0,0,1,6,0,3,2,0,0,0,130
353,1174,24,0,24,17,0,0,0,17,64,5,0,0,0,1,8,0,1,1,0,0,0,138
354,1174,24,0,23,18,0,2,1,13,58,7,0,0,0,1,8,0,3,2,0,0,0,136
355,1174,24,0,36,9,0,1,0,6,55,6,1,0,0,0,15,0,2,1,0,0,0,132
356,1174,24,0,24,9,0,1,0,8,58,5,3,0,0,0,28,0,1,0,0,0,0,137
357,1174,24,0,30,12,0,0,0,4,47,3,2,0,0,0,68,0,0,0,0,0,0,166
358,1174,24,0,24,12,0,3,1,3,56,1,1,0,0,1,67,0,0,0,0,0,0,169
360,1174,24,0,20,8,0,1,0,2,77,1,1,0,0,0,132,0,0,0,0,0,0,242
362,1174,24,0,8,2,0,0,0,1,29,0,0,0,0,0,59,0,0,0,0,0,0,99
363,1174,24,0,19,2,0,1,0,3,59,1,0,0,0,0,103,0,0,0,0,0,0,188
364,1174,24,0,16,5,0,1,0,5,78,2,1,0,0,1,169,0,0,0,0,1,0,279
365,1174,24,0,24,6,0,1,0,3,102,7,0,0,0,1,132,1,2,1,0,8,0,288
367,1174,24,0,20,15,0,3,0,3,99,7,2,0,0,2,74,0,3,1,0,28,0,257
368,1174,24,0,18,23,0,1,2,11,90,13,6,0,0,7,134,0,14,0,0,32,0,351
369,1174,24,0,25,13,0,2,0,6,113,18,0,0,1,3,99,0,13,0,0,29,0,322
370,1174,24,0,20,15,0,4,1,14,197,10,4,0,1,9,86,0,3,0,2,37,0,403
371,1174,24,0,29,29,0,4,0,16,231,11,10,0,0,10,131,0,12,0,2,36,0,521
372,1174,24,0,23,20,0,2,2,26,248,17,16,0,3,5,160,0,6,0,2,24,0,554
374,1174,24,2,27,30,0,4,1,49,186,5,19,0,7,6,138,0,1,0,12,13,0,500
375,1174,24,24,34,32,0,7,5,52,141,17,12,0,9,12,43,0,9,0,21,4,0,422
376,1174,24,24,40,32,0,9,10,63,134,11,13,0,16,16,26,0,41,0,13,10,0,458
377,1174,24,12,43,41,0,2,4,31,81,6,1,0,9,19,4,0,52,0,17,2,0,324
378,1174,24,4,40,38,1,3,3,18,67,4,1,0,9,11,1,0,37,0,16,3,0,256
379,1174,24,2,45,40,1,5,4,12,61,4,0,0,7,11,7,0,31,0,21,1,0,252
380,1174,24,2,44,42,1,5,4,15,60,5,1,0,6,14,13,0,31,0,9,3,0,255
381,1174,24,9,41,46,2,4,1,10,62,3,8,0,3,12,45,0,22,0,14,5,0,287
382,1174,24,4,43,56,2,8,4,14,61,4,10,0,4,10,75,0,20,0,17,4,0,336
383,1174,24,8,46,51,3,7,3,14,63,6,19,0,1,5,69,0,7,0,14,1,0,317
384,1174,24,4,40,42,4,5,3,12,70,3,20,0,1,3,83,0,1,0,5,1,0,297
385,1174,24,0,24,25,1,1,2,6,20,2,4,0,0,1,42,0,0,0,5,1,0,134
386,1174,24,0,12,12,3,1,0,9,41,3,2,0,0,0,49,0,0,0,2,0,0,134
387,1174,24,0,13,16,2,6,0,11,44,1,2,0,0,3,48,0,0,0,1,0,0,147
388,1174,24,0,15,18,4,4,1,12,39,3,2,0,0,1,17,0,0,0,0,0,0,116
389,1174,24,0,21,21,3,6,1,7,31,5,2,0,0,1,5,0,1,0,1,0,0,105
390,1174,24,0,22,24,2,2,0,5,24,1,2,0,0,0,0,0,0,0,0,0,0,82
391,1174,24,1,20,23,1,5,2,6,22,0,0,0,0,0,0,0,2,0,3,0,0,85
392,1174,24,1,26,22,1,5,0,3,21,2,2,0,0,0,3,0,6,0,1,0,0,93
393,1170,24,0,23,29,0,5,3,3,18,3,4,0,0,0,19,0,7,0,2,0,0,116
394,1174,24,3,18,25,0,5,5,7,37,1,4,0,0,0,50,0,1,0,3,0,0,159
395,1174,24,3,21,28,0,3,2,2,50,2,8,0,0,0,51,0,1,0,1,0,0,172
396,1174,24,1,15,24,1,2,3,1,56,1,5,0,0,0,60,0,0,0,3,0,0,172
397,1174,24,2,16,18,2,2,3,2,36,1,3,0,1,0,49,0,0,0,0,0,0,135
398,1174,24,1,15,13,2,3,2,5,24,1,0,0,0,0,28,0,0,0,0,0,0,94
399,1174,24,0,14,5,3,3,3,5,14,0,0,0,0,1,9,0,0,0,0,0,0,57
400,1174,24,0,12,3,2,1,2,4,11,0,0,0,0,0,4,0,0,0,0,0,0,39
401,1174,24,0,11,1,2,1,2,3,10,0,0,0,0,0,1,0,0,0,0,0,0,31
402,1174,24,0,11,1,2,1,1,4,6,1,0,0,0,0,0,0,0,0,0,0,0,27
403,1174,24,0,12,0,1,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,23
404,1174,24,0,15,1,1,1,3,4,4,0,0,0,0,0,2,0,0,0,0,0,0,31
405,1174,24,0,16,1,0,0,1,2,6,0,0,0,0,0,7,0,0,0,0,0,0,33
406,1174,24,0,17,1,0,0,1,1,1,0,0,0,0,0,22,0,0,0,0,0,0,43
407,1174,24,0,21,1,0,0,1,0,2,0,1,0,0,0,22,0,0,0,0,0,0,48
409,1174,24,0,15,1,0,0,1,2,2,0,1,0,0,0,39,0,0,0,0,0,0,61
411,1174,24,0,15,3,0,2,1,0,2,0,2,0,0,0,104,0,0,0,0,0,0,129
413,1174,24,0,18,3,0,1,0,1,0,0,2,0,0,0,36,0,0,0,0,0,0,61
415,1174,24,0,23,8,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,38
416,1174,24,0,20,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,27
417,1174,24,0,19,4,0,0,1,2,0,0,0,0,0,0,12,0,0,0,0,0,0,38
418,1174,24,0,21,6,0,0,0,3,1,0,1,0,0,0,56,0,0,0,0,0,0,88
419,1174,24,0,23,2,0,0,0,4,1,0,1,0,0,0,73,0,0,0,0,0,0,104
421,1174,24,0,11,2,0,0,0,1,1,0,0,0,0,0,118,0,0,0,0,0,0,133
422,1174,24,0,18,2,0,0,0,0,1,0,0,0,0,0,147,0,0,0,0,0,0,168
423,1174,24,0,14,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,149
424,1174,24,0,15,0,0,0,0,3,1,1,0,0,0,0,165,0,0,0,0,0,0,185
425,1174,24,0,17,0,0,0,1,5,2,4,2,0,0,0,161,0,0,0,0,0,0,192
428,1174,24,0,36,2,0,0,7,1,4,13,6,0,0,0,8,0,1,1,0,0,0,79
429,1174,24,0,33,4,0,0,7,1,4,8,11,0,0,0,26,0,3,1,0,0,0,98
430,1174,24,0,35,4,0,0,4,2,5,7,9,0,0,0,61,0,0,0,0,0,0,127
431,1174,24,0,36,2,0,1,8,2,5,7,4,0,0,0,116,0,1,0,0,0,0,182
433,1174,24,0,52,5,0,1,0,6,10,8,5,0,0,0,203,0,0,0,0,0,0,290
434,1174,24,0,51,4,0,0,0,4,29,5,1,0,0,0,285,0,0,0,0,0,0,379
435,1174,24,0,50,3,0,0,0,8,26,4,3,0,0,0,238,0,1,0,0,0,0,333
436,1174,24,0,45,2,0,0,4,9,25,10,1,0,0,0,166,0,0,0,0,0,0,262
437,1174,24,0,49,3,0,0,6,12,18,7,2,0,0,0,122,0,0,0,0,0,0,219
438,1174,24,0,50,2,0,1,7,10,12,10,1,0,0,0,39,0,0,0,0,0,0,132
439,1174,24,0,71,7,0,1,7,3,13,10,0,0,0,0,8,0,0,0,0,0,0,120
440,1174,24,0,51,3,0,0,5,5,9,7,1,0,0,0,0,0,1,0,0,0,0,82
441,1174,24,0,55,4,0,1,7,2,10,7,1,0,0,0,4,0,0,0,0,0,0,91
442,1174,24,0,63,12,0,1,7,3,11,9,9,0,0,0,17,0,2,1,0,0,0,135
