"forecast_newmoon","newmoonnumber","mintemp","maxtemp","meantemp","precipitation","ndvi","source","date_made"
408,410,10.7301782089453,41.3050498853565,26.513,43.153,0.297521564440124,"retroactive","2018-06-05"
408,411,16.0942621827468,38.6028130031375,24.613,16.097,0.306938556974542,"retroactive","2018-06-05"
408,412,0.666237859731084,28.3113881824522,18.306,2.076,0.308436040852162,"retroactive","2018-06-05"
408,413,2.5190466705236,27.9065481537786,13.013,0.655,0.295049538141271,"retroactive","2018-06-05"
408,414,-4.09928411523187,17.8622248915272,8.353,1.265,0.273820768575797,"retroactive","2018-06-05"
409,410,13.5327061299522,37.1652857359601,26.181,45.433,0.304870980412382,"retroactive","2018-06-05"
409,411,6.10570898421464,31.8495184240299,24.568,11.248,0.310489089576697,"retroactive","2018-06-05"
409,412,3.82966126881997,30.0388072537243,18.617,2.605,0.307722590990472,"retroactive","2018-06-05"
409,413,-5.50473262101457,24.6916244158968,12.815,2.148,0.292906671034012,"retroactive","2018-06-05"
409,414,0.0897070718420814,24.3132559118621,8.316,3.042,0.272556971881488,"retroactive","2018-06-05"
409,415,-8.06913374323107,19.8443480790447,8.898,2.054,0.256928383247985,"retroactive","2018-06-05"
410,411,6.30774767345543,36.7018866703507,23.88,16.502,0.358812606093653,"retroactive","2018-06-05"
410,412,8.4639356582658,25.3767413446155,18.663,2.929,0.330272803289977,"retroactive","2018-06-05"
410,413,-2.93591656649525,33.2800617119439,13.534,0.741,0.288201478362258,"retroactive","2018-06-05"
410,414,-7.84189699116125,20.8875437807026,8.519,1.901,0.259429495274809,"retroactive","2018-06-05"
410,415,-7.17663917882344,18.9347297618548,9.051,0.879,0.249531842807266,"retroactive","2018-06-05"
410,416,-3.8884746182773,27.2272052494751,10.999,3.132,0.252035511373668,"retroactive","2018-06-05"
411,412,-0.722649774441038,30.352794313077,18.154,3.111,0.315403712529315,"retroactive","2018-06-05"
411,413,-6.37741028904109,25.3320252828401,13.074,2.237,0.285250816587871,"retroactive","2018-06-05"
411,414,-7.97876566417851,23.7473723048445,8.348,5.116,0.264947936857765,"retroactive","2018-06-05"
411,415,-7.25726357197484,20.9778606674307,8.255,3.603,0.25426896450589,"retroactive","2018-06-05"
411,416,-8.26317982096576,26.0151888315378,10.457,6.013,0.252201407927267,"retroactive","2018-06-05"
411,417,-0.203507567584258,26.8369081168268,13.532,2.702,0.258233776676761,"retroactive","2018-06-05"
412,413,-1.88801909827302,24.7439325071005,12.925,0.601,0.265555225210403,"retroactive","2018-06-05"
412,414,-10.9673366492666,31.1991866439053,8.629,6.474,0.257105998483686,"retroactive","2018-06-05"
412,415,-12.5131607133158,18.9890632758351,8.513,2.794,0.255174118823354,"retroactive","2018-06-05"
412,416,2.80409222615039,30.6235247287112,10.374,7.973,0.254406847049404,"retroactive","2018-06-05"
412,417,-2.64040625561005,21.4842025420932,13.876,1.357,0.260532788316016,"retroactive","2018-06-05"
412,418,2.75413952825045,37.1915223684131,17.735,1.528,0.271744189516169,"retroactive","2018-06-05"
413,414,-2.006400982367,17.7100187343339,8.488,4.577,0.274262122819733,"retroactive","2018-06-05"
413,415,-4.64224907546669,24.954202699093,9.236,4.408,0.261935065255064,"retroactive","2018-06-05"
413,416,-1.35328798659864,24.1361769879559,10.578,5.211,0.253626604215424,"retroactive","2018-06-05"
413,417,3.79927598405902,30.8069308732754,13.531,3.623,0.25860492462478,"retroactive","2018-06-05"
413,418,4.65811515766518,33.3060024692734,17.726,1.016,0.269785347174812,"retroactive","2018-06-05"
413,419,11.6354395050524,37.2453090039871,22.525,1.289,0.2885058729067,"retroactive","2018-06-05"
414,415,-7.4539547541467,19.9161724300519,8.621,3.484,0.231080298640763,"retroactive","2018-06-05"
414,416,1.83312917417057,20.2634399793007,10.415,7.135,0.241387820333822,"retroactive","2018-06-05"
414,417,-2.59956218458494,25.8306080203119,13.497,5.157,0.259647068681919,"retroactive","2018-06-05"
414,418,2.25093993312646,33.6853700909267,17.262,1.02,0.275013155054674,"retroactive","2018-06-05"
414,419,6.44783374286554,46.1233613518601,22.266,3.555,0.291694709230021,"retroactive","2018-06-05"
414,420,15.1844344187589,40.3803550180999,25.961,6.426,0.307159937353242,"retroactive","2018-06-05"
415,416,-6.86100126730646,28.5533787422704,9.92,9.923,0.245265886199665,"retroactive","2018-06-05"
415,417,-3.97070099651731,35.3258625119403,12.62,19.269,0.261271228430092,"retroactive","2018-06-05"
415,418,6.8138703584995,31.6478724188059,16.849,21.227,0.274834531381671,"retroactive","2018-06-05"
415,419,3.46741035369787,32.751121785545,20.521,18.753,0.291100342111447,"retroactive","2018-06-05"
415,420,6.31233971155691,32.498969364744,24.496,22.208,0.306671351359579,"retroactive","2018-06-05"
415,421,8.69297448519252,22.4572653738418,26.53,23.943,0.319448472830663,"retroactive","2018-06-05"
416,417,4.63916826621968,33.8493726373211,12.213,19.503,0.247140707483126,"retroactive","2018-06-05"
416,418,3.07156346762025,35.7063340660083,15.76,26.489,0.26884879707441,"retroactive","2018-06-05"
416,419,9.29108213855034,36.4262771746265,19.958,32.094,0.291823975714591,"retroactive","2018-06-05"
416,420,4.39848180573749,32.0326147966303,22.571,31.9,0.308838368904709,"retroactive","2018-06-05"
416,421,10.4862419025193,44.1155799634063,24.27,34.688,0.321279855228638,"retroactive","2018-06-05"
416,422,4.88554867556868,33.1707886854756,24.345,34.87,0.32519685835993,"retroactive","2018-06-05"
417,418,4.91746442279255,36.0569702771331,15.834,34.366,0.254868844819792,"retroactive","2018-06-05"
417,419,-2.73314086626574,32.628592048793,18.995,27.401,0.285886353184365,"retroactive","2018-06-05"
417,420,5.43335674334501,36.4442133689655,22.05,33.918,0.309578319842846,"retroactive","2018-06-05"
417,421,11.8393859179561,41.0324452524713,22.931,35.349,0.323447198782333,"retroactive","2018-06-05"
417,422,10.215827093645,30.8814117335928,21.949,36.416,0.32703488449041,"retroactive","2018-06-05"
417,423,6.14658777784358,32.0412225634965,20.052,35.811,0.322157328824695,"retroactive","2018-06-05"
418,419,2.39029696507038,31.5615735759197,19.417,32.145,0.265587812918424,"retroactive","2018-06-05"
418,420,3.03872207068589,33.1239168184576,21.467,25.685,0.299132039883004,"retroactive","2018-06-05"
418,421,8.27708276140885,32.5014047507664,22.594,31.568,0.324717571580617,"retroactive","2018-06-05"
418,422,12.4575721253071,45.5872988362339,21.541,33.41,0.327715967969354,"retroactive","2018-06-05"
418,423,5.83245433010272,32.890016311285,18.191,33.197,0.325731070442001,"retroactive","2018-06-05"
418,424,-1.6143708202532,32.2571185088368,14.906,32.193,0.309003868094717,"retroactive","2018-06-05"
419,420,6.56656477465176,35.3166922959788,22.168,21.572,0.319574682060919,"retroactive","2018-06-05"
419,421,6.77137275492145,34.0305376019401,22.54,24.247,0.332829805254627,"retroactive","2018-06-05"
419,422,5.18450935413958,41.4531250870875,21.479,28.352,0.326878633224589,"retroactive","2018-06-05"
419,423,7.37242269596082,34.7225396339955,18.806,29.667,0.323472897361231,"retroactive","2018-06-05"
419,424,-4.75219803201455,29.622390977066,14.022,29.021,0.306637557451726,"retroactive","2018-06-05"
419,425,3.05844695373869,30.1014272848875,10.335,27.874,0.294069280010295,"retroactive","2018-06-05"
420,421,11.4693995942191,36.2568785970816,23.317,26.986,0.302888862539632,"retroactive","2018-06-05"
420,422,5.51703803038575,32.3835532817281,21.962,23.839,0.31498764647276,"retroactive","2018-06-05"
420,423,0.945138623862466,32.1604415431767,19.036,25.864,0.32465053765785,"retroactive","2018-06-05"
420,424,-1.22762092901697,34.1494088118232,15.476,26.273,0.309811465222911,"retroactive","2018-06-05"
420,425,-7.78582457221969,25.9372384853195,10.554,25.826,0.29743364705531,"retroactive","2018-06-05"
420,426,-6.56545734400365,18.8476478031821,7.562,24.73,0.273563477917134,"retroactive","2018-06-05"
421,422,12.3660028863153,26.3420660398649,22.619,28.865,0.271642503302211,"retroactive","2018-06-05"
421,423,2.71156429195262,31.0233870465382,19.919,24.03,0.307322228204836,"retroactive","2018-06-05"
421,424,-2.78488475189459,32.448779152948,15.94,24.489,0.311433337931686,"retroactive","2018-06-05"
421,425,1.43059462172531,25.7849672305667,12.447,24.082,0.301956238023597,"retroactive","2018-06-05"
421,426,-1.6011725526961,22.9732795503053,8.692,24.08,0.278427341855619,"retroactive","2018-06-05"
421,427,-13.9573098266771,22.0793486555621,7.279,23.157,0.263274369488006,"retroactive","2018-06-05"
422,423,2.46717315942237,32.4255326601485,22.619,28.865,0.332050396139632,"retroactive","2018-06-05"
422,424,6.99003779769247,28.0075253473556,19.919,24.03,0.321148591053165,"retroactive","2018-06-05"
422,425,2.52313767056623,30.5214084486105,15.94,24.489,0.300965226875033,"retroactive","2018-06-05"
422,426,0.0397181688482329,24.394789973064,12.447,24.082,0.275735096155757,"retroactive","2018-06-05"
422,427,-6.1968303333497,25.0993015289046,8.692,24.08,0.260532149606989,"retroactive","2018-06-05"
422,428,-10.6714432055626,28.97723737529,7.279,23.157,0.250642268000222,"retroactive","2018-06-05"
423,424,12.6226440170584,45.5388983651637,23.667,11.093,0.347148069517866,"retroactive","2018-06-05"
423,425,1.32340396868645,31.1209143829157,18.072,11.777,0.311160331654651,"retroactive","2018-06-05"
423,426,-3.17905667316244,24.7716157922206,10.894,17.766,0.274608817908371,"retroactive","2018-06-05"
423,427,-9.69842534321578,19.1406299181636,8.328,24.316,0.257609152038257,"retroactive","2018-06-05"
423,428,-0.0549910464689622,21.2808643048777,8.156,33.782,0.247719469124594,"retroactive","2018-06-05"
423,429,-5.71931641916951,16.8884962278915,9.857,10.088,0.25402690748823,"retroactive","2018-06-05"
424,425,-0.373589614805069,17.118876145986,15.05,35.505,0.327531118723517,"retroactive","2018-06-05"
424,426,-3.17484851171742,28.6501075103612,8.192,47.906,0.280991592619342,"retroactive","2018-06-05"
424,427,-3.43757440341247,19.4653415171817,7.459,29.981,0.256844856179416,"retroactive","2018-06-05"
424,428,-4.53287649890321,28.0012874099017,9.12,18.262,0.245846672017191,"retroactive","2018-06-05"
424,429,0.540929384363832,20.2887712333994,11.514,2.711,0.252177103615619,"retroactive","2018-06-05"
424,430,2.39613459805679,19.8816968702381,14.762,0.243,0.26243552050991,"retroactive","2018-06-05"
425,426,-4.50405289343189,30.3859622649219,12.232,2.05,0.244736039413082,"retroactive","2018-06-05"
425,427,-5.22165414927011,28.2136291546092,7.853,14.948,0.242756850299093,"retroactive","2018-06-05"
425,428,-0.357330373054213,31.1916315867073,8.911,27.479,0.247560853658584,"retroactive","2018-06-05"
425,429,-2.48751210698276,19.4287837418556,10.307,15.038,0.256321115383225,"retroactive","2018-06-05"
425,430,-1.60712518941275,24.1271121758833,13.241,2.678,0.266483718486954,"retroactive","2018-06-05"
425,431,4.47740781013743,32.3778725758302,17.297,3.291,0.282566827092825,"retroactive","2018-06-05"
426,427,-9.98781035133695,16.5941490627673,8.33,6.682,0.229390064716101,"retroactive","2018-06-05"
426,428,-11.7813293988199,26.0088778398686,8.325,18.893,0.242464281767457,"retroactive","2018-06-05"
426,429,-12.2499789243632,22.9376727916352,10.371,14.198,0.257070951540697,"retroactive","2018-06-05"
426,430,-1.83281148920097,25.6049095118318,13.744,2.472,0.268138457138784,"retroactive","2018-06-05"
426,431,-0.433510453969555,32.9651442036667,17.292,0.327,0.284110381807812,"retroactive","2018-06-05"
426,432,7.67452428780171,37.1229100399067,22.317,1.464,0.298781885672646,"retroactive","2018-06-05"
427,428,-3.51461006077788,19.5203218303685,8.172,37.362,0.224569937861809,"retroactive","2018-06-05"
427,429,-3.62381264470292,30.8916219167934,10.006,23.815,0.25013870844009,"retroactive","2018-06-05"
427,430,-3.46367496686557,20.107637046532,12.229,6.893,0.269035158813181,"retroactive","2018-06-05"
427,431,2.91792850102523,25.8026274167603,16.431,1.866,0.286228497728145,"retroactive","2018-06-05"
427,432,7.63146195706342,31.4375528742753,21.267,2.498,0.300820743677478,"retroactive","2018-06-05"
427,433,10.1713492367317,34.2768880800057,26.308,10.184,0.315339899283993,"retroactive","2018-06-05"
428,429,-7.53396442150694,21.94850528908,10.805,8.328,0.251934633762911,"retroactive","2018-06-05"
428,430,-2.49548389116783,21.3178308692219,13.463,2.964,0.269726488935852,"retroactive","2018-06-05"
428,431,3.31186009388509,29.2851029169349,17.385,1.303,0.286147040048472,"retroactive","2018-06-05"
428,432,7.28395215028113,43.9079183289334,22.14,2.287,0.300606593783814,"retroactive","2018-06-05"
428,433,20.8625475579488,35.0166426405803,26.786,9.878,0.315142786698409,"retroactive","2018-06-05"
428,434,14.8931863809507,35.3898766513562,27.259,55.567,0.323022449942352,"retroactive","2018-06-05"
429,430,-3.29164677429181,26.0400655646176,13.505,2.663,0.28342121212238,"retroactive","2018-06-05"
429,431,9.69932651184344,31.5561574538832,17.974,1.237,0.291413483865201,"retroactive","2018-06-05"
429,432,4.54115510359329,38.8111092253672,22.002,1.065,0.299940519419477,"retroactive","2018-06-05"
429,433,10.7817086447748,34.4707693516691,27.307,10.369,0.313513447280829,"retroactive","2018-06-05"
429,434,18.8557310185058,35.3355259083445,27.223,62.584,0.321541999556197,"retroactive","2018-06-05"
429,435,16.9854890663773,43.8299376578288,25.895,48.039,0.323756008442946,"retroactive","2018-06-05"
430,431,4.89041659885324,32.0244700270286,17.186,8.332,0.332297895854187,"retroactive","2018-06-05"
430,432,8.88383857933258,34.2874707135919,22.288,5.568,0.315686521236883,"retroactive","2018-06-05"
430,433,14.1255776463664,31.5177282508581,25.783,19.957,0.311180316618193,"retroactive","2018-06-05"
430,434,15.1948500511406,39.1801761931852,26.958,64.131,0.316430380365469,"retroactive","2018-06-05"
430,435,17.9962351503968,40.2964553859608,26.192,44.843,0.318901926613896,"retroactive","2018-06-05"
430,436,13.572996678929,32.0939432963034,23.729,33.215,0.314228914413083,"retroactive","2018-06-05"
431,432,6.56267649355748,28.6646918829045,22.057,9.042,0.298198898953334,"retroactive","2018-06-05"
431,433,16.561707816971,42.658093934429,26.244,23.357,0.304448497137527,"retroactive","2018-06-05"
431,434,16.2601664209259,35.3384542644132,26.919,73.826,0.317423257118886,"retroactive","2018-06-05"
431,435,16.6507086767919,32.489431205465,26.005,57.599,0.321052224043189,"retroactive","2018-06-05"
431,436,10.5392577537292,38.3443687880999,23.942,20.832,0.316242513695472,"retroactive","2018-06-05"
431,437,8.94262494216482,30.0082953237261,18.049,47.253,0.299931561803805,"retroactive","2018-06-05"
432,433,9.69585821521261,43.4527706433906,27.065,4.452,0.320817338767064,"retroactive","2018-06-05"
432,434,16.3295849948993,36.7527004108812,27.43,53.042,0.323784182313841,"retroactive","2018-06-05"
432,435,8.91915833842526,38.2573652447047,26.265,52.347,0.320183843842332,"retroactive","2018-06-05"
432,436,6.97926592153235,30.5969523288318,23.956,25.337,0.314289591320568,"retroactive","2018-06-05"
432,437,6.6217926862863,35.5042598595963,17.588,31.963,0.29805094963336,"retroactive","2018-06-05"
432,438,0.331516681640228,22.5181482101696,10.849,15.816,0.282370604214545,"retroactive","2018-06-05"
433,434,23.312039100114,37.617652324735,26.772,62.485,0.31406382642242,"retroactive","2018-06-05"
433,435,15.9848690300191,32.9439511305458,25.41,56.634,0.31639965110515,"retroactive","2018-06-05"
433,436,14.1245604419234,35.5716542186271,23.075,21.713,0.314835181590771,"retroactive","2018-06-05"
433,437,5.55854929004111,39.5593577334435,17.281,43.004,0.299209163254091,"retroactive","2018-06-05"
433,438,-3.87946308210193,32.2034411012581,10.68,10.734,0.283509288693576,"retroactive","2018-06-05"
433,439,-6.71637411936303,20.1426123005226,7.243,27.126,0.264275934739219,"retroactive","2018-06-05"
434,435,24.5172322837139,37.2996603144522,25.931,48.703,0.280130207944321,"retroactive","2018-06-05"
434,436,9.76051535085363,32.4236878262423,23.729,32.605,0.300850794540217,"retroactive","2018-06-05"
434,437,5.03752169689395,25.7871122293885,17.019,21.791,0.301291916255527,"retroactive","2018-06-05"
434,438,-6.93263444269812,32.303683006598,9.784,9.213,0.287932413906989,"retroactive","2018-06-05"
434,439,-4.62400877341283,30.5917514802718,6.663,36.49,0.268502211461361,"retroactive","2018-06-05"
434,440,-10.0348778953562,20.0980750694505,6.76,29.025,0.255981382212256,"retroactive","2018-06-05"
435,436,5.01235550891969,27.7231044668242,23.997,21.042,0.302218083173026,"retroactive","2018-06-05"
435,437,1.63096867561313,31.3056773473047,17.771,16.143,0.301831607272955,"retroactive","2018-06-05"
435,438,-2.71939275236796,28.5770647834778,10.978,7.714,0.28784950371209,"retroactive","2018-06-05"
435,439,-10.5692693699435,20.621059652293,7.029,30.154,0.268331014043524,"retroactive","2018-06-05"
435,440,2.26643299036311,29.7030168675879,7.516,22.665,0.255799448729411,"retroactive","2018-06-05"
435,441,2.81956577354178,23.7195913834352,8.915,17.192,0.252009151178675,"retroactive","2018-06-05"
436,437,4.16504949943136,37.2649807340485,17.094,13.476,0.303124589988492,"retroactive","2018-06-05"
436,438,-1.94539506369715,31.5800665567059,10.246,14.314,0.288353441010315,"retroactive","2018-06-05"
436,439,-1.97147461160113,24.1384346638857,6.714,38.387,0.268267289603521,"retroactive","2018-06-05"
436,440,-6.23605933519034,34.3955947765569,6.596,48.28,0.255674127752998,"retroactive","2018-06-05"
436,441,-3.45804058965628,31.0128597747587,8.338,17.183,0.251900816997741,"retroactive","2018-06-05"
436,442,0.771528867065674,25.0378524408003,11.453,13.895,0.259383385754703,"retroactive","2018-06-05"
437,438,3.6955026498218,26.6677408080648,10.876,24.589,0.243503054651351,"retroactive","2018-06-05"
437,439,-3.88751120785065,31.4994976654165,7.36,25.169,0.250904870296065,"retroactive","2018-06-05"
437,440,-4.71171701008355,19.9877126043981,6.633,20.812,0.2579681130793,"retroactive","2018-06-05"
437,441,-1.76019410154247,25.5839572835534,8.86,17.462,0.257276317836636,"retroactive","2018-06-05"
437,442,-0.683280611849839,25.4634792804651,11.749,12.691,0.26454115034128,"retroactive","2018-06-05"
437,443,6.38671957948954,26.9747883003651,16.028,4.879,0.274638961740743,"retroactive","2018-06-05"
438,439,-9.95369747401522,26.1895370157764,7.253,34.227,0.232893037295365,"retroactive","2018-06-05"
438,440,-0.667475705655933,27.8880836428756,7.699,33.503,0.250896719251288,"retroactive","2018-06-05"
438,441,1.80310302548692,22.0286804599693,8.918,21.804,0.258068602709197,"retroactive","2018-06-05"
438,442,-8.86232435904502,27.2605180217749,11.834,14.575,0.266527004155661,"retroactive","2018-06-05"
438,443,-2.19885768918149,32.8430480133023,16.074,2.196,0.276563529836251,"retroactive","2018-06-05"
438,444,8.27975426197407,32.8307296570822,20.977,4.642,0.293147808648138,"retroactive","2018-06-05"
439,440,-3.57062943707525,25.249358532043,7.894,19.052,0.232519572952276,"retroactive","2018-06-05"
439,441,-5.52652280886345,36.9163839100522,9.448,18.014,0.25085862537502,"retroactive","2018-06-05"
439,442,4.88346277689364,29.2138171448867,12.25,12.008,0.267395255945691,"retroactive","2018-06-05"
439,443,1.51595031657157,26.9218765654108,16.413,4.54,0.278769484601754,"retroactive","2018-06-05"
439,444,11.7704833173983,39.9953983801279,21.63,5.42,0.295300296785117,"retroactive","2018-06-05"
439,445,8.82178800581099,30.9111862423594,26.081,25.304,0.308554012974145,"retroactive","2018-06-05"
440,441,-8.43914833948027,17.959830968455,9.079,17.367,0.23863657015675,"retroactive","2018-06-05"
440,442,-12.9741009588407,21.8023645177353,12.088,6.001,0.262557079516861,"retroactive","2018-06-05"
440,443,0.999599501666099,31.3031401090987,16.279,7.151,0.279279553388272,"retroactive","2018-06-05"
440,444,8.42142681084036,40.8792278963748,22.062,4.756,0.296711574992603,"retroactive","2018-06-05"
440,445,13.4963007678915,39.6632832594463,26.059,19.51,0.309960142736621,"retroactive","2018-06-05"
440,446,14.6321068221934,32.1039614000927,27.613,52.267,0.321635717782407,"retroactive","2018-06-05"
441,442,-1.5564041834995,21.8887099667431,12.226,5.839,0.237206823404505,"retroactive","2018-06-05"
441,443,-3.3946235582271,29.5910799845688,16.238,3.643,0.263265498006026,"retroactive","2018-06-05"
441,444,8.1311635524749,30.2438739085241,21.644,0.917,0.28810465676713,"retroactive","2018-06-05"
441,445,15.4913561042715,33.7606711219098,27.025,3.324,0.302587481055236,"retroactive","2018-06-05"
441,446,13.1702845219372,45.5562934591721,27.53,42.121,0.314038648865047,"retroactive","2018-06-05"
441,447,16.0840387922766,38.7879946888626,26.13,45.807,0.313534430429895,"retroactive","2018-06-05"
442,443,5.5707430967556,30.6781795752565,16.624,10.591,0.228598654734877,"retroactive","2018-06-05"
442,444,5.18173093677287,39.6664348982154,21.634,2.436,0.265698736061476,"retroactive","2018-06-05"
442,445,12.4214649137232,38.7142289289235,26.293,6.542,0.291519188082608,"retroactive","2018-06-05"
442,446,10.7892144709117,31.1389384724065,27.256,44.313,0.303920525437903,"retroactive","2018-06-05"
442,447,19.1123576498837,30.9046414248909,26.089,51.28,0.302131398575889,"retroactive","2018-06-05"
442,448,14.3073129478695,40.6105532371699,24.051,19.1,0.293227723484632,"retroactive","2018-06-05"
443,444,0.302700144194895,34.2314558622777,21.371,4.546,0.245090550867426,"retroactive","2018-06-05"
443,445,4.22436007157108,41.8236422861761,26.175,5.931,0.280895929091688,"retroactive","2018-06-05"
443,446,9.32679926570274,44.042312801644,27.69,40.412,0.301600238051819,"retroactive","2018-06-05"
443,447,14.1111894071034,40.6296155907179,25.766,58.006,0.30098236806576,"retroactive","2018-06-05"
443,448,14.9340360057061,31.2504888556628,24.176,17.815,0.290709329609265,"retroactive","2018-06-05"
443,449,-4.5830437057079,27.6310467816571,18.556,9.549,0.272386030953388,"retroactive","2018-06-05"
444,445,11.4471218179459,37.2185849655531,26.523,5.993,0.308193173321913,"retroactive","2018-06-05"
444,446,14.2752742978097,43.7593577327639,27.052,60.743,0.316534752827754,"retroactive","2018-06-05"
444,447,12.9342182920759,37.1410898147714,26.01,52.068,0.305691540913364,"retroactive","2018-06-05"
444,448,14.5062124179134,32.1891759302338,23.548,34.464,0.294149033302719,"retroactive","2018-06-05"
444,449,13.5639309769123,30.843599416531,18.115,15.562,0.277023256460408,"retroactive","2018-06-05"
444,450,-1.574355492657,31.3572733883453,12.27,17.728,0.262545949912115,"retroactive","2018-06-05"
445,446,20.8332286065537,41.1209578934823,27.576,50.577,0.281543185388315,"retroactive","2018-06-05"
445,447,19.7495263168835,35.7612470342375,25.723,58.788,0.286567841642547,"retroactive","2018-06-05"
445,448,12.5261227624386,33.2007575670026,23.127,32.745,0.288797665677104,"retroactive","2018-06-05"
445,449,5.30116572443211,35.2650606751696,18.167,18.034,0.274268073374377,"retroactive","2018-06-05"
445,450,-7.79786048412433,26.0589448548292,11.576,14.315,0.258369044242405,"retroactive","2018-06-05"
445,451,-5.37566773049981,26.0453598817988,7.595,38.069,0.236928167620465,"retroactive","2018-06-05"
446,447,19.4500014623443,38.9177354569081,25.907,56.571,0.264696492861964,"retroactive","2018-06-05"
446,448,14.1498976210396,31.9488357789064,23.092,39.896,0.277669652591731,"retroactive","2018-06-05"
446,449,0.067806843365275,33.9286889623652,17.215,13.541,0.272441374346249,"retroactive","2018-06-05"
446,450,0.839848081937839,15.9614438106413,12.104,19.898,0.257829521174408,"retroactive","2018-06-05"
446,451,-6.25558273262325,24.0477524517821,7.737,23.03,0.234951875778294,"retroactive","2018-06-05"
446,452,-9.26522324955144,20.301945563478,7.487,14.984,0.220323717859014,"retroactive","2018-06-05"
447,448,10.0500570761053,41.5636142885635,22.753,43.021,0.356286845866186,"retroactive","2018-06-05"
447,449,7.4127118427703,31.4081950575902,17.205,33.099,0.318082905553787,"retroactive","2018-06-05"
447,450,-0.334766315017133,19.8042448570173,11.213,18.972,0.278076589729099,"retroactive","2018-06-05"
447,451,-6.69125356454832,32.7036634407012,7.518,24.359,0.250966838498201,"retroactive","2018-06-05"
447,452,-0.997437305980986,20.1821819134291,7.557,24.506,0.237999550974722,"retroactive","2018-06-05"
447,453,-9.06804695644072,25.4159655531016,9.315,22.285,0.235925823956315,"retroactive","2018-06-05"
448,449,0.840211200785911,35.508099962628,17.834,11.625,0.372601042559904,"retroactive","2018-06-05"
448,450,1.2187003067292,20.9291417904752,11.562,21.899,0.300666821767224,"retroactive","2018-06-05"
448,451,0.922883616156706,24.4254090684126,7.661,22.342,0.244473049405396,"retroactive","2018-06-05"
448,452,-5.30699611734902,24.6594669289528,7.969,18.973,0.225622786602681,"retroactive","2018-06-05"
448,453,-7.00973213776083,27.7304934890027,8.899,15.631,0.232703050973891,"retroactive","2018-06-05"
448,454,-9.08757463587473,23.6182955119426,11.823,9.455,0.247847245169341,"retroactive","2018-06-05"
