"moon","ntraps","nplots","BA","DM","DO","DS","NA","OL","OT","PB","PE","PF","PH","PL","PM","PP","RF","RM","RO","SF","SH","SO","total"
303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,196,4,0,17,3,0,2,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,30
306,196,4,0,22,7,0,0,0,4,5,0,2,0,0,0,3,0,0,0,0,0,0,43
307,196,4,0,17,8,0,1,0,3,5,0,2,0,0,0,7,0,0,0,0,0,0,43
308,196,4,0,18,8,0,1,0,0,5,2,1,0,0,0,6,0,0,0,0,0,0,41
309,196,4,0,13,7,0,1,0,2,10,1,0,0,0,0,12,0,0,0,0,0,0,46
310,196,4,0,11,5,0,0,0,1,11,0,1,0,0,0,19,0,0,0,0,0,0,48
311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,196,4,0,7,3,0,1,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,18
313,196,4,0,14,2,0,1,0,2,8,0,1,0,0,0,11,0,0,0,0,0,0,39
314,196,4,0,13,6,0,0,1,5,11,0,1,0,0,0,8,0,0,0,0,0,0,45
315,196,4,0,13,6,0,0,1,4,10,0,1,0,0,0,5,0,0,0,1,0,0,41
316,196,4,0,13,5,0,0,0,0,10,0,0,0,0,0,2,0,0,0,1,0,0,31
317,196,4,0,19,13,0,0,0,1,14,2,0,0,0,0,5,0,0,0,0,0,0,54
318,196,4,0,19,14,0,0,1,1,16,0,2,0,0,0,8,0,0,0,1,0,0,62
319,196,4,0,14,13,0,0,0,5,8,1,0,0,0,0,14,0,0,0,3,0,0,58
320,196,4,0,14,9,0,0,2,11,12,0,0,0,0,0,14,0,0,0,2,0,0,64
321,196,4,0,15,11,0,0,1,8,13,0,3,0,0,0,16,0,0,0,2,0,0,69
322,196,4,0,14,9,0,0,0,7,13,0,1,0,0,0,22,0,0,0,0,0,0,66
323,196,4,0,11,7,0,1,0,5,10,0,2,0,0,0,22,0,0,0,1,0,0,59
324,196,4,0,11,6,1,0,1,6,10,0,1,0,0,0,14,0,0,0,0,0,0,50
325,196,4,0,11,8,0,0,1,8,8,1,1,0,0,0,2,0,0,0,0,0,0,40
326,196,4,0,12,5,0,0,1,10,6,3,0,0,0,0,1,0,1,0,0,0,0,39
327,196,4,0,9,6,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,24
328,196,4,0,11,6,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,23
329,196,4,0,10,6,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,20
330,196,4,0,14,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,24
331,196,4,0,9,1,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,16
332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,196,4,0,15,8,0,0,0,1,1,0,0,0,0,0,10,0,0,0,0,0,0,35
334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,196,4,0,9,3,0,0,0,1,1,0,0,0,0,0,16,0,0,0,0,0,0,30
337,196,4,0,5,3,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,27
338,196,4,0,8,4,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,30
339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,196,4,0,14,3,0,0,0,2,5,0,0,0,0,0,3,0,0,0,0,0,0,27
341,196,4,0,7,8,0,0,0,1,4,0,0,0,0,0,2,0,0,0,0,0,0,22
342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,196,4,0,9,3,0,0,0,1,3,0,0,0,0,0,13,0,0,0,0,0,0,29
345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,196,4,0,11,8,0,0,0,2,2,0,0,0,0,0,15,0,0,0,0,0,0,38
347,196,4,0,9,4,0,0,0,2,4,0,0,0,0,0,21,0,0,0,0,0,0,40
348,196,4,0,9,4,0,0,0,2,4,0,0,0,0,0,27,0,0,0,0,0,0,46
349,196,4,0,8,6,0,0,0,5,15,0,0,0,0,0,32,0,0,0,0,0,0,66
350,196,4,0,7,5,0,0,2,5,12,0,1,0,0,0,24,0,0,0,0,0,0,56
351,196,4,0,12,6,0,0,2,8,12,0,3,0,0,0,11,0,0,0,0,0,0,54
352,196,4,0,9,6,0,0,1,5,7,0,0,0,0,0,1,0,0,0,0,0,0,29
353,196,4,0,10,9,0,0,0,6,7,0,0,0,0,0,2,0,0,0,0,0,0,34
354,196,4,0,10,7,0,0,0,3,4,0,0,0,0,0,2,0,1,0,0,0,0,27
355,196,4,0,11,3,0,0,0,1,4,0,1,0,0,0,3,0,0,0,0,0,0,23
356,196,4,0,9,2,0,0,0,2,3,0,3,0,0,0,9,0,0,0,0,0,0,28
357,196,4,0,14,4,0,0,0,1,2,0,1,0,0,0,22,0,0,0,0,0,0,44
358,196,4,0,12,2,0,0,1,2,2,0,1,0,0,0,24,0,0,0,0,0,0,44
359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,196,4,0,12,2,0,0,0,0,4,0,1,0,0,0,34,0,0,0,0,0,0,53
361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,196,4,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,16
363,196,4,0,9,0,0,0,0,0,3,0,0,0,0,0,32,0,0,0,0,0,0,44
364,196,4,0,8,0,0,0,0,1,10,0,0,0,0,1,47,0,0,0,0,0,0,67
365,196,4,0,13,3,0,0,0,1,13,2,0,0,0,0,36,0,0,0,0,2,0,70
366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,196,4,0,13,5,0,0,0,2,17,1,0,0,0,0,20,0,1,0,0,5,0,64
368,196,4,0,10,9,0,0,0,2,11,1,2,0,0,0,38,0,0,0,0,5,0,78
369,196,4,0,11,4,0,0,0,2,15,4,0,0,0,0,28,0,2,0,0,5,0,71
370,196,4,0,11,6,0,0,0,7,24,2,1,0,0,2,32,0,0,0,0,3,0,88
371,196,4,0,18,13,0,0,0,2,31,0,0,0,0,0,39,0,2,0,0,4,0,109
372,196,4,0,15,8,0,0,0,2,34,0,1,0,0,0,49,0,0,0,0,1,0,110
373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,196,4,0,17,8,0,0,1,7,21,0,3,0,0,0,34,0,0,0,3,0,0,94
375,196,4,2,20,11,0,1,1,6,15,1,2,0,0,2,12,0,1,0,4,0,0,78
376,196,4,1,18,14,0,0,3,9,12,0,5,0,1,3,10,0,6,0,0,0,0,82
377,196,4,3,21,14,0,0,3,6,7,1,0,0,0,0,0,0,4,0,1,0,0,60
378,196,4,0,17,12,0,0,2,3,5,0,0,0,0,0,0,0,3,0,0,0,0,42
379,196,4,0,23,11,0,0,1,3,5,0,0,0,0,0,1,0,4,0,1,0,0,49
380,196,4,0,20,14,0,0,0,2,6,0,0,0,0,0,2,0,1,0,1,0,0,46
381,196,4,2,20,14,0,1,0,4,3,0,0,0,0,0,11,0,3,0,3,0,0,61
382,196,4,1,21,21,0,1,2,3,3,0,3,0,1,0,21,0,3,0,4,0,0,84
383,196,4,2,23,18,1,0,0,4,1,1,3,0,0,2,18,0,0,0,3,0,0,76
384,196,4,1,24,18,1,1,0,3,2,0,5,0,0,1,23,0,1,0,0,0,0,80
385,196,4,0,13,11,0,1,0,1,0,0,1,0,0,0,3,0,0,0,1,0,0,31
386,196,4,0,9,6,2,0,0,3,1,0,0,0,0,0,13,0,0,0,0,0,0,34
387,196,4,0,10,7,0,0,0,3,1,0,1,0,0,0,13,0,0,0,0,0,0,35
388,196,4,0,10,7,2,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,29
389,196,4,0,16,11,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,32
390,196,4,0,17,8,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,30
391,196,4,1,16,11,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,33
392,196,4,1,17,8,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,30
393,196,4,0,10,11,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,0,28
394,196,4,2,9,9,0,0,0,3,1,0,0,0,0,0,14,0,0,0,1,0,0,39
395,196,4,2,11,14,0,0,1,2,2,0,0,0,0,0,12,0,0,0,1,0,0,45
396,196,4,1,11,13,0,0,0,1,3,0,0,0,0,0,17,0,0,0,1,0,0,47
397,196,4,1,9,9,0,0,0,1,1,0,0,0,0,0,17,0,0,0,0,0,0,38
398,196,4,0,8,6,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,19
399,196,4,0,7,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
400,196,4,0,6,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10
401,196,4,0,6,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10
402,196,4,0,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
403,196,4,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8
404,196,4,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
405,196,4,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10
406,196,4,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,17
407,196,4,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,20
408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,196,4,0,8,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,22
410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,196,4,0,8,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,35
412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,196,4,0,9,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,16
414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,196,4,0,13,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,17
416,196,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
417,196,4,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
418,196,4,0,13,2,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,26
419,196,4,0,11,0,0,0,0,1,0,0,1,0,0,0,23,0,0,0,0,0,0,36
420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,196,4,0,4,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,22
422,196,4,0,9,1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,39
423,196,4,0,8,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,44
424,196,4,0,8,0,0,0,0,1,0,0,0,0,0,0,39,0,0,0,0,0,0,48
425,196,4,0,6,0,0,0,0,2,0,0,1,0,0,0,40,0,0,0,0,0,0,49
426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,196,4,0,19,0,0,0,4,0,0,6,1,0,0,0,2,0,1,0,0,0,0,33
429,196,4,0,15,0,0,0,4,0,0,0,3,0,0,0,9,0,1,0,0,0,0,32
430,196,4,0,15,0,0,0,2,0,0,2,4,0,0,0,17,0,0,0,0,0,0,40
431,196,4,0,16,0,0,0,1,0,0,2,1,0,0,0,27,0,0,0,0,0,0,47
432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,196,4,0,25,0,0,0,0,1,0,2,1,0,0,0,48,0,0,0,0,0,0,77
434,196,4,0,27,0,0,0,0,1,0,0,0,0,0,0,65,0,0,0,0,0,0,93
435,196,4,0,24,0,0,0,0,2,1,0,2,0,0,0,51,0,0,0,0,0,0,80
436,196,4,0,20,0,0,0,1,1,1,0,0,0,0,0,33,0,0,0,0,0,0,56
437,196,4,0,24,0,0,0,3,4,0,1,0,0,0,0,27,0,0,0,0,0,0,59
438,196,4,0,22,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,30
439,196,4,0,26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28
440,196,4,0,19,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25
441,196,4,0,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22
442,196,4,0,20,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,26
443,196,4,2,25,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,44
444,196,4,0,22,0,0,0,2,2,0,0,0,0,0,0,29,0,0,0,0,0,0,55
445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,196,4,0,19,0,0,0,0,0,0,0,1,0,0,0,33,0,0,0,0,0,0,53
447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,196,4,0,19,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,49
449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,196,4,0,16,0,0,0,1,0,1,0,0,0,0,0,15,0,0,0,0,0,0,33
451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,196,4,0,21,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,25
453,196,4,0,35,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,40
454,196,4,0,28,2,0,0,0,1,1,3,0,0,0,0,7,0,0,0,1,0,0,43
455,196,4,1,29,1,0,0,2,0,1,0,0,0,0,0,17,0,2,0,0,0,0,53
456,196,4,0,27,3,0,0,1,2,0,1,0,0,0,0,24,0,0,0,0,0,0,58
457,196,4,0,25,1,0,0,1,0,0,1,0,0,0,0,39,0,0,0,0,0,0,67
458,196,4,0,23,1,0,0,1,1,0,0,0,0,0,0,58,0,0,0,0,0,0,84
459,196,4,0,21,1,0,0,0,2,0,0,0,0,0,0,24,0,0,0,0,0,0,48
460,196,4,1,20,1,0,0,1,2,0,0,0,0,0,0,44,0,0,0,0,0,0,69
461,196,4,1,19,0,0,0,0,2,1,0,0,0,0,0,27,0,0,0,0,0,0,50
462,196,4,0,17,1,0,0,0,5,0,0,0,0,0,0,16,0,0,0,0,0,0,39
463,196,4,1,14,1,0,0,4,3,0,2,0,0,0,0,5,0,1,0,0,0,0,31
464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,196,4,1,22,3,0,0,4,4,0,0,0,0,0,0,4,0,2,1,1,0,0,42
466,196,4,1,25,5,0,0,4,1,0,4,1,0,0,0,9,0,3,2,4,0,0,59
467,196,4,6,18,4,0,0,2,1,0,1,0,0,0,0,17,0,9,2,3,0,0,63
468,196,4,7,16,7,0,0,2,2,0,3,0,0,0,0,31,0,8,0,2,2,0,80
469,196,4,3,21,7,0,0,4,1,0,1,0,0,0,0,24,0,6,0,1,1,0,69
470,196,4,8,14,7,0,0,2,2,0,3,1,0,0,0,36,0,0,0,3,0,0,76
471,196,4,3,14,6,0,0,1,1,0,1,0,0,0,1,60,0,3,0,2,0,0,92
472,196,4,4,16,8,0,0,2,0,0,0,0,0,0,0,47,0,0,0,1,0,0,78
473,196,4,2,17,4,0,0,3,3,0,0,0,0,0,0,29,0,0,0,0,0,0,58
474,196,4,3,21,6,0,0,3,6,0,2,0,0,0,0,15,0,1,0,1,0,0,58
475,196,4,2,22,10,0,0,3,7,0,1,0,0,0,0,3,0,2,0,1,0,0,51
476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,196,4,0,23,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37
479,196,4,1,17,11,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,36
480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,196,4,0,25,8,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,50
482,196,4,0,17,10,1,0,0,0,0,1,0,0,0,0,8,0,0,0,1,0,0,38
483,196,4,0,17,7,1,0,1,0,0,0,0,0,0,0,17,0,0,0,1,0,0,44
484,196,4,0,13,6,1,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,40
485,196,4,0,13,5,0,0,1,1,0,0,0,0,0,0,13,0,0,0,0,0,0,33
486,196,4,0,12,3,1,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,0,24
487,196,4,0,14,5,1,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,25
488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,196,4,0,20,7,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,34
491,196,4,0,21,7,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,35
492,196,4,0,12,8,0,0,0,2,0,0,0,0,0,0,10,0,0,1,0,0,0,33
493,196,4,0,18,5,0,0,0,3,0,0,0,0,0,0,3,0,1,0,0,1,0,31
494,196,4,0,17,10,0,0,0,3,0,1,0,0,1,0,14,0,0,1,0,0,0,47
495,196,4,0,11,5,1,1,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,37
496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,196,4,0,10,3,0,0,0,5,0,0,0,0,0,0,28,0,0,0,0,0,0,46
498,196,4,0,11,4,0,0,0,5,0,0,0,0,0,0,46,0,0,0,0,0,0,66
499,196,4,0,11,0,1,0,0,4,0,1,0,0,0,0,15,0,0,0,0,0,0,32
500,196,4,0,13,1,1,0,0,5,0,1,0,0,0,0,7,0,0,0,0,0,0,28
501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,196,4,0,14,0,1,0,0,3,0,2,0,0,0,0,4,0,0,0,0,0,0,24
505,196,4,0,15,1,1,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,27
506,196,4,0,8,1,1,0,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,30
507,196,4,0,9,1,1,0,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,30
508,196,4,0,11,0,1,0,0,4,0,1,0,0,0,0,11,0,0,0,0,0,0,28
509,196,4,0,7,1,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,19
510,196,4,0,8,1,1,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,20
511,196,4,0,8,1,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,16
512,196,4,0,9,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12
513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,196,4,0,14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16
517,196,4,0,10,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,18
518,196,4,0,12,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,19
519,196,4,0,8,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,16
520,196,4,0,8,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,23
521,196,4,0,2,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,18
522,196,4,0,4,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,0,0,24
523,196,4,0,7,0,0,0,1,4,0,1,0,0,0,0,16,0,0,0,0,0,0,29
