year,month,climate_model,lead_time_months,meantemp,precipitation,issue_year,issue_month
2010,6,ENSMEAN,2,26.239,5.5095,2010,4
2010,7,ENSMEAN,2,27.882,45.136,2010,5
2010,8,ENSMEAN,2,26.513,43.153,2010,6
2010,9,ENSMEAN,2,24.568,11.248,2010,7
2010,10,ENSMEAN,2,18.663,2.9289,2010,8
2010,11,ENSMEAN,2,13.074,2.2368,2010,9
2010,12,ENSMEAN,2,8.6288,6.4743,2010,10
2011,1,ENSMEAN,2,9.2355,4.4081,2010,11
2011,2,ENSMEAN,2,10.415,7.135,2010,12
2011,3,ENSMEAN,2,NaN,NaN,2011,1
2011,4,ENSMEAN,2,NaN,NaN,2011,2
2011,5,ENSMEAN,2,NaN,NaN,2011,3
2011,6,ENSMEAN,2,NaN,NaN,2011,4
2011,7,ENSMEAN,2,NaN,NaN,2011,5
2011,8,ENSMEAN,2,NaN,NaN,2011,6
2011,9,ENSMEAN,2,NaN,NaN,2011,7
2011,10,ENSMEAN,2,18.072,11.777,2011,8
2011,11,ENSMEAN,2,8.1916,47.906,2011,9
2011,12,ENSMEAN,2,7.8526,14.948,2011,10
2012,1,ENSMEAN,2,8.3253,18.893,2011,11
2012,2,ENSMEAN,2,10.006,23.815,2011,12
2012,3,ENSMEAN,2,13.463,2.9643,2012,1
2012,4,ENSMEAN,2,17.974,1.2367,2012,2
2012,5,ENSMEAN,2,22.288,5.5678,2012,3
2012,6,ENSMEAN,2,26.244,23.357,2012,4
2012,7,ENSMEAN,2,27.43,53.042,2012,5
2012,8,ENSMEAN,2,25.41,56.634,2012,6
2012,9,ENSMEAN,2,23.729,32.605,2012,7
2012,10,ENSMEAN,2,17.771,16.143,2012,8
2012,11,ENSMEAN,2,10.246,14.314,2012,9
2012,12,ENSMEAN,2,7.3603,25.169,2012,10
2013,1,ENSMEAN,2,7.6994,33.503,2012,11
2013,2,ENSMEAN,2,9.4483,18.014,2012,12
2013,3,ENSMEAN,2,12.088,6.0011,2013,1
2013,4,ENSMEAN,2,16.238,3.6425,2013,2
2013,5,ENSMEAN,2,21.634,2.4363,2013,3
2013,6,ENSMEAN,2,26.175,5.931,2013,4
2013,7,ENSMEAN,2,27.052,60.743,2013,5
2013,8,ENSMEAN,2,25.723,58.788,2013,6
2013,9,ENSMEAN,2,23.092,39.896,2013,7
2013,10,ENSMEAN,2,17.205,33.099,2013,8
2013,11,ENSMEAN,2,11.562,21.899,2013,9
2013,12,ENSMEAN,2,7.7297,35.996,2013,10
2014,1,ENSMEAN,2,7.476,33.776,2013,11
2014,2,ENSMEAN,2,9.4472,18.561,2013,12
2014,3,ENSMEAN,2,12.633,9.6105,2014,1
2014,4,ENSMEAN,2,16.472,3.3928,2014,2
2014,5,ENSMEAN,2,20.933,10.183,2014,3
2014,6,ENSMEAN,2,NaN,NaN,2014,4
2014,7,ENSMEAN,2,26.819,73.918,2014,5
2014,8,ENSMEAN,2,25.739,57.802,2014,6
2014,9,ENSMEAN,2,22.824,65.548,2014,7
2014,10,ENSMEAN,2,17.057,54.193,2014,8
2014,11,ENSMEAN,2,11.972,27.056,2014,9
2014,12,ENSMEAN,2,7.4435,45.376,2014,10
2015,1,ENSMEAN,2,7.6382,32.713,2014,11
2015,2,ENSMEAN,2,9.6841,33.32,2014,12
2015,3,ENSMEAN,2,11.625,23.637,2015,1
2015,4,ENSMEAN,2,15.532,15.629,2015,2
2015,5,ENSMEAN,2,19.794,16.736,2015,3
2015,6,ENSMEAN,2,25.064,33.715,2015,4
2015,7,ENSMEAN,2,26.885,74.753,2015,5
2015,8,ENSMEAN,2,25.86,66.489,2015,6
2015,9,ENSMEAN,2,22.598,70.598,2015,7
2015,10,ENSMEAN,2,17.367,78.764,2015,8
2015,11,ENSMEAN,2,11.084,43.601,2015,9
2015,12,ENSMEAN,2,6.4073,52.968,2015,10
2016,1,ENSMEAN,2,6.3404,42.621,2015,11
2016,2,ENSMEAN,2,8.8636,33.939,2015,12
2016,3,ENSMEAN,2,11.115,24.129,2016,1
2016,4,ENSMEAN,2,15.934,17.2,2016,2
2016,5,ENSMEAN,2,20.801,23.16,2016,3
2016,6,ENSMEAN,2,25.367,14.717,2016,4
2016,7,ENSMEAN,2,27.007,65.241,2016,5
2016,8,ENSMEAN,2,26.088,62.065,2016,6
2016,9,ENSMEAN,2,23.78,49.559,2016,7
2016,10,ENSMEAN,2,18.443,28.464,2016,8
2016,11,ENSMEAN,2,13.237,16.918,2016,9
2016,12,ENSMEAN,2,8.0826,9.6324,2016,10
2017,1,ENSMEAN,2,8.1191,20.654,2016,11
2017,2,ENSMEAN,2,9.9956,16.62,2016,12
2017,3,ENSMEAN,2,12.509,10.996,2017,1
2017,4,ENSMEAN,2,16.4,1.7224,2017,2
2017,5,ENSMEAN,2,21.293,9.5325,2017,3
2017,6,ENSMEAN,2,25.993,13.276,2017,4
2017,7,ENSMEAN,2,27.132,66.406,2017,5
2017,8,ENSMEAN,2,26.149,60.213,2017,6
2017,9,ENSMEAN,2,24.337,28.51,2017,7
2017,10,ENSMEAN,2,18.652,19.942,2017,8
2017,11,ENSMEAN,2,12.756,7.3587,2017,9
2017,12,ENSMEAN,2,8.5144,14.764,2017,10
2018,1,ENSMEAN,2,8.713,17.718,2017,11
2018,2,ENSMEAN,2,10.167,8.0349,2017,12
2018,3,ENSMEAN,2,13.322,9.0932,2018,1
2018,4,ENSMEAN,2,16.982,1.4284,2018,2
2018,5,ENSMEAN,2,22.092,5.6835,2018,3
2018,6,ENSMEAN,2,NaN,NaN,2018,4
2018,7,ENSMEAN,2,NaN,NaN,2018,5
2018,8,ENSMEAN,2,NaN,NaN,2018,6
2018,9,ENSMEAN,2,NaN,NaN,2018,7
2018,10,ENSMEAN,2,NaN,NaN,2018,8
2018,11,ENSMEAN,2,NaN,NaN,2018,9
2018,12,ENSMEAN,2,NaN,NaN,2018,10
1982,1,CFSv2,3,NaN,NaN,1981,10
1982,2,CFSv2,3,NaN,NaN,1981,11
1982,3,CFSv2,3,NaN,NaN,1981,12
1982,4,CFSv2,3,14.553,9.867,1982,1
1982,5,CFSv2,3,19.092,1.8869,1982,2
1982,6,CFSv2,3,24.989,9.1798,1982,3
1982,7,CFSv2,3,26.256,74.334,1982,4
1982,8,CFSv2,3,24.6,63.334,1982,5
1982,9,CFSv2,3,22.151,28.658,1982,6
1982,10,CFSv2,3,15.739,44.774,1982,7
1982,11,CFSv2,3,10.075,25.621,1982,8
1982,12,CFSv2,3,4.9213,20.079,1982,9
1983,1,CFSv2,3,4.6986,35.816,1982,10
1983,2,CFSv2,3,6.942,37.742,1982,11
1983,3,CFSv2,3,9.7598,16.363,1982,12
1983,4,CFSv2,3,13.498,9.7314,1983,1
1983,5,CFSv2,3,18.494,8.8029,1983,2
1983,6,CFSv2,3,23.394,2.0205,1983,3
1983,7,CFSv2,3,25.484,45.808,1983,4
1983,8,CFSv2,3,24.597,57.068,1983,5
1983,9,CFSv2,3,20.876,45.117,1983,6
1983,10,CFSv2,3,16.048,31.666,1983,7
1983,11,CFSv2,3,9.5454,14.217,1983,8
1983,12,CFSv2,3,5.8399,60.616,1983,9
1984,1,CFSv2,3,5.6773,5.1302,1983,10
1984,2,CFSv2,3,7.9396,14.619,1983,11
1984,3,CFSv2,3,11.857,3.7165,1983,12
1984,4,CFSv2,3,15.748,0.93676,1984,1
1984,5,CFSv2,3,20.067,3.0807,1984,2
1984,6,CFSv2,3,24.787,4.5558,1984,3
1984,7,CFSv2,3,25.189,48.965,1984,4
1984,8,CFSv2,3,23.865,61.459,1984,5
1984,9,CFSv2,3,21.135,19.563,1984,6
1984,10,CFSv2,3,15.258,21.59,1984,7
1984,11,CFSv2,3,8.2478,17.922,1984,8
1984,12,CFSv2,3,5.7365,102.72,1984,9
1985,1,CFSv2,3,6.9661,31.867,1984,10
1985,2,CFSv2,3,9.2555,7.1726,1984,11
1985,3,CFSv2,3,11.968,6.6076,1984,12
1985,4,CFSv2,3,15.5,2.4951,1985,1
1985,5,CFSv2,3,19.345,10.348,1985,2
1985,6,CFSv2,3,24.003,5.8069,1985,3
1985,7,CFSv2,3,25.003,35.873,1985,4
1985,8,CFSv2,3,24.35,33.979,1985,5
1985,9,CFSv2,3,21.24,19.351,1985,6
1985,10,CFSv2,3,15.703,16.429,1985,7
1985,11,CFSv2,3,9.7226,5.4745,1985,8
1985,12,CFSv2,3,5.4283,12.828,1985,9
1986,1,CFSv2,3,6.0506,16.002,1985,10
1986,2,CFSv2,3,9.1403,23.42,1985,11
1986,3,CFSv2,3,10.786,16.417,1985,12
1986,4,CFSv2,3,14.232,12.439,1986,1
1986,5,CFSv2,3,20.421,4.8099,1986,2
1986,6,CFSv2,3,23.781,7.1721,1986,3
1986,7,CFSv2,3,25.328,63.547,1986,4
1986,8,CFSv2,3,23.396,71.299,1986,5
1986,9,CFSv2,3,21.978,44.907,1986,6
1986,10,CFSv2,3,16,19.976,1986,7
1986,11,CFSv2,3,9.1886,17.859,1986,8
1986,12,CFSv2,3,5.7243,76.252,1986,9
1987,1,CFSv2,3,5.1587,47.28,1986,10
1987,2,CFSv2,3,7.2256,28.47,1986,11
1987,3,CFSv2,3,10.415,28.956,1986,12
1987,4,CFSv2,3,13.959,9.7971,1987,1
1987,5,CFSv2,3,18.598,41.108,1987,2
1987,6,CFSv2,3,23.599,9.1723,1987,3
1987,7,CFSv2,3,26.33,62.527,1987,4
1987,8,CFSv2,3,25.054,51.627,1987,5
1987,9,CFSv2,3,22.662,47.664,1987,6
1987,10,CFSv2,3,16.359,3.7758,1987,7
1987,11,CFSv2,3,8.814,17.015,1987,8
1987,12,CFSv2,3,6.7502,1.0681,1987,9
1988,1,CFSv2,3,6.7097,22.391,1987,10
1988,2,CFSv2,3,8.6112,16.183,1987,11
1988,3,CFSv2,3,11.617,4.8186,1987,12
1988,4,CFSv2,3,15.14,1.9523,1988,1
1988,5,CFSv2,3,21.632,0.26207,1988,2
1988,6,CFSv2,3,24.792,0.67068,1988,3
1988,7,CFSv2,3,26.788,25.374,1988,4
1988,8,CFSv2,3,25.628,29.849,1988,5
1988,9,CFSv2,3,23.772,7.6513,1988,6
1988,10,CFSv2,3,16.744,7.1777,1988,7
1988,11,CFSv2,3,11.271,0.31525,1988,8
1988,12,CFSv2,3,6.6817,4.2498,1988,9
1989,1,CFSv2,3,7.4379,0.90304,1988,10
1989,2,CFSv2,3,10.527,0.022647,1988,11
1989,3,CFSv2,3,13.709,0.96789,1988,12
1989,4,CFSv2,3,16.028,0.060463,1989,1
1989,5,CFSv2,3,20.499,1.0452,1989,2
1989,6,CFSv2,3,25.333,5.01,1989,3
1989,7,CFSv2,3,25.95,34.882,1989,4
1989,8,CFSv2,3,24.388,58.843,1989,5
1989,9,CFSv2,3,21.881,34.514,1989,6
1989,10,CFSv2,3,16.518,13.048,1989,7
1989,11,CFSv2,3,10.444,4.0838,1989,8
1989,12,CFSv2,3,5.9736,40.852,1989,9
1990,1,CFSv2,3,7.1373,34.002,1989,10
1990,2,CFSv2,3,8.2538,18,1989,11
1990,3,CFSv2,3,11.345,14.07,1989,12
1990,4,CFSv2,3,15.18,2.254,1990,1
1990,5,CFSv2,3,19.715,1.0923,1990,2
1990,6,CFSv2,3,24.205,31.419,1990,3
1990,7,CFSv2,3,26.851,43.861,1990,4
1990,8,CFSv2,3,25.632,57.767,1990,5
1990,9,CFSv2,3,23.306,34.527,1990,6
1990,10,CFSv2,3,16.748,15.82,1990,7
1990,11,CFSv2,3,10.078,34.153,1990,8
1990,12,CFSv2,3,6.7116,13.462,1990,9
1991,1,CFSv2,3,8.4568,3.0711,1990,10
1991,2,CFSv2,3,8.9339,30.261,1990,11
1991,3,CFSv2,3,10.988,13.663,1990,12
1991,4,CFSv2,3,15.954,2.7984,1991,1
1991,5,CFSv2,3,19.625,0.24482,1991,2
1991,6,CFSv2,3,25.219,14.289,1991,3
1991,7,CFSv2,3,26.527,56.029,1991,4
1991,8,CFSv2,3,25.428,52.464,1991,5
1991,9,CFSv2,3,22.613,26.794,1991,6
1991,10,CFSv2,3,16.354,39.115,1991,7
1991,11,CFSv2,3,9.9337,22.962,1991,8
1991,12,CFSv2,3,6.582,62.297,1991,9
1992,1,CFSv2,3,6.0977,20.89,1991,10
1992,2,CFSv2,3,7.772,31.357,1991,11
1992,3,CFSv2,3,10.59,30.59,1991,12
1992,4,CFSv2,3,13.792,7.9121,1992,1
1992,5,CFSv2,3,18.699,15.998,1992,2
1992,6,CFSv2,3,24.893,6.0054,1992,3
1992,7,CFSv2,3,26.77,34.486,1992,4
1992,8,CFSv2,3,23.988,79.008,1992,5
1992,9,CFSv2,3,20.689,70.526,1992,6
1992,10,CFSv2,3,16.242,26.983,1992,7
1992,11,CFSv2,3,10.695,21.498,1992,8
1992,12,CFSv2,3,5.6887,50.507,1992,9
1993,1,CFSv2,3,6.3601,17.066,1992,10
1993,2,CFSv2,3,8.6704,14.039,1992,11
1993,3,CFSv2,3,11.542,10.757,1992,12
1993,4,CFSv2,3,15.866,0.79375,1993,1
1993,5,CFSv2,3,19.558,1.8812,1993,2
1993,6,CFSv2,3,23.879,15.313,1993,3
1993,7,CFSv2,3,25.838,78.428,1993,4
1993,8,CFSv2,3,24.537,59.857,1993,5
1993,9,CFSv2,3,21.035,25.216,1993,6
1993,10,CFSv2,3,15.721,15.082,1993,7
1993,11,CFSv2,3,8.2257,36.745,1993,8
1993,12,CFSv2,3,5.2633,14.802,1993,9
1994,1,CFSv2,3,5.0346,10.013,1993,10
1994,2,CFSv2,3,8.386,22.287,1993,11
1994,3,CFSv2,3,11.078,6.2463,1993,12
1994,4,CFSv2,3,15.425,5.634,1994,1
1994,5,CFSv2,3,19.04,0.51314,1994,2
1994,6,CFSv2,3,24.666,1.1426,1994,3
1994,7,CFSv2,3,26.009,68.095,1994,4
1994,8,CFSv2,3,24.721,60.836,1994,5
1994,9,CFSv2,3,21.559,35.947,1994,6
1994,10,CFSv2,3,16.781,18.354,1994,7
1994,11,CFSv2,3,10.689,30.5,1994,8
1994,12,CFSv2,3,5.7248,57.722,1994,9
1995,1,CFSv2,3,6.0279,5.5846,1994,10
1995,2,CFSv2,3,8.6848,12.116,1994,11
1995,3,CFSv2,3,10.12,24.985,1994,12
1995,4,CFSv2,3,14.954,4.6517,1995,1
1995,5,CFSv2,3,19.002,3.7661,1995,2
1995,6,CFSv2,3,25.218,0.49013,1995,3
1995,7,CFSv2,3,26.771,32.773,1995,4
1995,8,CFSv2,3,26.254,40.593,1995,5
1995,9,CFSv2,3,24.498,4.1253,1995,6
1995,10,CFSv2,3,17.42,1.9317,1995,7
1995,11,CFSv2,3,11.68,1.2467,1995,8
1995,12,CFSv2,3,7.4536,4.4369,1995,9
1996,1,CFSv2,3,7.9572,5.0065,1995,10
1996,2,CFSv2,3,10.322,3.1381,1995,11
1996,3,CFSv2,3,14.704,3.8163,1995,12
1996,4,CFSv2,3,16.288,1.7659,1996,1
1996,5,CFSv2,3,20.729,0.59343,1996,2
1996,6,CFSv2,3,25.894,3.2923,1996,3
1996,7,CFSv2,3,26.838,48.902,1996,4
1996,8,CFSv2,3,25.246,67.668,1996,5
1996,9,CFSv2,3,23.181,19.782,1996,6
1996,10,CFSv2,3,16.066,10.372,1996,7
1996,11,CFSv2,3,11.394,14.973,1996,8
1996,12,CFSv2,3,6.2264,71.361,1996,9
1997,1,CFSv2,3,6.0333,38.1,1996,10
1997,2,CFSv2,3,8.9899,25.128,1996,11
1997,3,CFSv2,3,11.651,10.357,1996,12
1997,4,CFSv2,3,15.385,11.503,1997,1
1997,5,CFSv2,3,20.501,10.323,1997,2
1997,6,CFSv2,3,25.094,19.147,1997,3
1997,7,CFSv2,3,26.821,76.482,1997,4
1997,8,CFSv2,3,24.409,86,1997,5
1997,9,CFSv2,3,21.232,67.435,1997,6
1997,10,CFSv2,3,17.184,97.637,1997,7
1997,11,CFSv2,3,8.6095,19.998,1997,8
1997,12,CFSv2,3,5.5725,5.7926,1997,9
1998,1,CFSv2,3,5.028,18.754,1997,10
1998,2,CFSv2,3,6.9371,28.668,1997,11
1998,3,CFSv2,3,9.5919,29.344,1997,12
1998,4,CFSv2,3,13.494,7.8395,1998,1
1998,5,CFSv2,3,18.837,0.53303,1998,2
1998,6,CFSv2,3,24.33,4.098,1998,3
1998,7,CFSv2,3,26.325,33.519,1998,4
1998,8,CFSv2,3,26.48,30.951,1998,5
1998,9,CFSv2,3,24.086,15.671,1998,6
1998,10,CFSv2,3,17.095,7.9692,1998,7
1998,11,CFSv2,3,11.557,2.7543,1998,8
1998,12,CFSv2,3,8.4306,1.102,1998,9
1999,1,CFSv2,3,7.7595,2.2356,1998,10
1999,2,CFSv2,3,10.993,0.097157,1998,11
1999,3,CFSv2,3,13.318,0,1998,12
1999,4,CFSv2,3,18.017,0.0015076,1999,1
1999,5,CFSv2,3,23.165,1.9889,1999,2
1999,6,CFSv2,3,27.688,5.6072,1999,3
1999,7,CFSv2,3,27.228,41.573,1999,4
1999,8,CFSv2,3,26.093,38.022,1999,5
1999,9,CFSv2,3,23.778,15.104,1999,6
1999,10,CFSv2,3,17.105,2.0497,1999,7
1999,11,CFSv2,3,10.888,1.6991,1999,8
1999,12,CFSv2,3,8.5097,1.1723,1999,9
2000,1,CFSv2,3,8.0842,62.579,1999,10
2000,2,CFSv2,3,11.334,11.971,1999,11
2000,3,CFSv2,3,13.335,2.7134,1999,12
2000,4,CFSv2,3,16.773,0.60517,2e3,1
2000,5,CFSv2,3,22.049,1.8715,2e3,2
2000,6,CFSv2,3,27.488,0.053757,2e3,3
2000,7,CFSv2,3,26.381,88.392,2e3,4
2000,8,CFSv2,3,25.01,60.426,2e3,5
2000,9,CFSv2,3,22.291,44.211,2e3,6
2000,10,CFSv2,3,17.439,19.035,2e3,7
2000,11,CFSv2,3,11.977,6.4765,2e3,8
2000,12,CFSv2,3,6.8262,16.886,2e3,9
2001,1,CFSv2,3,8.1537,31.787,2e3,10
2001,2,CFSv2,3,9.5168,11.817,2e3,11
2001,3,CFSv2,3,12.31,13.081,2e3,12
2001,4,CFSv2,3,16.153,4.1038,2001,1
2001,5,CFSv2,3,19.975,13.335,2001,2
2001,6,CFSv2,3,26.663,12.621,2001,3
2001,7,CFSv2,3,26.159,124.54,2001,4
2001,8,CFSv2,3,25.181,62.741,2001,5
2001,9,CFSv2,3,23.202,27.711,2001,6
2001,10,CFSv2,3,16.349,41.03,2001,7
2001,11,CFSv2,3,11.102,26.863,2001,8
2001,12,CFSv2,3,7.9957,17.306,2001,9
2002,1,CFSv2,3,6.6199,45.923,2001,10
2002,2,CFSv2,3,7.9077,45.933,2001,11
2002,3,CFSv2,3,11.74,9.5636,2001,12
2002,4,CFSv2,3,16.264,0.71944,2002,1
2002,5,CFSv2,3,21.632,0.31953,2002,2
2002,6,CFSv2,3,25.818,7.1758,2002,3
2002,7,CFSv2,3,27.7,89.457,2002,4
2002,8,CFSv2,3,25.252,61.504,2002,5
2002,9,CFSv2,3,22.623,37.682,2002,6
2002,10,CFSv2,3,17.493,17.305,2002,7
2002,11,CFSv2,3,11.085,21.043,2002,8
2002,12,CFSv2,3,7.0999,11.224,2002,9
2003,1,CFSv2,3,5.4941,48.599,2002,10
2003,2,CFSv2,3,7.2995,33.947,2002,11
2003,3,CFSv2,3,10.992,10.455,2002,12
2003,4,CFSv2,3,15.647,1.7197,2003,1
2003,5,CFSv2,3,20.466,2.7155,2003,2
2003,6,CFSv2,3,26.09,12.334,2003,3
2003,7,CFSv2,3,27.504,40.637,2003,4
2003,8,CFSv2,3,25.603,53.009,2003,5
2003,9,CFSv2,3,23.183,26.895,2003,6
2003,10,CFSv2,3,17.925,22.641,2003,7
2003,11,CFSv2,3,12.236,4.07,2003,8
2003,12,CFSv2,3,7.4432,18.528,2003,9
2004,1,CFSv2,3,7.182,13.385,2003,10
2004,2,CFSv2,3,8.9588,23.908,2003,11
2004,3,CFSv2,3,12.182,10.824,2003,12
2004,4,CFSv2,3,14.857,12.739,2004,1
2004,5,CFSv2,3,20.852,2.1806,2004,2
2004,6,CFSv2,3,26.061,30.998,2004,3
2004,7,CFSv2,3,26.922,93.261,2004,4
2004,8,CFSv2,3,24.963,73.068,2004,5
2004,9,CFSv2,3,21.719,55.306,2004,6
2004,10,CFSv2,3,17.967,31.319,2004,7
2004,11,CFSv2,3,9.9216,30.08,2004,8
2004,12,CFSv2,3,7.2776,5.9111,2004,9
2005,1,CFSv2,3,6.5003,25.241,2004,10
2005,2,CFSv2,3,8.2679,16.952,2004,11
2005,3,CFSv2,3,11.475,11.45,2004,12
2005,4,CFSv2,3,15.228,5.3997,2005,1
2005,5,CFSv2,3,21.115,5.0178,2005,2
2005,6,CFSv2,3,25.715,7.3991,2005,3
2005,7,CFSv2,3,27.941,35.524,2005,4
2005,8,CFSv2,3,25.792,31.532,2005,5
2005,9,CFSv2,3,23.805,14.05,2005,6
2005,10,CFSv2,3,17.018,14.812,2005,7
2005,11,CFSv2,3,10.925,33.409,2005,8
2005,12,CFSv2,3,7.6327,8.5172,2005,9
2006,1,CFSv2,3,7.2292,33.372,2005,10
2006,2,CFSv2,3,9.4804,15.949,2005,11
2006,3,CFSv2,3,12.649,3.7906,2005,12
2006,4,CFSv2,3,17.028,1.4266,2006,1
2006,5,CFSv2,3,22.752,1.6376,2006,2
2006,6,CFSv2,3,26.306,12.408,2006,3
2006,7,CFSv2,3,27.256,78.834,2006,4
2006,8,CFSv2,3,25.72,48.175,2006,5
2006,9,CFSv2,3,23.75,25.121,2006,6
2006,10,CFSv2,3,17.766,3.3676,2006,7
2006,11,CFSv2,3,9.6028,10.812,2006,8
2006,12,CFSv2,3,6.4853,37.635,2006,9
2007,1,CFSv2,3,6.8491,49.696,2006,10
2007,2,CFSv2,3,8.2174,24.716,2006,11
2007,3,CFSv2,3,11.384,11.734,2006,12
2007,4,CFSv2,3,14.995,7.0907,2007,1
2007,5,CFSv2,3,21.36,0.083345,2007,2
2007,6,CFSv2,3,26.179,5.5263,2007,3
2007,7,CFSv2,3,27.106,46.678,2007,4
2007,8,CFSv2,3,25.206,46.121,2007,5
2007,9,CFSv2,3,23.576,13.651,2007,6
2007,10,CFSv2,3,17.254,4.5093,2007,7
2007,11,CFSv2,3,10.661,2.4767,2007,8
2007,12,CFSv2,3,6.8038,56.745,2007,9
2008,1,CFSv2,3,7.6509,3.1907,2007,10
2008,2,CFSv2,3,11.698,1.0816,2007,11
2008,3,CFSv2,3,13.283,0.39508,2007,12
2008,4,CFSv2,3,17.881,1.6385,2008,1
2008,5,CFSv2,3,22.582,3.6032,2008,2
2008,6,CFSv2,3,27.156,2.719,2008,3
2008,7,CFSv2,3,26.232,84.56,2008,4
2008,8,CFSv2,3,24.779,51.152,2008,5
2008,9,CFSv2,3,22.184,49.68,2008,6
2008,10,CFSv2,3,17.133,10.625,2008,7
2008,11,CFSv2,3,12.282,1.2687,2008,8
2008,12,CFSv2,3,6.8333,2.8717,2008,9
2009,1,CFSv2,3,7.4742,22.774,2008,10
2009,2,CFSv2,3,9.632,25.518,2008,11
2009,3,CFSv2,3,13.023,8.4428,2008,12
2009,4,CFSv2,3,15.42,13.54,2009,1
2009,5,CFSv2,3,21.763,9.1304,2009,2
2009,6,CFSv2,3,26.07,30.164,2009,3
2009,7,CFSv2,3,26.089,139.89,2009,4
2009,8,CFSv2,3,24.167,101.09,2009,5
2009,9,CFSv2,3,22.759,39.002,2009,6
2009,10,CFSv2,3,16.701,68.615,2009,7
2009,11,CFSv2,3,10.229,59.175,2009,8
2009,12,CFSv2,3,6.4371,50.243,2009,9
2010,1,CFSv2,3,4.9812,16.128,2009,10
2010,2,CFSv2,3,7.1833,41.91,2009,11
2010,3,CFSv2,3,10.627,21.424,2009,12
2010,4,CFSv2,3,14.224,18.298,2010,1
2010,5,CFSv2,3,19.883,12.838,2010,2
2010,6,CFSv2,3,26.018,1.3165,2010,3
2010,7,CFSv2,3,28.398,24.237,2010,4
2010,8,CFSv2,3,27.078,25.052,2010,5
2010,9,CFSv2,3,24.664,8.4542,2010,6
2010,10,CFSv2,3,17.754,4.3438,2010,7
2010,11,CFSv2,3,12.808,0.50119,2010,8
2010,12,CFSv2,3,8.3922,3.9219,2010,9
2011,1,CFSv2,3,9.2293,4.1931,2010,10
2011,2,CFSv2,3,10.206,3.963,2010,11
2011,3,CFSv2,3,14.736,0.55774,2010,12
2011,4,CFSv2,3,NaN,NaN,2011,1
2011,5,CFSv2,3,NaN,NaN,2011,2
2011,6,CFSv2,3,NaN,NaN,2011,3
2011,7,CFSv2,3,NaN,NaN,2011,4
2011,8,CFSv2,3,NaN,NaN,2011,5
2011,9,CFSv2,3,NaN,NaN,2011,6
2011,10,CFSv2,3,NaN,NaN,2011,7
2011,11,CFSv2,3,10.46,12.86,2011,8
2011,12,CFSv2,3,7.4582,10.103,2011,9
2012,1,CFSv2,3,7.991,7.2454,2011,10
2012,2,CFSv2,3,10.635,4.6535,2011,11
2012,3,CFSv2,3,11.501,9.5263,2011,12
2012,4,CFSv2,3,17.986,0.45707,2012,1
2012,5,CFSv2,3,22.466,2.803,2012,2
2012,6,CFSv2,3,25.546,10.572,2012,3
2012,7,CFSv2,3,26.754,54.014,2012,4
2012,8,CFSv2,3,25.698,68.502,2012,5
2012,9,CFSv2,3,23.337,17.508,2012,6
2012,10,CFSv2,3,16.731,18.994,2012,7
2012,11,CFSv2,3,12.932,8.5398,2012,8
2012,12,CFSv2,3,7.2879,16.622,2012,9
2013,1,CFSv2,3,8.0239,1.3942,2012,10
2013,2,CFSv2,3,9.9804,9.2169,2012,11
2013,3,CFSv2,3,12.212,13.843,2012,12
2013,4,CFSv2,3,17.118,0.34802,2013,1
2013,5,CFSv2,3,19.846,2.4405,2013,2
2013,6,CFSv2,3,25.712,1.4137,2013,3
2013,7,CFSv2,3,27.066,36.842,2013,4
2013,8,CFSv2,3,26.01,42.658,2013,5
2013,9,CFSv2,3,22.916,31.509,2013,6
2013,10,CFSv2,3,18.824,3.5383,2013,7
2013,11,CFSv2,3,11.39,8.6229,2013,8
2013,12,CFSv2,3,7.6779,10.461,2013,9
2014,1,CFSv2,3,7.4782,14.097,2013,10
2014,2,CFSv2,3,9.6646,11.479,2013,11
2014,3,CFSv2,3,12.287,7.9225,2013,12
2014,4,CFSv2,3,16.216,11.367,2014,1
2014,5,CFSv2,3,21.247,6.0614,2014,2
2014,6,CFSv2,3,23.539,41.065,2014,3
2014,7,CFSv2,3,NaN,NaN,2014,4
2014,8,CFSv2,3,24.373,86.769,2014,5
2014,9,CFSv2,3,21.988,52.177,2014,6
2014,10,CFSv2,3,18.445,44.793,2014,7
2014,11,CFSv2,3,11.616,48.875,2014,8
2014,12,CFSv2,3,8.4911,65.586,2014,9
2015,1,CFSv2,3,8.0243,93.438,2014,10
2015,2,CFSv2,3,9.6689,25.764,2014,11
2015,3,CFSv2,3,10.591,36.958,2014,12
2015,4,CFSv2,3,15.232,33.004,2015,1
2015,5,CFSv2,3,19.699,17.704,2015,2
2015,6,CFSv2,3,23.034,23.02,2015,3
2015,7,CFSv2,3,25.729,101.94,2015,4
2015,8,CFSv2,3,25.839,86.397,2015,5
2015,9,CFSv2,3,23.777,98.25,2015,6
2015,10,CFSv2,3,18.577,120.88,2015,7
2015,11,CFSv2,3,13.285,64.067,2015,8
2015,12,CFSv2,3,7.587,31.34,2015,9
2016,1,CFSv2,3,6.2794,22.705,2015,10
2016,2,CFSv2,3,7.6869,42.601,2015,11
2016,3,CFSv2,3,10.231,34.09,2015,12
2016,4,CFSv2,3,13.291,36.151,2016,1
2016,5,CFSv2,3,18.894,31.425,2016,2
2016,6,CFSv2,3,24.208,63.168,2016,3
2016,7,CFSv2,3,26.035,50.533,2016,4
