time,latitude[unit="degrees_north"],longitude[unit="degrees_east"],pr[unit="in"]
2023-06-24T00:00:00Z,31.9555,-109.0744,0.0
2023-06-25T00:00:00Z,31.9555,-109.0744,0.0
2023-06-26T00:00:00Z,31.9555,-109.0744,0.0
2023-06-27T00:00:00Z,31.9555,-109.0744,0.0
2023-06-28T00:00:00Z,31.9555,-109.0744,0.0
2023-06-29T00:00:00Z,31.9555,-109.0744,0.0
2023-06-30T00:00:00Z,31.9555,-109.0744,0.0
2023-07-01T00:00:00Z,31.9555,-109.0744,0.0
2023-07-02T00:00:00Z,31.9555,-109.0744,0.0
2023-07-03T00:00:00Z,31.9555,-109.0744,0.0
2023-07-04T00:00:00Z,31.9555,-109.0744,0.04814837872982025
2023-07-05T00:00:00Z,31.9555,-109.0744,0.014254609122872353
2023-07-06T00:00:00Z,31.9555,-109.0744,0.0
2023-07-07T00:00:00Z,31.9555,-109.0744,0.0
2023-07-08T00:00:00Z,31.9555,-109.0744,0.0
2023-07-09T00:00:00Z,31.9555,-109.0744,0.0
2023-07-10T00:00:00Z,31.9555,-109.0744,0.009027998894453049
2023-07-11T00:00:00Z,31.9555,-109.0744,0.0
2023-07-12T00:00:00Z,31.9555,-109.0744,0.0
2023-07-13T00:00:00Z,31.9555,-109.0744,0.09328728169202805
2023-07-14T00:00:00Z,31.9555,-109.0744,0.045139119029045105
2023-07-15T00:00:00Z,31.9555,-109.0744,0.019797980785369873
2023-07-16T00:00:00Z,31.9555,-109.0744,0.0327853187918663
2023-07-17T00:00:00Z,31.9555,-109.0744,0.08726875483989716
2023-07-18T00:00:00Z,31.9555,-109.0744,0.6142060160636902
2023-07-19T00:00:00Z,31.9555,-109.0744,0.14887939393520355
2023-07-20T00:00:00Z,31.9555,-109.0744,0.15458114445209503
2023-07-21T00:00:00Z,31.9555,-109.0744,0.02486620843410492
2023-07-22T00:00:00Z,31.9555,-109.0744,0.0
2023-07-23T00:00:00Z,31.9555,-109.0744,0.0
2023-07-24T00:00:00Z,31.9555,-109.0744,0.0
2023-07-25T00:00:00Z,31.9555,-109.0744,0.1667765974998474
2023-07-26T00:00:00Z,31.9555,-109.0744,0.20985649526119232
2023-07-27T00:00:00Z,31.9555,-109.0744,0.17722979187965393
2023-07-28T00:00:00Z,31.9555,-109.0744,0.09756359457969666
2023-07-29T00:00:00Z,31.9555,-109.0744,0.3284847140312195
2023-07-30T00:00:00Z,31.9555,-109.0744,0.0
2023-07-31T00:00:00Z,31.9555,-109.0744,0.0
2023-08-01T00:00:00Z,31.9555,-109.0744,0.07326430827379227
2023-08-02T00:00:00Z,31.9555,-109.0744,0.2005324512720108
2023-08-03T00:00:00Z,31.9555,-109.0744,0.4650764763355255
2023-08-04T00:00:00Z,31.9555,-109.0744,0.0
2023-08-05T00:00:00Z,31.9555,-109.0744,0.03436632454395294
2023-08-06T00:00:00Z,31.9555,-109.0744,0.035310447216033936
2023-08-07T00:00:00Z,31.9555,-109.0744,0.0
2023-08-08T00:00:00Z,31.9555,-109.0744,0.3536696434020996
2023-08-09T00:00:00Z,31.9555,-109.0744,0.0
2023-08-10T00:00:00Z,31.9555,-109.0744,0.14690610766410828
2023-08-11T00:00:00Z,31.9555,-109.0744,0.0
2023-08-12T00:00:00Z,31.9555,-109.0744,0.030023349449038506
2023-08-13T00:00:00Z,31.9555,-109.0744,0.0
2023-08-14T00:00:00Z,31.9555,-109.0744,0.02719096839427948
2023-08-15T00:00:00Z,31.9555,-109.0744,0.27738428115844727
2023-08-16T00:00:00Z,31.9555,-109.0744,0.1720198541879654
2023-08-17T00:00:00Z,31.9555,-109.0744,0.058535944670438766
2023-08-18T00:00:00Z,31.9555,-109.0744,0.10706400871276855
2023-08-19T00:00:00Z,31.9555,-109.0744,0.10215455293655396
2023-08-20T00:00:00Z,31.9555,-109.0744,0.04059755429625511
2023-08-21T00:00:00Z,31.9555,-109.0744,0.16295625269412994
2023-08-22T00:00:00Z,31.9555,-109.0744,0.024169769138097763
2023-08-23T00:00:00Z,31.9555,-109.0744,0.21658259630203247
2023-08-24T00:00:00Z,31.9555,-109.0744,0.0
2023-08-25T00:00:00Z,31.9555,-109.0744,0.0
2023-08-26T00:00:00Z,31.9555,-109.0744,0.0
2023-08-27T00:00:00Z,31.9555,-109.0744,0.0
2023-08-28T00:00:00Z,31.9555,-109.0744,0.0
2023-08-29T00:00:00Z,31.9555,-109.0744,0.009252580814063549
2023-08-30T00:00:00Z,31.9555,-109.0744,0.0
2023-08-31T00:00:00Z,31.9555,-109.0744,0.0
2023-09-01T00:00:00Z,31.9555,-109.0744,0.24252313375473022
2023-09-02T00:00:00Z,31.9555,-109.0744,0.34146127104759216
2023-09-03T00:00:00Z,31.9555,-109.0744,0.0742926299571991
2023-09-04T00:00:00Z,31.9555,-109.0744,0.0
2023-09-05T00:00:00Z,31.9555,-109.0744,0.04089655727148056
2023-09-06T00:00:00Z,31.9555,-109.0744,0.0
2023-09-07T00:00:00Z,31.9555,-109.0744,0.0
2023-09-08T00:00:00Z,31.9555,-109.0744,0.040003616362810135
2023-09-09T00:00:00Z,31.9555,-109.0744,0.03893208131194115
2023-09-10T00:00:00Z,31.9555,-109.0744,0.0
2023-09-11T00:00:00Z,31.9555,-109.0744,0.1744808554649353
2023-09-12T00:00:00Z,31.9555,-109.0744,0.0
2023-09-13T00:00:00Z,31.9555,-109.0744,0.02660946547985077
2023-09-14T00:00:00Z,31.9555,-109.0744,0.0
2023-09-15T00:00:00Z,31.9555,-109.0744,0.0
2023-09-16T00:00:00Z,31.9555,-109.0744,0.0
2023-09-17T00:00:00Z,31.9555,-109.0744,0.0
2023-09-18T00:00:00Z,31.9555,-109.0744,0.0
2023-09-19T00:00:00Z,31.9555,-109.0744,0.0
2023-09-20T00:00:00Z,31.9555,-109.0744,0.0
2023-09-21T00:00:00Z,31.9555,-109.0744,0.0
2023-09-22T00:00:00Z,31.9555,-109.0744,0.0
2023-09-23T00:00:00Z,31.9555,-109.0744,0.031967125833034515
2023-09-24T00:00:00Z,31.9555,-109.0744,0.011965195648372173
2023-09-25T00:00:00Z,31.9555,-109.0744,0.0
2023-09-26T00:00:00Z,31.9555,-109.0744,0.0
2023-09-27T00:00:00Z,31.9555,-109.0744,0.0
2023-09-28T00:00:00Z,31.9555,-109.0744,0.0
2023-09-29T00:00:00Z,31.9555,-109.0744,0.0
2023-09-30T00:00:00Z,31.9555,-109.0744,0.0
2023-10-01T00:00:00Z,31.9555,-109.0744,0.0
2023-10-02T00:00:00Z,31.9555,-109.0744,0.0
2023-10-03T00:00:00Z,31.9555,-109.0744,0.0
2023-10-04T00:00:00Z,31.9555,-109.0744,0.0
2023-10-05T00:00:00Z,31.9555,-109.0744,0.0
2023-10-06T00:00:00Z,31.9555,-109.0744,0.0
2023-10-07T00:00:00Z,31.9555,-109.0744,0.0
2023-10-08T00:00:00Z,31.9555,-109.0744,0.0
2023-10-09T00:00:00Z,31.9555,-109.0744,0.0
2023-10-10T00:00:00Z,31.9555,-109.0744,0.512066125869751
2023-10-11T00:00:00Z,31.9555,-109.0744,0.0
2023-10-12T00:00:00Z,31.9555,-109.0744,0.06731947511434555
2023-10-13T00:00:00Z,31.9555,-109.0744,0.0
2023-10-14T00:00:00Z,31.9555,-109.0744,0.3575635254383087
2023-10-15T00:00:00Z,31.9555,-109.0744,0.0849769115447998
2023-10-16T00:00:00Z,31.9555,-109.0744,0.0
2023-10-17T00:00:00Z,31.9555,-109.0744,0.0
2023-10-18T00:00:00Z,31.9555,-109.0744,0.0
2023-10-19T00:00:00Z,31.9555,-109.0744,0.0
2023-10-20T00:00:00Z,31.9555,-109.0744,0.0
2023-10-21T00:00:00Z,31.9555,-109.0744,0.0
2023-10-22T00:00:00Z,31.9555,-109.0744,0.0
2023-10-23T00:00:00Z,31.9555,-109.0744,0.0
2023-10-24T00:00:00Z,31.9555,-109.0744,0.0
2023-10-25T00:00:00Z,31.9555,-109.0744,0.0
2023-10-26T00:00:00Z,31.9555,-109.0744,0.0
2023-10-27T00:00:00Z,31.9555,-109.0744,0.0
2023-10-28T00:00:00Z,31.9555,-109.0744,0.0
2023-10-29T00:00:00Z,31.9555,-109.0744,0.0
2023-10-30T00:00:00Z,31.9555,-109.0744,0.0
2023-10-31T00:00:00Z,31.9555,-109.0744,0.0
2023-11-01T00:00:00Z,31.9555,-109.0744,0.0
2023-11-02T00:00:00Z,31.9555,-109.0744,0.0
2023-11-03T00:00:00Z,31.9555,-109.0744,0.0
2023-11-04T00:00:00Z,31.9555,-109.0744,0.0
2023-11-05T00:00:00Z,31.9555,-109.0744,0.0
2023-11-06T00:00:00Z,31.9555,-109.0744,0.0
2023-11-07T00:00:00Z,31.9555,-109.0744,0.0
2023-11-08T00:00:00Z,31.9555,-109.0744,0.0
2023-11-09T00:00:00Z,31.9555,-109.0744,0.0
2023-11-10T00:00:00Z,31.9555,-109.0744,0.03572039306163788
2023-11-11T00:00:00Z,31.9555,-109.0744,0.12578441202640533
2023-11-12T00:00:00Z,31.9555,-109.0744,0.7583696246147156
2023-11-13T00:00:00Z,31.9555,-109.0744,0.09098000824451447
2023-11-14T00:00:00Z,31.9555,-109.0744,0.0
2023-11-15T00:00:00Z,31.9555,-109.0744,0.0
2023-11-16T00:00:00Z,31.9555,-109.0744,0.0
2023-11-17T00:00:00Z,31.9555,-109.0744,0.0
2023-11-18T00:00:00Z,31.9555,-109.0744,0.0
2023-11-19T00:00:00Z,31.9555,-109.0744,0.0
2023-11-20T00:00:00Z,31.9555,-109.0744,0.0
2023-11-21T00:00:00Z,31.9555,-109.0744,0.0
2023-11-22T00:00:00Z,31.9555,-109.0744,0.0
2023-11-23T00:00:00Z,31.9555,-109.0744,0.0
2023-11-24T00:00:00Z,31.9555,-109.0744,0.0
2023-11-25T00:00:00Z,31.9555,-109.0744,0.0
2023-11-26T00:00:00Z,31.9555,-109.0744,0.0
2023-11-27T00:00:00Z,31.9555,-109.0744,0.0
2023-11-28T00:00:00Z,31.9555,-109.0744,0.0
2023-11-29T00:00:00Z,31.9555,-109.0744,0.0
