time,latitude[unit="degrees_north"],longitude[unit="degrees_east"],tasmean[unit="F"]
2023-09-28T00:00:00Z,31.9555,-109.0744,76.21792602539062
2023-09-29T00:00:00Z,31.9555,-109.0744,75.75704956054688
2023-09-30T00:00:00Z,31.9555,-109.0744,77.33875274658203
2023-10-01T00:00:00Z,31.9555,-109.0744,77.66273498535156
2023-10-02T00:00:00Z,31.9555,-109.0744,74.17073059082031
2023-10-03T00:00:00Z,31.9555,-109.0744,77.65373229980469
2023-10-04T00:00:00Z,31.9555,-109.0744,77.87873077392578
2023-10-05T00:00:00Z,31.9555,-109.0744,76.97872924804688
2023-10-06T00:00:00Z,31.9555,-109.0744,70.28273010253906
2023-10-07T00:00:00Z,31.9555,-109.0744,69.59872436523438
2023-10-08T00:00:00Z,31.9555,-109.0744,70.4357681274414
2023-10-09T00:00:00Z,31.9555,-109.0744,71.65069580078125
2023-10-10T00:00:00Z,31.9555,-109.0744,68.32073974609375
2023-10-11T00:00:00Z,31.9555,-109.0744,68.437744140625
2023-10-12T00:00:00Z,31.9555,-109.0744,68.22174835205078
2023-10-13T00:00:00Z,31.9555,-109.0744,66.47569274902344
2023-10-14T00:00:00Z,31.9555,-109.0744,58.159698486328125
2023-10-15T00:00:00Z,31.9555,-109.0744,52.55271911621094
2023-10-16T00:00:00Z,31.9555,-109.0744,52.36375427246094
2023-10-17T00:00:00Z,31.9555,-109.0744,58.60975646972656
2023-10-18T00:00:00Z,31.9555,-109.0744,55.054744720458984
2023-10-19T00:00:00Z,31.9555,-109.0744,54.45170593261719
2023-10-20T00:00:00Z,31.9555,-109.0744,56.917694091796875
2023-10-21T00:00:00Z,31.9555,-109.0744,60.19371032714844
2023-10-22T00:00:00Z,31.9555,-109.0744,61.723777770996094
2023-10-23T00:00:00Z,31.9555,-109.0744,60.562740325927734
2023-10-24T00:00:00Z,31.9555,-109.0744,61.858741760253906
2023-10-25T00:00:00Z,31.9555,-109.0744,60.796749114990234
2023-10-26T00:00:00Z,31.9555,-109.0744,52.867698669433594
2023-10-27T00:00:00Z,31.9555,-109.0744,50.1767578125
2023-10-28T00:00:00Z,31.9555,-109.0744,44.398719787597656
2023-10-29T00:00:00Z,31.9555,-109.0744,49.303733825683594
2023-10-30T00:00:00Z,31.9555,-109.0744,55.735679626464844
2023-10-31T00:00:00Z,31.9555,-109.0744,60.597896575927734
2023-11-01T00:00:00Z,31.9555,-109.0744,60.138832092285156
2023-11-02T00:00:00Z,31.9555,-109.0744,52.407806396484375
2023-11-03T00:00:00Z,31.9555,-109.0744,46.8908576965332
2023-11-04T00:00:00Z,31.9555,-109.0744,50.274810791015625
2023-11-05T00:00:00Z,31.9555,-109.0744,53.982810974121094
2023-11-06T00:00:00Z,31.9555,-109.0744,54.351837158203125
2023-11-07T00:00:00Z,31.9555,-109.0744,55.36884307861328
2023-11-08T00:00:00Z,31.9555,-109.0744,59.15786361694336
2023-11-09T00:00:00Z,31.9555,-109.0744,64.00881958007812
2023-11-10T00:00:00Z,31.9555,-109.0744,59.82379913330078
2023-11-11T00:00:00Z,31.9555,-109.0744,56.979881286621094
2023-11-12T00:00:00Z,31.9555,-109.0744,55.81890106201172
2023-11-13T00:00:00Z,31.9555,-109.0744,57.069854736328125
2023-11-14T00:00:00Z,31.9555,-109.0744,51.14784240722656
2023-11-15T00:00:00Z,31.9555,-109.0744,50.22087097167969
2023-11-16T00:00:00Z,31.9555,-109.0744,47.520870208740234
2023-11-17T00:00:00Z,31.9555,-109.0744,47.169857025146484
2023-11-18T00:00:00Z,31.9555,-109.0744,52.173797607421875
2023-11-19T00:00:00Z,31.9555,-109.0744,55.395870208740234
2023-11-20T00:00:00Z,31.9555,-109.0744,55.53984832763672
2023-11-21T00:00:00Z,31.9555,-109.0744,49.57284164428711
2023-11-22T00:00:00Z,31.9555,-109.0744,39.366817474365234
2023-11-23T00:00:00Z,31.9555,-109.0744,42.82284164428711
2023-11-24T00:00:00Z,31.9555,-109.0744,50.09485626220703
2023-11-25T00:00:00Z,31.9555,-109.0744,48.47486877441406
2023-11-26T00:00:00Z,31.9555,-109.0744,42.77785110473633
2023-11-27T00:00:00Z,31.9555,-109.0744,40.608821868896484
2023-11-28T00:00:00Z,31.9555,-109.0744,47.00786209106445
2023-11-29T00:00:00Z,31.9555,-109.0744,54.18984603881836
