time,latitude[unit="degrees_north"],longitude[unit="degrees_east"],tasmin[unit="F"]
2023-04-30T00:00:00Z,31.9555,-109.0744,45.70405960083008
2023-05-01T00:00:00Z,31.9555,-109.0744,42.96807861328125
2023-05-02T00:00:00Z,31.9555,-109.0744,46.694091796875
2023-05-03T00:00:00Z,31.9555,-109.0744,56.01808166503906
2023-05-04T00:00:00Z,31.9555,-109.0744,53.89409637451172
2023-05-05T00:00:00Z,31.9555,-109.0744,55.55006408691406
2023-05-06T00:00:00Z,31.9555,-109.0744,54.56008529663086
2023-05-07T00:00:00Z,31.9555,-109.0744,54.452144622802734
2023-05-08T00:00:00Z,31.9555,-109.0744,51.28407287597656
2023-05-09T00:00:00Z,31.9555,-109.0744,50.996063232421875
2023-05-10T00:00:00Z,31.9555,-109.0744,53.26408386230469
2023-05-11T00:00:00Z,31.9555,-109.0744,49.844093322753906
2023-05-12T00:00:00Z,31.9555,-109.0744,50.60006332397461
2023-05-13T00:00:00Z,31.9555,-109.0744,53.174102783203125
2023-05-14T00:00:00Z,31.9555,-109.0744,54.23609924316406
2023-05-15T00:00:00Z,31.9555,-109.0744,57.422080993652344
2023-05-16T00:00:00Z,31.9555,-109.0744,59.618080139160156
2023-05-17T00:00:00Z,31.9555,-109.0744,58.10608673095703
2023-05-18T00:00:00Z,31.9555,-109.0744,53.462059020996094
2023-05-19T00:00:00Z,31.9555,-109.0744,51.392066955566406
2023-05-20T00:00:00Z,31.9555,-109.0744,50.00608825683594
2023-05-21T00:00:00Z,31.9555,-109.0744,50.096065521240234
2023-05-22T00:00:00Z,31.9555,-109.0744,51.01408386230469
2023-05-23T00:00:00Z,31.9555,-109.0744,51.87810516357422
2023-05-24T00:00:00Z,31.9555,-109.0744,46.460140228271484
2023-05-25T00:00:00Z,31.9555,-109.0744,45.84809112548828
2023-05-26T00:00:00Z,31.9555,-109.0744,50.564083099365234
2023-05-27T00:00:00Z,31.9555,-109.0744,53.876075744628906
2023-05-28T00:00:00Z,31.9555,-109.0744,56.72010803222656
2023-05-29T00:00:00Z,31.9555,-109.0744,56.55816650390625
2023-05-30T00:00:00Z,31.9555,-109.0744,59.756507873535156
2023-05-31T00:00:00Z,31.9555,-109.0744,55.538143157958984
2023-06-01T00:00:00Z,31.9555,-109.0744,52.06415557861328
2023-06-02T00:00:00Z,31.9555,-109.0744,52.172149658203125
2023-06-03T00:00:00Z,31.9555,-109.0744,55.430145263671875
2023-06-04T00:00:00Z,31.9555,-109.0744,54.31415557861328
2023-06-05T00:00:00Z,31.9555,-109.0744,55.32220458984375
