time,latitude[unit="degrees_north"],longitude[unit="degrees_east"],tasmin[unit="F"]
2023-06-06T00:00:00Z,31.9555,-109.0744,59.03025817871094
2023-06-07T00:00:00Z,31.9555,-109.0744,58.43617248535156
2023-06-08T00:00:00Z,31.9555,-109.0744,55.50216293334961
2023-06-09T00:00:00Z,31.9555,-109.0744,55.628231048583984
2023-06-10T00:00:00Z,31.9555,-109.0744,58.310157775878906
2023-06-11T00:00:00Z,31.9555,-109.0744,57.32018280029297
2023-06-12T00:00:00Z,31.9555,-109.0744,55.61016082763672
2023-06-13T00:00:00Z,31.9555,-109.0744,59.66015625
2023-06-14T00:00:00Z,31.9555,-109.0744,60.182228088378906
2023-06-15T00:00:00Z,31.9555,-109.0744,60.146141052246094
2023-06-16T00:00:00Z,31.9555,-109.0744,61.802162170410156
2023-06-17T00:00:00Z,31.9555,-109.0744,63.31415557861328
2023-06-18T00:00:00Z,31.9555,-109.0744,62.414154052734375
2023-06-19T00:00:00Z,31.9555,-109.0744,62.990169525146484
2023-06-20T00:00:00Z,31.9555,-109.0744,62.756160736083984
2023-06-21T00:00:00Z,31.9555,-109.0744,66.51815795898438
2023-06-22T00:00:00Z,31.9555,-109.0744,64.39422607421875
2023-06-23T00:00:00Z,31.9555,-109.0744,65.58216857910156
2023-06-24T00:00:00Z,31.9555,-109.0744,59.732173919677734
2023-06-25T00:00:00Z,31.9555,-109.0744,58.994224548339844
2023-06-26T00:00:00Z,31.9555,-109.0744,56.528175354003906
2023-06-27T00:00:00Z,31.9555,-109.0744,57.21218490600586
2023-06-28T00:00:00Z,31.9555,-109.0744,60.164154052734375
2023-06-29T00:00:00Z,31.9555,-109.0744,61.62720489501953
2023-06-30T00:00:00Z,31.9555,-109.0744,67.07307434082031
2023-07-01T00:00:00Z,31.9555,-109.0744,67.18118286132812
2023-07-02T00:00:00Z,31.9555,-109.0744,66.10111236572266
2023-07-03T00:00:00Z,31.9555,-109.0744,65.111083984375
2023-07-04T00:00:00Z,31.9555,-109.0744,66.6410903930664
2023-07-05T00:00:00Z,31.9555,-109.0744,67.70307922363281
2023-07-06T00:00:00Z,31.9555,-109.0744,68.58517456054688
2023-07-07T00:00:00Z,31.9555,-109.0744,68.26107788085938
2023-07-08T00:00:00Z,31.9555,-109.0744,64.71507263183594
2023-07-09T00:00:00Z,31.9555,-109.0744,66.85708618164062
2023-07-10T00:00:00Z,31.9555,-109.0744,68.71107482910156
2023-07-11T00:00:00Z,31.9555,-109.0744,69.86310577392578
2023-07-12T00:00:00Z,31.9555,-109.0744,69.07110595703125
2023-07-13T00:00:00Z,31.9555,-109.0744,68.13507080078125
2023-07-14T00:00:00Z,31.9555,-109.0744,68.4591064453125
2023-07-15T00:00:00Z,31.9555,-109.0744,66.28106689453125
2023-07-16T00:00:00Z,31.9555,-109.0744,64.46310424804688
2023-07-17T00:00:00Z,31.9555,-109.0744,62.7890625
2023-07-18T00:00:00Z,31.9555,-109.0744,66.19108581542969
2023-07-19T00:00:00Z,31.9555,-109.0744,62.285179138183594
2023-07-20T00:00:00Z,31.9555,-109.0744,63.761077880859375
2023-07-21T00:00:00Z,31.9555,-109.0744,63.095088958740234
2023-07-22T00:00:00Z,31.9555,-109.0744,62.447113037109375
2023-07-23T00:00:00Z,31.9555,-109.0744,61.56507873535156
2023-07-24T00:00:00Z,31.9555,-109.0744,63.329097747802734
2023-07-25T00:00:00Z,31.9555,-109.0744,65.47109985351562
2023-07-26T00:00:00Z,31.9555,-109.0744,62.53709411621094
2023-07-27T00:00:00Z,31.9555,-109.0744,62.35708236694336
2023-07-28T00:00:00Z,31.9555,-109.0744,63.74311828613281
2023-07-29T00:00:00Z,31.9555,-109.0744,63.473182678222656
2023-07-30T00:00:00Z,31.9555,-109.0744,62.050071716308594
2023-07-31T00:00:00Z,31.9555,-109.0744,60.194698333740234
2023-08-01T00:00:00Z,31.9555,-109.0744,65.05471801757812
2023-08-02T00:00:00Z,31.9555,-109.0744,66.9447021484375
2023-08-03T00:00:00Z,31.9555,-109.0744,65.68478393554688
2023-08-04T00:00:00Z,31.9555,-109.0744,64.82070922851562
2023-08-05T00:00:00Z,31.9555,-109.0744,68.00674438476562
2023-08-06T00:00:00Z,31.9555,-109.0744,68.85269165039062
2023-08-07T00:00:00Z,31.9555,-109.0744,71.89469909667969
2023-08-08T00:00:00Z,31.9555,-109.0744,71.40872192382812
2023-08-09T00:00:00Z,31.9555,-109.0744,69.48270416259766
2023-08-10T00:00:00Z,31.9555,-109.0744,68.85269165039062
2023-08-11T00:00:00Z,31.9555,-109.0744,67.03467559814453
2023-08-12T00:00:00Z,31.9555,-109.0744,68.0066909790039
2023-08-13T00:00:00Z,31.9555,-109.0744,66.85472106933594
2023-08-14T00:00:00Z,31.9555,-109.0744,66.6927261352539
2023-08-15T00:00:00Z,31.9555,-109.0744,66.56671142578125
2023-08-16T00:00:00Z,31.9555,-109.0744,64.856689453125
2023-08-17T00:00:00Z,31.9555,-109.0744,67.52070617675781
2023-08-18T00:00:00Z,31.9555,-109.0744,69.57279205322266
2023-08-19T00:00:00Z,31.9555,-109.0744,69.57267761230469
2023-08-20T00:00:00Z,31.9555,-109.0744,68.67268371582031
2023-08-21T00:00:00Z,31.9555,-109.0744,70.67071533203125
2023-08-22T00:00:00Z,31.9555,-109.0744,68.83467102050781
2023-08-23T00:00:00Z,31.9555,-109.0744,68.56468200683594
2023-08-24T00:00:00Z,31.9555,-109.0744,64.69474792480469
2023-08-25T00:00:00Z,31.9555,-109.0744,65.396728515625
2023-08-26T00:00:00Z,31.9555,-109.0744,65.7566909790039
2023-08-27T00:00:00Z,31.9555,-109.0744,68.42076110839844
2023-08-28T00:00:00Z,31.9555,-109.0744,67.88067626953125
2023-08-29T00:00:00Z,31.9555,-109.0744,63.95669174194336
2023-08-30T00:00:00Z,31.9555,-109.0744,61.791011810302734
2023-08-31T00:00:00Z,31.9555,-109.0744,62.0518798828125
2023-09-01T00:00:00Z,31.9555,-109.0744,62.861846923828125
2023-09-02T00:00:00Z,31.9555,-109.0744,63.40188217163086
2023-09-03T00:00:00Z,31.9555,-109.0744,57.929866790771484
2023-09-04T00:00:00Z,31.9555,-109.0744,59.18994140625
2023-09-05T00:00:00Z,31.9555,-109.0744,61.33189392089844
2023-09-06T00:00:00Z,31.9555,-109.0744,62.483863830566406
2023-09-07T00:00:00Z,31.9555,-109.0744,62.78994369506836
2023-09-08T00:00:00Z,31.9555,-109.0744,63.491859436035156
2023-09-09T00:00:00Z,31.9555,-109.0744,62.41184997558594
2023-09-10T00:00:00Z,31.9555,-109.0744,62.5198974609375
2023-09-11T00:00:00Z,31.9555,-109.0744,61.60188293457031
2023-09-12T00:00:00Z,31.9555,-109.0744,59.13589096069336
2023-09-13T00:00:00Z,31.9555,-109.0744,58.88386535644531
2023-09-14T00:00:00Z,31.9555,-109.0744,56.039886474609375
2023-09-15T00:00:00Z,31.9555,-109.0744,58.30785369873047
2023-09-16T00:00:00Z,31.9555,-109.0744,58.739891052246094
2023-09-17T00:00:00Z,31.9555,-109.0744,57.047882080078125
2023-09-18T00:00:00Z,31.9555,-109.0744,57.587860107421875
2023-09-19T00:00:00Z,31.9555,-109.0744,57.60588073730469
2023-09-20T00:00:00Z,31.9555,-109.0744,59.56787109375
2023-09-21T00:00:00Z,31.9555,-109.0744,54.94186019897461
2023-09-22T00:00:00Z,31.9555,-109.0744,55.93189239501953
2023-09-23T00:00:00Z,31.9555,-109.0744,57.56990051269531
2023-09-24T00:00:00Z,31.9555,-109.0744,59.999855041503906
2023-09-25T00:00:00Z,31.9555,-109.0744,58.973899841308594
2023-09-26T00:00:00Z,31.9555,-109.0744,58.19985580444336
2023-09-27T00:00:00Z,31.9555,-109.0744,59.65785217285156
2023-09-28T00:00:00Z,31.9555,-109.0744,59.765899658203125
2023-09-29T00:00:00Z,31.9555,-109.0744,60.10411834716797
2023-09-30T00:00:00Z,31.9555,-109.0744,58.93099594116211
2023-10-01T00:00:00Z,31.9555,-109.0744,60.659088134765625
2023-10-02T00:00:00Z,31.9555,-109.0744,55.834991455078125
2023-10-03T00:00:00Z,31.9555,-109.0744,59.92102813720703
2023-10-04T00:00:00Z,31.9555,-109.0744,59.83099365234375
2023-10-05T00:00:00Z,31.9555,-109.0744,60.371028900146484
2023-10-06T00:00:00Z,31.9555,-109.0744,54.17902374267578
2023-10-07T00:00:00Z,31.9555,-109.0744,52.63099670410156
2023-10-08T00:00:00Z,31.9555,-109.0744,53.40509033203125
2023-10-09T00:00:00Z,31.9555,-109.0744,54.754981994628906
2023-10-10T00:00:00Z,31.9555,-109.0744,52.41500473022461
2023-10-11T00:00:00Z,31.9555,-109.0744,51.20903778076172
2023-10-12T00:00:00Z,31.9555,-109.0744,53.29698944091797
2023-10-13T00:00:00Z,31.9555,-109.0744,51.245018005371094
2023-10-14T00:00:00Z,31.9555,-109.0744,44.87300109863281
2023-10-15T00:00:00Z,31.9555,-109.0744,36.53899002075195
2023-10-16T00:00:00Z,31.9555,-109.0744,36.161006927490234
2023-10-17T00:00:00Z,31.9555,-109.0744,45.05306625366211
2023-10-18T00:00:00Z,31.9555,-109.0744,40.10301208496094
2023-10-19T00:00:00Z,31.9555,-109.0744,36.73701858520508
2023-10-20T00:00:00Z,31.9555,-109.0744,39.68899154663086
2023-10-21T00:00:00Z,31.9555,-109.0744,42.64101791381836
2023-10-22T00:00:00Z,31.9555,-109.0744,44.80109405517578
2023-10-23T00:00:00Z,31.9555,-109.0744,44.09901428222656
2023-10-24T00:00:00Z,31.9555,-109.0744,43.09101867675781
2023-10-25T00:00:00Z,31.9555,-109.0744,46.72705078125
2023-10-26T00:00:00Z,31.9555,-109.0744,36.988990783691406
2023-10-27T00:00:00Z,31.9555,-109.0744,35.74709701538086
2023-10-28T00:00:00Z,31.9555,-109.0744,27.791015625
2023-10-29T00:00:00Z,31.9555,-109.0744,30.221027374267578
2023-10-30T00:00:00Z,31.9555,-109.0744,34.62489700317383
2023-10-31T00:00:00Z,31.9555,-109.0744,44.70848083496094
2023-11-01T00:00:00Z,31.9555,-109.0744,46.31045150756836
2023-11-02T00:00:00Z,31.9555,-109.0744,38.588436126708984
2023-11-03T00:00:00Z,31.9555,-109.0744,29.174470901489258
2023-11-04T00:00:00Z,31.9555,-109.0744,31.442432403564453
2023-11-05T00:00:00Z,31.9555,-109.0744,35.43843460083008
2023-11-06T00:00:00Z,31.9555,-109.0744,36.89643096923828
2023-11-07T00:00:00Z,31.9555,-109.0744,37.85042953491211
2023-11-08T00:00:00Z,31.9555,-109.0744,40.928466796875
2023-11-09T00:00:00Z,31.9555,-109.0744,48.47047424316406
2023-11-10T00:00:00Z,31.9555,-109.0744,45.68043899536133
2023-11-11T00:00:00Z,31.9555,-109.0744,44.312477111816406
2023-11-12T00:00:00Z,31.9555,-109.0744,45.23054885864258
2023-11-13T00:00:00Z,31.9555,-109.0744,44.13246536254883
2023-11-14T00:00:00Z,31.9555,-109.0744,36.78843688964844
2023-11-15T00:00:00Z,31.9555,-109.0744,34.57447052001953
2023-11-16T00:00:00Z,31.9555,-109.0744,34.03443908691406
2023-11-17T00:00:00Z,31.9555,-109.0744,30.632465362548828
2023-11-18T00:00:00Z,31.9555,-109.0744,34.7004280090332
2023-11-19T00:00:00Z,31.9555,-109.0744,37.90447998046875
2023-11-20T00:00:00Z,31.9555,-109.0744,39.27244567871094
2023-11-21T00:00:00Z,31.9555,-109.0744,35.798458099365234
2023-11-22T00:00:00Z,31.9555,-109.0744,24.02644157409668
2023-11-23T00:00:00Z,31.9555,-109.0744,23.198455810546875
2023-11-24T00:00:00Z,31.9555,-109.0744,37.92244338989258
2023-11-25T00:00:00Z,31.9555,-109.0744,36.6624755859375
2023-11-26T00:00:00Z,31.9555,-109.0744,29.22846794128418
2023-11-27T00:00:00Z,31.9555,-109.0744,24.890460968017578
2023-11-28T00:00:00Z,31.9555,-109.0744,28.328468322753906
2023-11-29T00:00:00Z,31.9555,-109.0744,36.21247863769531
