"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2022-09-29",8,2022,559,"abundance","jags_logistic","dm_controls","DM",12.904,6.546,19.986,114,0.95,217,560,2920
"2022-09-29",9,2022,560,"abundance","jags_logistic","dm_controls","DM",21.472,0.206,73.908,114,0.95,217,560,2920
"2022-09-29",10,2022,561,"abundance","jags_logistic","dm_controls","DM",29.829,0,145.05,114,0.95,217,560,2920
"2022-09-29",11,2022,562,"abundance","jags_logistic","dm_controls","DM",35.506,0.441,196.9,114,0.95,217,560,2920
"2022-09-29",12,2022,563,"abundance","jags_logistic","dm_controls","DM",38.805,0.255,196.9,114,0.95,217,560,2920
"2022-09-29",1,2023,564,"abundance","jags_logistic","dm_controls","DM",40.861,0.124,196.9,114,0.95,217,560,2920
"2022-09-29",2,2023,565,"abundance","jags_logistic","dm_controls","DM",42.219,0.049,196.9,114,0.95,217,560,2920
"2022-09-29",3,2023,566,"abundance","jags_logistic","dm_controls","DM",42.128,0.013,196.9,114,0.95,217,560,2920
"2022-09-29",4,2023,567,"abundance","jags_logistic","dm_controls","DM",42.596,0,196.9,114,0.95,217,560,2920
"2022-09-29",5,2023,568,"abundance","jags_logistic","dm_controls","DM",42.373,0,196.9,114,0.95,217,560,2920
"2022-09-29",6,2023,569,"abundance","jags_logistic","dm_controls","DM",41.95,0,196.9,114,0.95,217,560,2920
"2022-09-29",7,2023,570,"abundance","jags_logistic","dm_controls","DM",41.23,0,196.9,114,0.95,217,560,2920
"2022-09-29",8,2023,571,"abundance","jags_logistic","dm_controls","DM",40.742,0,196.9,114,0.95,217,560,2920
"2022-09-29",9,2023,572,"abundance","jags_logistic","dm_controls","DM",40.151,0,196.9,114,0.95,217,560,2920
