"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2022-06-30",4,2022,555,"abundance","jags_RW","dm_controls","DM",21.221,13.072,30.179,101,0.95,217,557,2635
"2022-06-30",5,2022,556,"abundance","jags_RW","dm_controls","DM",34.811,0.456,121.214,101,0.95,217,557,2635
"2022-06-30",6,2022,557,"abundance","jags_RW","dm_controls","DM",45.172,1.675,196.9,101,0.95,217,557,2635
"2022-06-30",7,2022,558,"abundance","jags_RW","dm_controls","DM",50.486,0.936,196.9,101,0.95,217,557,2635
"2022-06-30",8,2022,559,"abundance","jags_RW","dm_controls","DM",52.962,0.541,196.9,101,0.95,217,557,2635
"2022-06-30",9,2022,560,"abundance","jags_RW","dm_controls","DM",54.151,0.317,196.9,101,0.95,217,557,2635
"2022-06-30",10,2022,561,"abundance","jags_RW","dm_controls","DM",54.03,0.178,196.9,101,0.95,217,557,2635
"2022-06-30",11,2022,562,"abundance","jags_RW","dm_controls","DM",54.412,0.104,196.9,101,0.95,217,557,2635
"2022-06-30",12,2022,563,"abundance","jags_RW","dm_controls","DM",54.024,0.045,196.9,101,0.95,217,557,2635
"2022-06-30",1,2023,564,"abundance","jags_RW","dm_controls","DM",52.602,0.006,196.9,101,0.95,217,557,2635
"2022-06-30",2,2023,565,"abundance","jags_RW","dm_controls","DM",51.853,0,196.9,101,0.95,217,557,2635
"2022-06-30",3,2023,566,"abundance","jags_RW","dm_controls","DM",51.277,0,196.9,101,0.95,217,557,2635
"2022-06-30",4,2023,567,"abundance","jags_RW","dm_controls","DM",50.968,0,196.9,101,0.95,217,557,2635
"2022-06-30",5,2023,568,"abundance","jags_RW","dm_controls","DM",49.956,0,196.9,101,0.95,217,557,2635
"2022-06-30",6,2023,569,"abundance","jags_RW","dm_controls","DM",49.062,0,196.9,101,0.95,217,557,2635
