"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","cast_group","confidence_level","estimate","lower_pi","upper_pi","start_moon","end_moon","cast_id"
"2022-04-28",4,2022,554,"abundance","pevGARCH","dm_controls","DM",92,0.95,25.488625662837,15,37,217,554,2433
"2022-04-28",4,2022,555,"abundance","pevGARCH","dm_controls","DM",92,0.95,23.5366844237804,13,38,217,554,2433
"2022-04-28",5,2022,556,"abundance","pevGARCH","dm_controls","DM",92,0.95,21.5792402515089,11,35,217,554,2433
"2022-04-28",6,2022,557,"abundance","pevGARCH","dm_controls","DM",92,0.95,19.5533550913731,9,33,217,554,2433
"2022-04-28",7,2022,558,"abundance","pevGARCH","dm_controls","DM",92,0.95,17.7914766151602,6,31,217,554,2433
"2022-04-28",8,2022,559,"abundance","pevGARCH","dm_controls","DM",92,0.95,16.603463583707,5,31,217,554,2433
"2022-04-28",9,2022,560,"abundance","pevGARCH","dm_controls","DM",92,0.95,16.1365701078301,5,29,217,554,2433
"2022-04-28",10,2022,561,"abundance","pevGARCH","dm_controls","DM",92,0.95,16.3196782007299,5,30,217,554,2433
"2022-04-28",11,2022,562,"abundance","pevGARCH","dm_controls","DM",92,0.95,16.7036517514897,5,31,217,554,2433
"2022-04-28",12,2022,563,"abundance","pevGARCH","dm_controls","DM",92,0.95,17.4644785045337,5,32,217,554,2433
"2022-04-28",1,2023,564,"abundance","pevGARCH","dm_controls","DM",92,0.95,18.1074426990962,5,34,217,554,2433
"2022-04-28",2,2023,565,"abundance","pevGARCH","dm_controls","DM",92,0.95,18.463472473975,5,35,217,554,2433
"2022-04-28",3,2023,566,"abundance","pevGARCH","dm_controls","DM",92,0.95,18.4734688569172,5,33,217,554,2433
