"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2022-07-14",4,2022,555,"abundance","jags_logistic","dm_controls","DM",21.132,12.924,30.236,103,0.95,217,557,2678
"2022-07-14",5,2022,556,"abundance","jags_logistic","dm_controls","DM",33.607,0.338,118.568,103,0.95,217,557,2678
"2022-07-14",6,2022,557,"abundance","jags_logistic","dm_controls","DM",42.364,1.447,196.9,103,0.95,217,557,2678
"2022-07-14",7,2022,558,"abundance","jags_logistic","dm_controls","DM",46.885,0.796,196.9,103,0.95,217,557,2678
"2022-07-14",8,2022,559,"abundance","jags_logistic","dm_controls","DM",49.316,0.456,196.9,103,0.95,217,557,2678
"2022-07-14",9,2022,560,"abundance","jags_logistic","dm_controls","DM",49.728,0.258,196.9,103,0.95,217,557,2678
"2022-07-14",10,2022,561,"abundance","jags_logistic","dm_controls","DM",49.591,0.155,196.9,103,0.95,217,557,2678
"2022-07-14",11,2022,562,"abundance","jags_logistic","dm_controls","DM",49.708,0.085,196.9,103,0.95,217,557,2678
"2022-07-14",12,2022,563,"abundance","jags_logistic","dm_controls","DM",49.005,0.036,196.9,103,0.95,217,557,2678
"2022-07-14",1,2023,564,"abundance","jags_logistic","dm_controls","DM",48.094,0,196.9,103,0.95,217,557,2678
"2022-07-14",2,2023,565,"abundance","jags_logistic","dm_controls","DM",47.644,0,196.9,103,0.95,217,557,2678
"2022-07-14",3,2023,566,"abundance","jags_logistic","dm_controls","DM",46.609,0,196.9,103,0.95,217,557,2678
"2022-07-14",4,2023,567,"abundance","jags_logistic","dm_controls","DM",45.501,0,196.9,103,0.95,217,557,2678
"2022-07-14",5,2023,568,"abundance","jags_logistic","dm_controls","DM",44.754,0,196.9,103,0.95,217,557,2678
"2022-07-14",6,2023,569,"abundance","jags_logistic","dm_controls","DM",43.881,0,196.9,103,0.95,217,557,2678
