"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2022-04-14",1,2022,552,"abundance","jags_logistic","dm_controls","DM",19.948,11.913,28.838,90,0.95,217,554,2364
"2022-04-14",3,2022,553,"abundance","jags_logistic","dm_controls","DM",32.584,0.193,115.473,90,0.95,217,554,2364
"2022-04-14",4,2022,554,"abundance","jags_logistic","dm_controls","DM",41.122,1.35,196.9,90,0.95,217,554,2364
"2022-04-14",4,2022,555,"abundance","jags_logistic","dm_controls","DM",46.342,0.71,196.9,90,0.95,217,554,2364
"2022-04-14",5,2022,556,"abundance","jags_logistic","dm_controls","DM",48.021,0.428,196.9,90,0.95,217,554,2364
"2022-04-14",6,2022,557,"abundance","jags_logistic","dm_controls","DM",49.122,0.268,196.9,90,0.95,217,554,2364
"2022-04-14",7,2022,558,"abundance","jags_logistic","dm_controls","DM",48.927,0.144,196.9,90,0.95,217,554,2364
"2022-04-14",8,2022,559,"abundance","jags_logistic","dm_controls","DM",48.098,0.07,196.9,90,0.95,217,554,2364
"2022-04-14",9,2022,560,"abundance","jags_logistic","dm_controls","DM",48.12,0.019,196.9,90,0.95,217,554,2364
"2022-04-14",10,2022,561,"abundance","jags_logistic","dm_controls","DM",47.751,0,196.9,90,0.95,217,554,2364
"2022-04-14",11,2022,562,"abundance","jags_logistic","dm_controls","DM",46.931,0,196.9,90,0.95,217,554,2364
"2022-04-14",12,2022,563,"abundance","jags_logistic","dm_controls","DM",46.209,0,196.9,90,0.95,217,554,2364
"2022-04-14",1,2023,564,"abundance","jags_logistic","dm_controls","DM",45.26,0,196.9,90,0.95,217,554,2364
"2022-04-14",2,2023,565,"abundance","jags_logistic","dm_controls","DM",44.378,0,196.9,90,0.95,217,554,2364
"2022-04-14",3,2023,566,"abundance","jags_logistic","dm_controls","DM",43.129,0,196.9,90,0.95,217,554,2364
