"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2022-05-12",4,2022,554,"abundance","jags_RW","dm_controls","DM",26.801,17.354,37.212,94,0.95,217,555,2469
"2022-05-12",4,2022,555,"abundance","jags_RW","dm_controls","DM",43.41,0.286,156.477,94,0.95,217,555,2469
"2022-05-12",5,2022,556,"abundance","jags_RW","dm_controls","DM",53.133,2.107,196.9,94,0.95,217,555,2469
"2022-05-12",6,2022,557,"abundance","jags_RW","dm_controls","DM",57.975,1.142,196.9,94,0.95,217,555,2469
"2022-05-12",7,2022,558,"abundance","jags_RW","dm_controls","DM",58.93,0.667,196.9,94,0.95,217,555,2469
"2022-05-12",8,2022,559,"abundance","jags_RW","dm_controls","DM",58.68,0.409,196.9,94,0.95,217,555,2469
"2022-05-12",9,2022,560,"abundance","jags_RW","dm_controls","DM",58.301,0.249,196.9,94,0.95,217,555,2469
"2022-05-12",10,2022,561,"abundance","jags_RW","dm_controls","DM",57.56,0.13,196.9,94,0.95,217,555,2469
"2022-05-12",11,2022,562,"abundance","jags_RW","dm_controls","DM",56.447,0.066,196.9,94,0.95,217,555,2469
"2022-05-12",12,2022,563,"abundance","jags_RW","dm_controls","DM",54.823,0.026,196.9,94,0.95,217,555,2469
"2022-05-12",1,2023,564,"abundance","jags_RW","dm_controls","DM",53.861,0,196.9,94,0.95,217,555,2469
"2022-05-12",2,2023,565,"abundance","jags_RW","dm_controls","DM",53.155,0,196.9,94,0.95,217,555,2469
"2022-05-12",3,2023,566,"abundance","jags_RW","dm_controls","DM",51.897,0,196.9,94,0.95,217,555,2469
"2022-05-12",4,2023,567,"abundance","jags_RW","dm_controls","DM",51.191,0,196.9,94,0.95,217,555,2469
