"cast_date","cast_month","cast_year","moon","currency","model","cast_group","confidence_level","dataset","species","estimate","lower_pi","upper_pi","start_moon","end_moon","cast_id"
"2022-10-06",8,2022,559,"abundance","nbsGARCH",115,0.95,"exclosures","BA",0.103086165363164,0,1,217,560,2950
"2022-10-06",9,2022,560,"abundance","nbsGARCH",115,0.95,"exclosures","BA",0.109963524681142,0,1,217,560,2950
"2022-10-06",10,2022,561,"abundance","nbsGARCH",115,0.95,"exclosures","BA",0.117930928764069,0,1,217,560,2950
"2022-10-06",11,2022,562,"abundance","nbsGARCH",115,0.95,"exclosures","BA",0.13745567343584,0,2,217,560,2950
"2022-10-06",12,2022,563,"abundance","nbsGARCH",115,0.95,"exclosures","BA",0.167892708267684,0,2,217,560,2950
"2022-10-06",1,2023,564,"abundance","nbsGARCH",115,0.95,"exclosures","BA",0.207919865878109,0,2,217,560,2950
"2022-10-06",2,2023,565,"abundance","nbsGARCH",115,0.95,"exclosures","BA",0.245568066697148,0,3,217,560,2950
"2022-10-06",3,2023,566,"abundance","nbsGARCH",115,0.95,"exclosures","BA",0.265122640970315,0,3,217,560,2950
"2022-10-06",4,2023,567,"abundance","nbsGARCH",115,0.95,"exclosures","BA",0.256340783334479,0,4,217,560,2950
"2022-10-06",5,2023,568,"abundance","nbsGARCH",115,0.95,"exclosures","BA",0.223303720734307,0,2,217,560,2950
"2022-10-06",6,2023,569,"abundance","nbsGARCH",115,0.95,"exclosures","BA",0.180671827477469,0,2,217,560,2950
"2022-10-06",7,2023,570,"abundance","nbsGARCH",115,0.95,"exclosures","BA",0.145256233647267,0,2,217,560,2950
"2022-10-06",8,2023,571,"abundance","nbsGARCH",115,0.95,"exclosures","BA",0.121574294368549,0,2,217,560,2950
"2022-10-06",9,2023,572,"abundance","nbsGARCH",115,0.95,"exclosures","BA",0.111935342584042,0,1,217,560,2950
"2022-10-06",8,2022,559,"abundance","nbsGARCH",115,0.95,"exclosures","DM",0.717531949725725,0,3,217,560,2950
"2022-10-06",9,2022,560,"abundance","nbsGARCH",115,0.95,"exclosures","DM",0.446921097042612,0,2,217,560,2950
"2022-10-06",10,2022,561,"abundance","nbsGARCH",115,0.95,"exclosures","DM",0.452402798811299,0,2,217,560,2950
"2022-10-06",11,2022,562,"abundance","nbsGARCH",115,0.95,"exclosures","DM",0.580764434206389,0,3,217,560,2950
"2022-10-06",12,2022,563,"abundance","nbsGARCH",115,0.95,"exclosures","DM",0.797430761417269,0,3,217,560,2950
"2022-10-06",1,2023,564,"abundance","nbsGARCH",115,0.95,"exclosures","DM",1.08259584284853,0,4,217,560,2950
"2022-10-06",2,2023,565,"abundance","nbsGARCH",115,0.95,"exclosures","DM",1.33867425882447,0,5,217,560,2950
"2022-10-06",3,2023,566,"abundance","nbsGARCH",115,0.95,"exclosures","DM",1.41661802491383,0,5,217,560,2950
