"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2022-09-22",8,2022,559,"abundance","jags_RW","dm_controls","DM",13.007,6.534,19.789,113,0.95,217,559,2899
"2022-09-22",9,2022,560,"abundance","jags_RW","dm_controls","DM",22.496,0.092,76.836,113,0.95,217,559,2899
"2022-09-22",10,2022,561,"abundance","jags_RW","dm_controls","DM",32.057,0,162.634,113,0.95,217,559,2899
"2022-09-22",11,2022,562,"abundance","jags_RW","dm_controls","DM",38.282,0.462,196.9,113,0.95,217,559,2899
"2022-09-22",12,2022,563,"abundance","jags_RW","dm_controls","DM",42.508,0.269,196.9,113,0.95,217,559,2899
"2022-09-22",1,2023,564,"abundance","jags_RW","dm_controls","DM",45.238,0.15,196.9,113,0.95,217,559,2899
"2022-09-22",2,2023,565,"abundance","jags_RW","dm_controls","DM",46.618,0.065,196.9,113,0.95,217,559,2899
"2022-09-22",3,2023,566,"abundance","jags_RW","dm_controls","DM",47.378,0.012,196.9,113,0.95,217,559,2899
"2022-09-22",4,2023,567,"abundance","jags_RW","dm_controls","DM",47.18,0,196.9,113,0.95,217,559,2899
"2022-09-22",5,2023,568,"abundance","jags_RW","dm_controls","DM",46.997,0,196.9,113,0.95,217,559,2899
"2022-09-22",6,2023,569,"abundance","jags_RW","dm_controls","DM",46.52,0,196.9,113,0.95,217,559,2899
"2022-09-22",7,2023,570,"abundance","jags_RW","dm_controls","DM",46.028,0,196.9,113,0.95,217,559,2899
"2022-09-22",8,2023,571,"abundance","jags_RW","dm_controls","DM",46.053,0,196.9,113,0.95,217,559,2899
