"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2023-04-13",3,2023,566,"abundance","jags_logistic_competition","controls","DM",21.749,15.848,28.17,125,0.95,217,566,3168
"2023-04-13",4,2023,567,"abundance","jags_logistic_competition","controls","DM",21.53,13.918,30.049,125,0.95,217,566,3168
"2023-04-13",5,2023,568,"abundance","jags_logistic_competition","controls","DM",21.268,12.45,31.242,125,0.95,217,566,3168
"2023-04-13",6,2023,569,"abundance","jags_logistic_competition","controls","DM",21.072,11.582,32.163,125,0.95,217,566,3168
"2023-04-13",7,2023,570,"abundance","jags_logistic_competition","controls","DM",20.867,10.459,32.442,125,0.95,217,566,3168
"2023-04-13",8,2023,571,"abundance","jags_logistic_competition","controls","DM",20.676,9.884,32.943,125,0.95,217,566,3168
"2023-04-13",9,2023,572,"abundance","jags_logistic_competition","controls","DM",20.533,9.755,33.955,125,0.95,217,566,3168
"2023-04-13",10,2023,573,"abundance","jags_logistic_competition","controls","DM",20.363,8.81,33.717,125,0.95,217,566,3168
"2023-04-13",11,2023,574,"abundance","jags_logistic_competition","controls","DM",20.233,8.582,34.272,125,0.95,217,566,3168
"2023-04-13",12,2023,575,"abundance","jags_logistic_competition","controls","DM",20.113,8.37,34.57,125,0.95,217,566,3168
"2023-04-13",1,2024,576,"abundance","jags_logistic_competition","controls","DM",20.006,7.874,34.559,125,0.95,217,566,3168
"2023-04-13",2,2024,577,"abundance","jags_logistic_competition","controls","DM",19.923,7.321,34.514,125,0.95,217,566,3168
"2023-04-13",3,2024,578,"abundance","jags_logistic_competition","controls","DM",19.869,7.18,34.876,125,0.95,217,566,3168
