"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","start_moon","end_moon","cast_id","cast_group","confidence_level"
"2020-01-02",10,2019,524,"abundance","ESSS","exclosures","BA",3.5060979861515e-16,-1.36769674544442,1.36769674544442,217,526,228,11,0.95
"2020-01-02",11,2019,525,"abundance","ESSS","exclosures","BA",3.5060979861515e-16,-1.57974031754115,1.57974031754115,217,526,228,11,0.95
"2020-01-02",12,2019,526,"abundance","ESSS","exclosures","BA",3.5060979861515e-16,-1.76651197398454,1.76651197398454,217,526,228,11,0.95
"2020-01-02",1,2020,527,"abundance","ESSS","exclosures","BA",3.5060979861515e-16,-1.93534225334862,1.93534225334862,217,526,228,11,0.95
"2020-01-02",2,2020,528,"abundance","ESSS","exclosures","BA",3.5060979861515e-16,-2.09058238798719,2.09058238798719,217,526,228,11,0.95
"2020-01-02",3,2020,529,"abundance","ESSS","exclosures","BA",3.5060979861515e-16,-2.23506595077818,2.23506595077818,217,526,228,11,0.95
"2020-01-02",4,2020,530,"abundance","ESSS","exclosures","BA",3.5060979861515e-16,-2.37076040284414,2.37076040284414,217,526,228,11,0.95
"2020-01-02",5,2020,531,"abundance","ESSS","exclosures","BA",3.5060979861515e-16,-2.49909783143027,2.49909783143027,217,526,228,11,0.95
"2020-01-02",6,2020,532,"abundance","ESSS","exclosures","BA",3.5060979861515e-16,-2.62115910513368,2.62115910513368,217,526,228,11,0.95
"2020-01-02",7,2020,533,"abundance","ESSS","exclosures","BA",3.5060979861515e-16,-2.73778380041064,2.73778380041065,217,526,228,11,0.95
"2020-01-02",8,2020,534,"abundance","ESSS","exclosures","BA",3.5060979861515e-16,-2.84963948968228,2.84963948968228,217,526,228,11,0.95
"2020-01-02",9,2020,535,"abundance","ESSS","exclosures","BA",3.5060979861515e-16,-2.95726737115913,2.95726737115913,217,526,228,11,0.95
"2020-01-02",10,2020,536,"abundance","ESSS","exclosures","BA",3.5060979861515e-16,-3.06111342290484,3.06111342290484,217,526,228,11,0.95
"2020-01-02",11,2020,537,"abundance","ESSS","exclosures","BA",3.5060979861515e-16,-3.16155032717398,3.16155032717398,217,526,228,11,0.95
