"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2022-05-12",4,2022,554,"abundance","jags_logistic","dm_controls","DM",26.878,17.078,36.794,94,0.95,217,555,2468
"2022-05-12",4,2022,555,"abundance","jags_logistic","dm_controls","DM",41.902,0.433,150.787,94,0.95,217,555,2468
"2022-05-12",5,2022,556,"abundance","jags_logistic","dm_controls","DM",50.03,1.974,196.9,94,0.95,217,555,2468
"2022-05-12",6,2022,557,"abundance","jags_logistic","dm_controls","DM",53.533,1.095,196.9,94,0.95,217,555,2468
"2022-05-12",7,2022,558,"abundance","jags_logistic","dm_controls","DM",54.556,0.654,196.9,94,0.95,217,555,2468
"2022-05-12",8,2022,559,"abundance","jags_logistic","dm_controls","DM",54.421,0.384,196.9,94,0.95,217,555,2468
"2022-05-12",9,2022,560,"abundance","jags_logistic","dm_controls","DM",53.554,0.228,196.9,94,0.95,217,555,2468
"2022-05-12",10,2022,561,"abundance","jags_logistic","dm_controls","DM",53.092,0.125,196.9,94,0.95,217,555,2468
"2022-05-12",11,2022,562,"abundance","jags_logistic","dm_controls","DM",51.553,0.065,196.9,94,0.95,217,555,2468
"2022-05-12",12,2022,563,"abundance","jags_logistic","dm_controls","DM",50.159,0.022,196.9,94,0.95,217,555,2468
"2022-05-12",1,2023,564,"abundance","jags_logistic","dm_controls","DM",49.75,0,196.9,94,0.95,217,555,2468
"2022-05-12",2,2023,565,"abundance","jags_logistic","dm_controls","DM",48.087,0,196.9,94,0.95,217,555,2468
"2022-05-12",3,2023,566,"abundance","jags_logistic","dm_controls","DM",47.257,0,196.9,94,0.95,217,555,2468
"2022-05-12",4,2023,567,"abundance","jags_logistic","dm_controls","DM",46.544,0,196.9,94,0.95,217,555,2468
