"cast_date","cast_month","cast_year","moon","currency","model","cast_group","confidence_level","dataset","species","estimate","lower_pi","upper_pi","start_moon","end_moon","cast_id"
"2022-08-11",7,2022,558,"abundance","nbGARCH",107,0.95,"all","BA",0.61626095933631,0,4,217,558,2768
"2022-08-11",8,2022,559,"abundance","nbGARCH",107,0.95,"all","BA",0.809099627698404,0,6,217,558,2768
"2022-08-11",9,2022,560,"abundance","nbGARCH",107,0.95,"all","BA",0.861594013096656,0,5,217,558,2768
"2022-08-11",10,2022,561,"abundance","nbGARCH",107,0.95,"all","BA",0.875680853006762,0,6,217,558,2768
"2022-08-11",11,2022,562,"abundance","nbGARCH",107,0.95,"all","BA",0.879433594119656,0,5,217,558,2768
"2022-08-11",12,2022,563,"abundance","nbGARCH",107,0.95,"all","BA",0.880965709069214,0,5,217,558,2768
"2022-08-11",1,2023,564,"abundance","nbGARCH",107,0.95,"all","BA",0.883527107917289,0,5,217,558,2768
"2022-08-11",2,2023,565,"abundance","nbGARCH",107,0.95,"all","BA",0.883545244827695,0,5,217,558,2768
"2022-08-11",3,2023,566,"abundance","nbGARCH",107,0.95,"all","BA",0.883091187868343,0,5,217,558,2768
"2022-08-11",4,2023,567,"abundance","nbGARCH",107,0.95,"all","BA",0.881736289953444,0,4,217,558,2768
"2022-08-11",5,2023,568,"abundance","nbGARCH",107,0.95,"all","BA",0.879929744661478,0,5,217,558,2768
"2022-08-11",6,2023,569,"abundance","nbGARCH",107,0.95,"all","BA",0.879496869269598,0,6,217,558,2768
"2022-08-11",7,2023,570,"abundance","nbGARCH",107,0.95,"all","BA",0.879255208821181,0,6,217,558,2768
"2022-08-11",7,2022,558,"abundance","nbGARCH",107,0.95,"all","DM",37.9266567118693,24,53,217,558,2768
"2022-08-11",8,2022,559,"abundance","nbGARCH",107,0.95,"all","DM",37.1514776518308,20,57,217,558,2768
"2022-08-11",9,2022,560,"abundance","nbGARCH",107,0.95,"all","DM",36.5660245526686,17,63,217,558,2768
"2022-08-11",10,2022,561,"abundance","nbGARCH",107,0.95,"all","DM",36.170308506546,16,62,217,558,2768
"2022-08-11",11,2022,562,"abundance","nbGARCH",107,0.95,"all","DM",36.0672404733097,13,63,217,558,2768
"2022-08-11",12,2022,563,"abundance","nbGARCH",107,0.95,"all","DM",36.0278161377618,13,62,217,558,2768
"2022-08-11",1,2023,564,"abundance","nbGARCH",107,0.95,"all","DM",35.9923569272345,12,63,217,558,2768
"2022-08-11",2,2023,565,"abundance","nbGARCH",107,0.95,"all","DM",36.1406201295625,11,63,217,558,2768
"2022-08-11",3,2023,566,"abundance","nbGARCH",107,0.95,"all","DM",36.4045437146502,11,67,217,558,2768
"2022-08-11",4,2023,567,"abundance","nbGARCH",107,0.95,"all","DM",36.5993470278212,12,65,217,558,2768
"2022-08-11",5,2023,568,"abundance","nbGARCH",107,0.95,"all","DM",36.7096864027031,13,71,217,558,2768
"2022-08-11",6,2023,569,"abundance","nbGARCH",107,0.95,"all","DM",36.7427245384947,12,71,217,558,2768
"2022-08-11",7,2023,570,"abundance","nbGARCH",107,0.95,"all","DM",36.7096342687412,12,68,217,558,2768
"2022-08-11",7,2022,558,"abundance","nbGARCH",107,0.95,"all","DO",9.55892973992987,3,19,217,558,2768
"2022-08-11",8,2022,559,"abundance","nbGARCH",107,0.95,"all","DO",10.0540707698647,2,22,217,558,2768
"2022-08-11",9,2022,560,"abundance","nbGARCH",107,0.95,"all","DO",10.4878424703921,1,28,217,558,2768
"2022-08-11",10,2022,561,"abundance","nbGARCH",107,0.95,"all","DO",10.8689618015135,1,29,217,558,2768
"2022-08-11",11,2022,562,"abundance","nbGARCH",107,0.95,"all","DO",11.2347575247717,1,32,217,558,2768
"2022-08-11",12,2022,563,"abundance","nbGARCH",107,0.95,"all","DO",11.5609007892402,1,35,217,558,2768
"2022-08-11",1,2023,564,"abundance","nbGARCH",107,0.95,"all","DO",11.8710703547277,1,38,217,558,2768
"2022-08-11",2,2023,565,"abundance","nbGARCH",107,0.95,"all","DO",12.1444184750518,1,37,217,558,2768
"2022-08-11",3,2023,566,"abundance","nbGARCH",107,0.95,"all","DO",12.4025987781517,1,37,217,558,2768
"2022-08-11",4,2023,567,"abundance","nbGARCH",107,0.95,"all","DO",12.6166779627482,1,41,217,558,2768
"2022-08-11",5,2023,568,"abundance","nbGARCH",107,0.95,"all","DO",12.8000252672244,1,40,217,558,2768
"2022-08-11",6,2023,569,"abundance","nbGARCH",107,0.95,"all","DO",12.9547678324219,1,43,217,558,2768
"2022-08-11",7,2023,570,"abundance","nbGARCH",107,0.95,"all","DO",13.0824814020685,1,43,217,558,2768
"2022-08-11",7,2022,558,"abundance","nbGARCH",107,0.95,"all","DS",0.230187746992774,0,2,217,558,2768
"2022-08-11",8,2022,559,"abundance","nbGARCH",107,0.95,"all","DS",0.282165045073565,0,2,217,558,2768
"2022-08-11",9,2022,560,"abundance","nbGARCH",107,0.95,"all","DS",0.293877289564246,0,2,217,558,2768
"2022-08-11",10,2022,561,"abundance","nbGARCH",107,0.95,"all","DS",0.296515315562895,0,2,217,558,2768
"2022-08-11",11,2022,562,"abundance","nbGARCH",107,0.95,"all","DS",0.297109438629312,0,2,217,558,2768
"2022-08-11",12,2022,563,"abundance","nbGARCH",107,0.95,"all","DS",0.297243241189417,0,2,217,558,2768
"2022-08-11",1,2023,564,"abundance","nbGARCH",107,0.95,"all","DS",0.297273374741751,0,2,217,558,2768
"2022-08-11",2,2023,565,"abundance","nbGARCH",107,0.95,"all","DS",0.297280161081567,0,2,217,558,2768
"2022-08-11",3,2023,566,"abundance","nbGARCH",107,0.95,"all","DS",0.297281689424958,0,2,217,558,2768
"2022-08-11",4,2023,567,"abundance","nbGARCH",107,0.95,"all","DS",0.297282033621299,0,2,217,558,2768
"2022-08-11",5,2023,568,"abundance","nbGARCH",107,0.95,"all","DS",0.297282111139923,0,2,217,558,2768
"2022-08-11",6,2023,569,"abundance","nbGARCH",107,0.95,"all","DS",0.297282128595208,0,2,217,558,2768
"2022-08-11",7,2023,570,"abundance","nbGARCH",107,0.95,"all","DS",0.297282132356961,0,2,217,558,2768
"2022-08-11",7,2022,558,"abundance","nbGARCH",107,0.95,"all","NA",0.68286195129566,0,3,217,558,2768
"2022-08-11",8,2022,559,"abundance","nbGARCH",107,0.95,"all","NA",1.14099371489315,0,4,217,558,2768
"2022-08-11",9,2022,560,"abundance","nbGARCH",107,0.95,"all","NA",1.44682758576792,0,6,217,558,2768
"2022-08-11",10,2022,561,"abundance","nbGARCH",107,0.95,"all","NA",1.6505482810723,0,6,217,558,2768
"2022-08-11",11,2022,562,"abundance","nbGARCH",107,0.95,"all","NA",1.77645787968903,0,7,217,558,2768
"2022-08-11",12,2022,563,"abundance","nbGARCH",107,0.95,"all","NA",1.87554021727704,0,7,217,558,2768
"2022-08-11",1,2023,564,"abundance","nbGARCH",107,0.95,"all","NA",1.9354558758543,0,7,217,558,2768
"2022-08-11",2,2023,565,"abundance","nbGARCH",107,0.95,"all","NA",1.98584910743975,0,7,217,558,2768
"2022-08-11",3,2023,566,"abundance","nbGARCH",107,0.95,"all","NA",2.00866544489068,0,8,217,558,2768
"2022-08-11",4,2023,567,"abundance","nbGARCH",107,0.95,"all","NA",2.01297657700869,0,7,217,558,2768
"2022-08-11",5,2023,568,"abundance","nbGARCH",107,0.95,"all","NA",2.01582141888557,0,7,217,558,2768
"2022-08-11",6,2023,569,"abundance","nbGARCH",107,0.95,"all","NA",2.01769864525761,0,7,217,558,2768
"2022-08-11",7,2023,570,"abundance","nbGARCH",107,0.95,"all","NA",2.01893736124021,0,7,217,558,2768
"2022-08-11",7,2022,558,"abundance","nbGARCH",107,0.95,"all","OL",1.35667478238617,0,0,217,558,2768
"2022-08-11",8,2022,559,"abundance","nbGARCH",107,0.95,"all","OL",1.58839469601931,0,0,217,558,2768
"2022-08-11",9,2022,560,"abundance","nbGARCH",107,0.95,"all","OL",1.73817074254081,0,0,217,558,2768
"2022-08-11",10,2022,561,"abundance","nbGARCH",107,0.95,"all","OL",1.83469930322342,0,0,217,558,2768
"2022-08-11",11,2022,562,"abundance","nbGARCH",107,0.95,"all","OL",1.89679971297281,0,0,217,558,2768
"2022-08-11",12,2022,563,"abundance","nbGARCH",107,0.95,"all","OL",1.93670722816909,0,0,217,558,2768
"2022-08-11",1,2023,564,"abundance","nbGARCH",107,0.95,"all","OL",1.92468381331615,0,0,217,558,2768
"2022-08-11",2,2023,565,"abundance","nbGARCH",107,0.95,"all","OL",1.91711213296509,0,0,217,558,2768
"2022-08-11",3,2023,566,"abundance","nbGARCH",107,0.95,"all","OL",1.94975230555325,0,0,217,558,2768
"2022-08-11",4,2023,567,"abundance","nbGARCH",107,0.95,"all","OL",1.97070863935216,0,0,217,558,2768
"2022-08-11",5,2023,568,"abundance","nbGARCH",107,0.95,"all","OL",1.9841586521829,0,0,217,558,2768
"2022-08-11",6,2023,569,"abundance","nbGARCH",107,0.95,"all","OL",1.9545533514731,0,0,217,558,2768
"2022-08-11",7,2023,570,"abundance","nbGARCH",107,0.95,"all","OL",1.93592007606626,0,0,217,558,2768
"2022-08-11",7,2022,558,"abundance","nbGARCH",107,0.95,"all","OT",0.973882201883822,0,4,217,558,2768
"2022-08-11",8,2022,559,"abundance","nbGARCH",107,0.95,"all","OT",1.90185647898142,0,7,217,558,2768
"2022-08-11",9,2022,560,"abundance","nbGARCH",107,0.95,"all","OT",2.75439548993964,0,11,217,558,2768
"2022-08-11",10,2022,561,"abundance","nbGARCH",107,0.95,"all","OT",3.54919173334138,0,13,217,558,2768
"2022-08-11",11,2022,562,"abundance","nbGARCH",107,0.95,"all","OT",4.32564876489814,0,15,217,558,2768
"2022-08-11",12,2022,563,"abundance","nbGARCH",107,0.95,"all","OT",4.98079902180794,0,18,217,558,2768
"2022-08-11",1,2023,564,"abundance","nbGARCH",107,0.95,"all","OT",5.58304502036901,0,21,217,558,2768
"2022-08-11",2,2023,565,"abundance","nbGARCH",107,0.95,"all","OT",6.13596222373314,0,25,217,558,2768
"2022-08-11",3,2023,566,"abundance","nbGARCH",107,0.95,"all","OT",6.73660471698289,0,26,217,558,2768
"2022-08-11",4,2023,567,"abundance","nbGARCH",107,0.95,"all","OT",7.22984793386701,0,29,217,558,2768
"2022-08-11",5,2023,568,"abundance","nbGARCH",107,0.95,"all","OT",7.682416482052,0,29,217,558,2768
"2022-08-11",6,2023,569,"abundance","nbGARCH",107,0.95,"all","OT",8.17029510934309,0,32,217,558,2768
"2022-08-11",7,2023,570,"abundance","nbGARCH",107,0.95,"all","OT",8.62197477835675,0,34,217,558,2768
