"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2023-03-02",2,2023,565,"abundance","jags_logistic","controls","DM",18.531,13.365,24.42,121,0.95,217,565,3078
"2023-03-02",3,2023,566,"abundance","jags_logistic","controls","DM",18.461,11.69,25.753,121,0.95,217,565,3078
"2023-03-02",4,2023,567,"abundance","jags_logistic","controls","DM",18.394,10.724,27.008,121,0.95,217,565,3078
"2023-03-02",5,2023,568,"abundance","jags_logistic","controls","DM",18.298,9.946,27.472,121,0.95,217,565,3078
"2023-03-02",6,2023,569,"abundance","jags_logistic","controls","DM",18.197,9.449,28.236,121,0.95,217,565,3078
"2023-03-02",7,2023,570,"abundance","jags_logistic","controls","DM",18.081,9.093,28.552,121,0.95,217,565,3078
"2023-03-02",8,2023,571,"abundance","jags_logistic","controls","DM",17.991,8.482,28.915,121,0.95,217,565,3078
"2023-03-02",9,2023,572,"abundance","jags_logistic","controls","DM",17.919,7.993,29.016,121,0.95,217,565,3078
"2023-03-02",10,2023,573,"abundance","jags_logistic","controls","DM",17.827,8.132,29.521,121,0.95,217,565,3078
"2023-03-02",11,2023,574,"abundance","jags_logistic","controls","DM",17.76,7.496,29.346,121,0.95,217,565,3078
"2023-03-02",12,2023,575,"abundance","jags_logistic","controls","DM",17.705,7.383,29.691,121,0.95,217,565,3078
"2023-03-02",1,2024,576,"abundance","jags_logistic","controls","DM",17.628,7.138,29.602,121,0.95,217,565,3078
"2023-03-02",2,2024,577,"abundance","jags_logistic","controls","DM",17.566,7.158,30.019,121,0.95,217,565,3078
