"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2022-04-07",1,2022,552,"abundance","jags_logistic","dm_controls","DM",19.932,11.706,28.613,89,0.95,217,554,2338
"2022-04-07",3,2022,553,"abundance","jags_logistic","dm_controls","DM",32.595,0.21,117.153,89,0.95,217,554,2338
"2022-04-07",4,2022,554,"abundance","jags_logistic","dm_controls","DM",41.662,1.417,196.9,89,0.95,217,554,2338
"2022-04-07",4,2022,555,"abundance","jags_logistic","dm_controls","DM",46.634,0.743,196.9,89,0.95,217,554,2338
"2022-04-07",5,2022,556,"abundance","jags_logistic","dm_controls","DM",48.385,0.441,196.9,89,0.95,217,554,2338
"2022-04-07",6,2022,557,"abundance","jags_logistic","dm_controls","DM",49.65,0.246,196.9,89,0.95,217,554,2338
"2022-04-07",7,2022,558,"abundance","jags_logistic","dm_controls","DM",49.764,0.144,196.9,89,0.95,217,554,2338
"2022-04-07",8,2022,559,"abundance","jags_logistic","dm_controls","DM",49.189,0.067,196.9,89,0.95,217,554,2338
"2022-04-07",9,2022,560,"abundance","jags_logistic","dm_controls","DM",48.327,0.022,196.9,89,0.95,217,554,2338
"2022-04-07",10,2022,561,"abundance","jags_logistic","dm_controls","DM",48.027,0,196.9,89,0.95,217,554,2338
"2022-04-07",11,2022,562,"abundance","jags_logistic","dm_controls","DM",47.026,0,196.9,89,0.95,217,554,2338
"2022-04-07",12,2022,563,"abundance","jags_logistic","dm_controls","DM",45.846,0,196.9,89,0.95,217,554,2338
"2022-04-07",1,2023,564,"abundance","jags_logistic","dm_controls","DM",44.675,0,196.9,89,0.95,217,554,2338
"2022-04-07",2,2023,565,"abundance","jags_logistic","dm_controls","DM",43.693,0,196.9,89,0.95,217,554,2338
"2022-04-07",3,2023,566,"abundance","jags_logistic","dm_controls","DM",43.078,0,196.9,89,0.95,217,554,2338
