"date","currency","model","level","species","aic","fit_start_newmoon","fit_end_newmoon","initial_newmoon"
"2018-09-28","abundance","AutoArima","All","total",2974.0037125609,217,510,510
"2018-09-28","abundance","AutoArima","Controls","total",2193.77518991079,217,510,510
"2018-09-28","abundance","ESSS","All","total",3790.80072099522,217,510,510
"2018-09-28","abundance","ESSS","Controls","total",3034.00571306697,217,510,510
"2018-09-28","abundance","nbGARCH","All","BA",447.719791938277,217,510,510
"2018-09-28","abundance","nbGARCH","All","DM",1946.2509075392,217,510,510
"2018-09-28","abundance","nbGARCH","All","DO",1645.76212475607,217,510,510
"2018-09-28","abundance","nbGARCH","All","DS",342.278910981185,217,510,510
"2018-09-28","abundance","nbGARCH","All","NA",977.187837586467,217,510,510
"2018-09-28","abundance","nbGARCH","All","OL",877.051321841838,217,510,510
"2018-09-28","abundance","nbGARCH","All","OT",1619.53646450165,217,510,510
"2018-09-28","abundance","nbGARCH","All","PB",1921.4702508657,217,510,510
"2018-09-28","abundance","nbGARCH","All","PE",1316.54455251145,217,510,510
"2018-09-28","abundance","nbGARCH","All","PF",1158.26889832166,217,510,510
"2018-09-28","abundance","nbGARCH","All","PH",117.258212593175,217,510,510
"2018-09-28","abundance","nbGARCH","All","PL",450.358183953052,217,510,510
"2018-09-28","abundance","nbGARCH","All","PM",832.860634586881,217,510,510
"2018-09-28","abundance","nbGARCH","All","PP",2607.32572246762,217,510,510
"2018-09-28","abundance","nbGARCH","All","RF",63.9877485229503,217,510,510
"2018-09-28","abundance","nbGARCH","All","RM",1396.23064738956,217,510,510
"2018-09-28","abundance","nbGARCH","All","RO",330.894234262519,217,510,510
"2018-09-28","abundance","nbGARCH","All","SF",566.725577593724,217,510,510
"2018-09-28","abundance","nbGARCH","All","SH",639.125076435286,217,510,510
"2018-09-28","abundance","nbGARCH","All","SO",32.9612721299516,217,510,510
"2018-09-28","abundance","nbGARCH","All","total",2933.40975262289,217,510,510
"2018-09-28","abundance","nbGARCH","Controls","BA",270.505346512676,217,510,510
