"cast_date","cast_month","cast_year","moon","currency","model","dataset","species","estimate","lower_pi","upper_pi","cast_group","confidence_level","start_moon","end_moon","cast_id"
"2023-04-13",3,2023,566,"abundance","jags_RW","controls","DM",21.809,15.726,27.969,125,0.95,217,566,3171
"2023-04-13",4,2023,567,"abundance","jags_RW","controls","DM",21.997,14.225,30.409,125,0.95,217,566,3171
"2023-04-13",5,2023,568,"abundance","jags_RW","controls","DM",22.167,12.949,32.386,125,0.95,217,566,3171
"2023-04-13",6,2023,569,"abundance","jags_RW","controls","DM",22.347,11.823,34.239,125,0.95,217,566,3171
"2023-04-13",7,2023,570,"abundance","jags_RW","controls","DM",22.527,10.742,35.779,125,0.95,217,566,3171
"2023-04-13",8,2023,571,"abundance","jags_RW","controls","DM",22.698,10.15,37.333,125,0.95,217,566,3171
"2023-04-13",9,2023,572,"abundance","jags_RW","controls","DM",22.871,9.642,39.05,125,0.95,217,566,3171
"2023-04-13",10,2023,573,"abundance","jags_RW","controls","DM",23.039,8.563,40.044,125,0.95,217,566,3171
"2023-04-13",11,2023,574,"abundance","jags_RW","controls","DM",23.203,8.592,41.893,125,0.95,217,566,3171
"2023-04-13",12,2023,575,"abundance","jags_RW","controls","DM",23.377,7.675,42.844,125,0.95,217,566,3171
"2023-04-13",1,2024,576,"abundance","jags_RW","controls","DM",23.567,7.054,44.048,125,0.95,217,566,3171
"2023-04-13",2,2024,577,"abundance","jags_RW","controls","DM",23.766,7.006,45.692,125,0.95,217,566,3171
"2023-04-13",3,2024,578,"abundance","jags_RW","controls","DM",23.945,6.845,47.153,125,0.95,217,566,3171
