"date","forecastmonth","forecastyear","NewMoonNumber","currency","model","level","species","estimate","LowerPI","UpperPI"
2017-01-29,1,2017,491,"abundance","Forecast","Controls","total",33.5441331789678,17.3654537885343,49.7228125694014
2017-01-29,2,2017,492,"abundance","Forecast","Controls","total",34.8257798377644,13.7849042672573,55.8666554082714
2017-01-29,3,2017,493,"abundance","Forecast","Controls","total",36.1074264965609,10.6927951777856,61.5220578153361
2017-01-29,4,2017,494,"abundance","Forecast","Controls","total",37.3890731553574,7.84309776479079,66.935048545924
2017-01-29,5,2017,495,"abundance","Forecast","Controls","total",38.6707198141539,5.11995566851257,72.2214839597952
2017-01-29,6,2017,496,"abundance","Forecast","Controls","total",39.9523664729504,2.45810519688474,77.4466277490161
2017-01-29,7,2017,497,"abundance","Forecast","Controls","total",41.2340131317469,-0.183536198068886,82.6515624615627
2017-01-29,8,2017,498,"abundance","Forecast","Controls","total",42.5156597905435,-2.83292624649913,87.864245827586
2017-01-29,9,2017,499,"abundance","Forecast","Controls","total",43.79730644934,-5.51025276373493,93.1048656624149
2017-01-29,10,2017,500,"abundance","Forecast","Controls","total",45.0789531081365,-8.23080469117966,98.3887109074526
2017-01-29,11,2017,501,"abundance","Forecast","Controls","total",46.360599766933,-11.0066321288121,103.727831662678
2017-01-29,12,2017,502,"abundance","Forecast","Controls","total",47.6422464257295,-13.8475640641317,109.132056915591
2017-01-29,1,2017,491,"abundance","AutoArima","Controls","total",34.8471209796877,19.6698243837559,61.7352660034842
2017-01-29,2,2017,492,"abundance","AutoArima","Controls","total",35.5182959212476,17.1475656800116,73.570171340406
2017-01-29,3,2017,493,"abundance","AutoArima","Controls","total",36.0474657697615,16.0206570946744,81.1090194829825
2017-01-29,4,2017,494,"abundance","AutoArima","Controls","total",36.4630913424444,15.4406545449482,86.1075562811834
2017-01-29,5,2017,495,"abundance","AutoArima","Controls","total",36.7885744775177,15.1231364187657,89.4919661247306
2017-01-29,6,2017,496,"abundance","AutoArima","Controls","total",37.0428834233667,14.9434349573369,91.8246183849069
