"date","forecastmonth","forecastyear","NewMoonNumber","currency","model","level","species","estimate","LowerPI","UpperPI"
2017-01-29,2,2017,492,"abundance","NegBinom Time Series","All","DS",0.798214505405386,0,3
2017-01-29,3,2017,493,"abundance","NegBinom Time Series","All","DS",0.718917678930155,0,4
2017-01-29,4,2017,494,"abundance","NegBinom Time Series","All","DS",0.651242756199708,0,4
2017-01-29,5,2017,495,"abundance","NegBinom Time Series","All","DS",0.593486407787036,0,3
2017-01-29,6,2017,496,"abundance","NegBinom Time Series","All","DS",0.568096432780034,0,3
2017-01-29,7,2017,497,"abundance","NegBinom Time Series","All","DS",0.54642766415012,0,4
2017-01-29,8,2017,498,"abundance","NegBinom Time Series","All","DS",0.527934714322516,0,3
2017-01-29,9,2017,499,"abundance","NegBinom Time Series","All","DS",0.512152128845869,0,3
2017-01-29,10,2017,500,"abundance","NegBinom Time Series","All","DS",0.474781185270991,0,3
2017-01-29,11,2017,501,"abundance","NegBinom Time Series","All","DS",0.466788889131032,0,2
2017-01-29,12,2017,502,"abundance","NegBinom Time Series","All","DS",0.459967960179894,0,3
2017-01-29,1,2017,491,"abundance","NegBinom Time Series","All","NA",4.14533319011403,1,10
2017-01-29,2,2017,492,"abundance","NegBinom Time Series","All","NA",3.54835822950092,0,11
2017-01-29,3,2017,493,"abundance","NegBinom Time Series","All","NA",3.1438650189049,0,10
2017-01-29,4,2017,494,"abundance","NegBinom Time Series","All","NA",2.84877890259204,0,10
2017-01-29,5,2017,495,"abundance","NegBinom Time Series","All","NA",2.64264474476561,0,9
2017-01-29,6,2017,496,"abundance","NegBinom Time Series","All","NA",2.51117553765884,0,8
2017-01-29,7,2017,497,"abundance","NegBinom Time Series","All","NA",2.41307408308533,0,8
2017-01-29,8,2017,498,"abundance","NegBinom Time Series","All","NA",2.33201821664416,0,8
2017-01-29,9,2017,499,"abundance","NegBinom Time Series","All","NA",2.27534114727333,0,7
2017-01-29,10,2017,500,"abundance","NegBinom Time Series","All","NA",2.2483309724214,0,7
2017-01-29,11,2017,501,"abundance","NegBinom Time Series","All","NA",2.22946239710119,0,7
2017-01-29,12,2017,502,"abundance","NegBinom Time Series","All","NA",2.22271372656453,0,7
2017-01-29,1,2017,491,"abundance","NegBinom Time Series","All","OL",1.65347991164056,0,6
2017-01-29,2,2017,492,"abundance","NegBinom Time Series","All","OL",2.40510685773529,0,9
2017-01-29,3,2017,493,"abundance","NegBinom Time Series","All","OL",2.95230433432096,0,12
2017-01-29,4,2017,494,"abundance","NegBinom Time Series","All","OL",2.88197760136492,0,13
2017-01-29,5,2017,495,"abundance","NegBinom Time Series","All","OL",2.66076256532725,0,11
2017-01-29,6,2017,496,"abundance","NegBinom Time Series","All","OL",2.55289816568038,0,11
2017-01-29,7,2017,497,"abundance","NegBinom Time Series","All","OL",2.3658386365129,0,10
2017-01-29,8,2017,498,"abundance","NegBinom Time Series","All","OL",2.27991074073511,0,9
2017-01-29,9,2017,499,"abundance","NegBinom Time Series","All","OL",2.19091272866476,0,9
2017-01-29,10,2017,500,"abundance","NegBinom Time Series","All","OL",2.14808353229326,0,10
2017-01-29,11,2017,501,"abundance","NegBinom Time Series","All","OL",2.07509902341529,0,9
2017-01-29,12,2017,502,"abundance","NegBinom Time Series","All","OL",2.07290877071464,0,8
2017-01-29,1,2017,491,"abundance","NegBinom Time Series","All","OT",9.33696719328586,2,19
2017-01-29,2,2017,492,"abundance","NegBinom Time Series","All","OT",9.74302157770029,1,23
2017-01-29,3,2017,493,"abundance","NegBinom Time Series","All","OT",10.1629113483488,1,29
2017-01-29,4,2017,494,"abundance","NegBinom Time Series","All","OT",10.056698781439,1,30
2017-01-29,5,2017,495,"abundance","NegBinom Time Series","All","OT",9.99571624701641,1,33
2017-01-29,6,2017,496,"abundance","NegBinom Time Series","All","OT",9.97488386715747,1,31
2017-01-29,7,2017,497,"abundance","NegBinom Time Series","All","OT",9.9116867343534,1,32
2017-01-29,8,2017,498,"abundance","NegBinom Time Series","All","OT",9.85757503812955,0,30
2017-01-29,9,2017,499,"abundance","NegBinom Time Series","All","OT",9.84339193688316,1,28
2017-01-29,10,2017,500,"abundance","NegBinom Time Series","All","OT",9.82951168001349,1,29
2017-01-29,11,2017,501,"abundance","NegBinom Time Series","All","OT",9.86224412855457,1,28
2017-01-29,12,2017,502,"abundance","NegBinom Time Series","All","OT",9.93712319781349,1,29
2017-01-29,1,2017,491,"abundance","NegBinom Time Series","All","PB",1.76914579066681,0,5
2017-01-29,2,2017,492,"abundance","NegBinom Time Series","All","PB",2.53540641480031,0,8
2017-01-29,3,2017,493,"abundance","NegBinom Time Series","All","PB",3.23430441683116,0,10
2017-01-29,4,2017,494,"abundance","NegBinom Time Series","All","PB",3.64189631506593,0,12
2017-01-29,5,2017,495,"abundance","NegBinom Time Series","All","PB",3.99927135369421,0,14
2017-01-29,6,2017,496,"abundance","NegBinom Time Series","All","PB",4.37998147481051,0,15
2017-01-29,7,2017,497,"abundance","NegBinom Time Series","All","PB",4.77903166573444,0,18
2017-01-29,8,2017,498,"abundance","NegBinom Time Series","All","PB",5.1111329277361,0,17
2017-01-29,9,2017,499,"abundance","NegBinom Time Series","All","PB",5.4658488401844,0,20
2017-01-29,10,2017,500,"abundance","NegBinom Time Series","All","PB",5.80316910979269,0,21
2017-01-29,11,2017,501,"abundance","NegBinom Time Series","All","PB",6.09726430803869,0,22
2017-01-29,12,2017,502,"abundance","NegBinom Time Series","All","PB",6.37505970973413,0,24
2017-01-29,1,2017,491,"abundance","NegBinom Time Series","All","PE",4.74095775677038,0,12
2017-01-29,2,2017,492,"abundance","NegBinom Time Series","All","PE",5.55956649985453,0,16
2017-01-29,3,2017,493,"abundance","NegBinom Time Series","All","PE",6.31626870471437,0,20
2017-01-29,4,2017,494,"abundance","NegBinom Time Series","All","PE",6.51005896045334,0,23
2017-01-29,5,2017,495,"abundance","NegBinom Time Series","All","PE",6.47395561888553,0,21
2017-01-29,6,2017,496,"abundance","NegBinom Time Series","All","PE",6.25948708860132,0,19
2017-01-29,7,2017,497,"abundance","NegBinom Time Series","All","PE",6.08450298556845,0,20
2017-01-29,8,2017,498,"abundance","NegBinom Time Series","All","PE",5.79443559051846,0,20
2017-01-29,9,2017,499,"abundance","NegBinom Time Series","All","PE",5.6638693465821,0,20
2017-01-29,10,2017,500,"abundance","NegBinom Time Series","All","PE",5.64615075060431,0,20
2017-01-29,11,2017,501,"abundance","NegBinom Time Series","All","PE",5.58711668176162,0,20
2017-01-29,12,2017,502,"abundance","NegBinom Time Series","All","PE",5.5484112186418,0,17
2017-01-29,1,2017,491,"abundance","NegBinom Time Series","All","PF",0.569145456127236,0,2
2017-01-29,2,2017,492,"abundance","NegBinom Time Series","All","PF",1.11031558038822,0,4
2017-01-29,3,2017,493,"abundance","NegBinom Time Series","All","PF",1.5728359075917,0,7
2017-01-29,4,2017,494,"abundance","NegBinom Time Series","All","PF",1.95125800757487,0,8
2017-01-29,5,2017,495,"abundance","NegBinom Time Series","All","PF",2.28995900495794,0,10
2017-01-29,6,2017,496,"abundance","NegBinom Time Series","All","PF",2.58382250902487,0,11
2017-01-29,7,2017,497,"abundance","NegBinom Time Series","All","PF",2.86743700645075,0,11
2017-01-29,8,2017,498,"abundance","NegBinom Time Series","All","PF",3.11762683375952,0,10
2017-01-29,9,2017,499,"abundance","NegBinom Time Series","All","PF",3.32346250696799,0,13
2017-01-29,10,2017,500,"abundance","NegBinom Time Series","All","PF",3.50026678484337,0,13
2017-01-29,11,2017,501,"abundance","NegBinom Time Series","All","PF",3.65122369650289,0,13
2017-01-29,12,2017,502,"abundance","NegBinom Time Series","All","PF",3.78431896103466,0,13
2017-01-29,1,2017,491,"abundance","NegBinom Time Series","All","PH",0.021929941550376,0,0
2017-01-29,2,2017,492,"abundance","NegBinom Time Series","All","PH",0.0219299415508339,0,0
2017-01-29,3,2017,493,"abundance","NegBinom Time Series","All","PH",0.0219299415508339,0,0
2017-01-29,4,2017,494,"abundance","NegBinom Time Series","All","PH",0.0219299415508339,0,0
2017-01-29,5,2017,495,"abundance","NegBinom Time Series","All","PH",0.0219299415508339,0,0
2017-01-29,6,2017,496,"abundance","NegBinom Time Series","All","PH",0.0219299415508339,0,0
2017-01-29,7,2017,497,"abundance","NegBinom Time Series","All","PH",0.0219299415508339,0,0
2017-01-29,8,2017,498,"abundance","NegBinom Time Series","All","PH",0.0219299415508339,0,0
2017-01-29,9,2017,499,"abundance","NegBinom Time Series","All","PH",0.0219299415508339,0,0
2017-01-29,10,2017,500,"abundance","NegBinom Time Series","All","PH",0.0219299415508339,0,0
2017-01-29,11,2017,501,"abundance","NegBinom Time Series","All","PH",0.0219299415508339,0,0
2017-01-29,12,2017,502,"abundance","NegBinom Time Series","All","PH",0.0219299415508339,0,0
2017-01-29,1,2017,491,"abundance","NegBinom Time Series","All","PL",3.34334673394371,0,23
2017-01-29,2,2017,492,"abundance","NegBinom Time Series","All","PL",2.75485278057676,0,4
2017-01-29,3,2017,493,"abundance","NegBinom Time Series","All","PL",2.32123187578346,0,2
2017-01-29,4,2017,494,"abundance","NegBinom Time Series","All","PL",1.94339131531226,0,1
2017-01-29,5,2017,495,"abundance","NegBinom Time Series","All","PL",1.64342203848327,0,1
2017-01-29,6,2017,496,"abundance","NegBinom Time Series","All","PL",1.4052751149876,0,1
2017-01-29,7,2017,497,"abundance","NegBinom Time Series","All","PL",1.21620922876879,0,1
2017-01-29,8,2017,498,"abundance","NegBinom Time Series","All","PL",1.06610899310576,0,1
2017-01-29,9,2017,499,"abundance","NegBinom Time Series","All","PL",0.946943758207587,0,1
2017-01-29,10,2017,500,"abundance","NegBinom Time Series","All","PL",0.852337956173155,0,1
2017-01-29,11,2017,501,"abundance","NegBinom Time Series","All","PL",0.777229995142784,0,1
2017-01-29,12,2017,502,"abundance","NegBinom Time Series","All","PL",0.751188479548362,0,1
2017-01-29,1,2017,491,"abundance","NegBinom Time Series","All","PM",2.93536801092741,0,10
2017-01-29,2,2017,492,"abundance","NegBinom Time Series","All","PM",2.98524821598634,0,12
2017-01-29,3,2017,493,"abundance","NegBinom Time Series","All","PM",3.06718909004082,0,14
2017-01-29,4,2017,494,"abundance","NegBinom Time Series","All","PM",3.08762865177398,0,13
2017-01-29,5,2017,495,"abundance","NegBinom Time Series","All","PM",3.0336642358542,0,14
2017-01-29,6,2017,496,"abundance","NegBinom Time Series","All","PM",3.00248012881476,0,12
2017-01-29,7,2017,497,"abundance","NegBinom Time Series","All","PM",2.90130824801737,0,12
2017-01-29,8,2017,498,"abundance","NegBinom Time Series","All","PM",2.79062736458574,0,10
2017-01-29,9,2017,499,"abundance","NegBinom Time Series","All","PM",2.69013638008732,0,9
2017-01-29,10,2017,500,"abundance","NegBinom Time Series","All","PM",2.599685168568,0,8
2017-01-29,11,2017,501,"abundance","NegBinom Time Series","All","PM",2.51661091595662,0,6
2017-01-29,12,2017,502,"abundance","NegBinom Time Series","All","PM",2.44028255213796,0,6
2017-01-29,1,2017,491,"abundance","NegBinom Time Series","All","PP",6.7764467342197,0,18
2017-01-29,2,2017,492,"abundance","NegBinom Time Series","All","PP",12.5203481810144,1,33
2017-01-29,3,2017,493,"abundance","NegBinom Time Series","All","PP",17.3890360155743,1,49
2017-01-29,4,2017,494,"abundance","NegBinom Time Series","All","PP",21.5158688915087,1,62
2017-01-29,5,2017,495,"abundance","NegBinom Time Series","All","PP",25.0138852496944,1,76
2017-01-29,6,2017,496,"abundance","NegBinom Time Series","All","PP",27.9788995498941,2,92
2017-01-29,7,2017,497,"abundance","NegBinom Time Series","All","PP",30.492126706487,1,97
2017-01-29,8,2017,498,"abundance","NegBinom Time Series","All","PP",32.6224067500043,2,105
2017-01-29,9,2017,499,"abundance","NegBinom Time Series","All","PP",34.4280903466079,2,123
2017-01-29,10,2017,500,"abundance","NegBinom Time Series","All","PP",35.9586371101118,2,135
2017-01-29,11,2017,501,"abundance","NegBinom Time Series","All","PP",37.2559703634655,2,133
2017-01-29,12,2017,502,"abundance","NegBinom Time Series","All","PP",38.3556254754418,1,121
2017-01-29,1,2017,491,"abundance","NegBinom Time Series","All","RF",0.0131578667189301,0,0
2017-01-29,2,2017,492,"abundance","NegBinom Time Series","All","RF",0.0131578667195488,0,0
2017-01-29,3,2017,493,"abundance","NegBinom Time Series","All","RF",0.0131578667195488,0,0
2017-01-29,4,2017,494,"abundance","NegBinom Time Series","All","RF",0.0131578667195488,0,0
2017-01-29,5,2017,495,"abundance","NegBinom Time Series","All","RF",0.0131578667195488,0,0
2017-01-29,6,2017,496,"abundance","NegBinom Time Series","All","RF",0.0131578667195488,0,0
2017-01-29,7,2017,497,"abundance","NegBinom Time Series","All","RF",0.0131578667195488,0,0
2017-01-29,8,2017,498,"abundance","NegBinom Time Series","All","RF",0.0131578667195488,0,0
2017-01-29,9,2017,499,"abundance","NegBinom Time Series","All","RF",0.0131578667195488,0,0
2017-01-29,10,2017,500,"abundance","NegBinom Time Series","All","RF",0.0131578667195488,0,0
2017-01-29,11,2017,501,"abundance","NegBinom Time Series","All","RF",0.0131578667195488,0,0
2017-01-29,12,2017,502,"abundance","NegBinom Time Series","All","RF",0.0131578667195488,0,0
2017-01-29,1,2017,491,"abundance","NegBinom Time Series","All","RM",10.0973667663539,0,37
2017-01-29,2,2017,492,"abundance","NegBinom Time Series","All","RM",9.33017080676542,0,44
2017-01-29,3,2017,493,"abundance","NegBinom Time Series","All","RM",8.67809018477958,0,36
2017-01-29,4,2017,494,"abundance","NegBinom Time Series","All","RM",8.12385220655877,0,22
2017-01-29,5,2017,495,"abundance","NegBinom Time Series","All","RM",7.65277589146366,0,20
2017-01-29,6,2017,496,"abundance","NegBinom Time Series","All","RM",7.25238309381738,0,17
2017-01-29,7,2017,497,"abundance","NegBinom Time Series","All","RM",6.91206797448482,0,15
2017-01-29,8,2017,498,"abundance","NegBinom Time Series","All","RM",6.62281606703911,0,16
2017-01-29,9,2017,499,"abundance","NegBinom Time Series","All","RM",6.37696549735747,0,14
2017-01-29,10,2017,500,"abundance","NegBinom Time Series","All","RM",6.16800403139331,0,15
2017-01-29,11,2017,501,"abundance","NegBinom Time Series","All","RM",5.99039657530957,0,11
2017-01-29,12,2017,502,"abundance","NegBinom Time Series","All","RM",5.83943855866767,0,12
2017-01-29,1,2017,491,"abundance","NegBinom Time Series","All","RO",1.43730251883519,0,8
2017-01-29,2,2017,492,"abundance","NegBinom Time Series","All","RO",1.06307470917974,0,3
2017-01-29,3,2017,493,"abundance","NegBinom Time Series","All","RO",0.814190613893551,0,1
2017-01-29,4,2017,494,"abundance","NegBinom Time Series","All","RO",0.648667658941384,0,1
2017-01-29,5,2017,495,"abundance","NegBinom Time Series","All","RO",0.538584896960268,0,1
2017-01-29,6,2017,496,"abundance","NegBinom Time Series","All","RO",0.465373211683593,0,1
2017-01-29,7,2017,497,"abundance","NegBinom Time Series","All","RO",0.416683019274956,0,1
2017-01-29,8,2017,498,"abundance","NegBinom Time Series","All","RO",0.384301100630024,0,1
2017-01-29,9,2017,499,"abundance","NegBinom Time Series","All","RO",0.362765168992568,0,1
2017-01-29,10,2017,500,"abundance","NegBinom Time Series","All","RO",0.348442473769388,0,1
2017-01-29,11,2017,501,"abundance","NegBinom Time Series","All","RO",0.338917016412376,0,1
2017-01-29,12,2017,502,"abundance","NegBinom Time Series","All","RO",0.332582011970377,0,1
2017-01-29,1,2017,491,"abundance","NegBinom Time Series","All","SF",0.0792866587678095,0,1
2017-01-29,2,2017,492,"abundance","NegBinom Time Series","All","SF",0.213606938449118,0,1
2017-01-29,3,2017,493,"abundance","NegBinom Time Series","All","SF",0.277393736395784,0,1
2017-01-29,4,2017,494,"abundance","NegBinom Time Series","All","SF",0.315262357665357,0,0
2017-01-29,5,2017,495,"abundance","NegBinom Time Series","All","SF",0.39100310998574,0,1
2017-01-29,6,2017,496,"abundance","NegBinom Time Series","All","SF",0.425342944726363,0,1
2017-01-29,7,2017,497,"abundance","NegBinom Time Series","All","SF",0.475600292201405,0,1
2017-01-29,8,2017,498,"abundance","NegBinom Time Series","All","SF",0.522787265939869,0,1
2017-01-29,9,2017,499,"abundance","NegBinom Time Series","All","SF",0.544459893639898,0,1
2017-01-29,10,2017,500,"abundance","NegBinom Time Series","All","SF",0.569860036831526,0,1
2017-01-29,11,2017,501,"abundance","NegBinom Time Series","All","SF",0.591905953574575,0,1
2017-01-29,12,2017,502,"abundance","NegBinom Time Series","All","SF",0.604497860423331,0,1
2017-01-29,1,2017,491,"abundance","NegBinom Time Series","All","SH",2.83420054105519,0,15
2017-01-29,2,2017,492,"abundance","NegBinom Time Series","All","SH",2.68250572381876,0,14
2017-01-29,3,2017,493,"abundance","NegBinom Time Series","All","SH",2.54371565951707,0,6
2017-01-29,4,2017,494,"abundance","NegBinom Time Series","All","SH",2.41673253435656,0,4
2017-01-29,5,2017,495,"abundance","NegBinom Time Series","All","SH",2.30055192623711,0,2
2017-01-29,6,2017,496,"abundance","NegBinom Time Series","All","SH",2.19425485972519,0,2
2017-01-29,7,2017,497,"abundance","NegBinom Time Series","All","SH",2.09700053706385,0,2
2017-01-29,8,2017,498,"abundance","NegBinom Time Series","All","SH",2.00801968757583,0,1
2017-01-29,9,2017,499,"abundance","NegBinom Time Series","All","SH",1.92660848281961,0,1
2017-01-29,10,2017,500,"abundance","NegBinom Time Series","All","SH",1.85212296938616,0,1
2017-01-29,11,2017,501,"abundance","NegBinom Time Series","All","SH",1.78397397530042,0,1
2017-01-29,12,2017,502,"abundance","NegBinom Time Series","All","SH",1.7216224497543,0,1
2017-01-29,1,2017,491,"abundance","NegBinom Time Series","All","SO",0.013157856947209,0,0
2017-01-29,2,2017,492,"abundance","NegBinom Time Series","All","SO",0.0131578569476199,0,0
2017-01-29,3,2017,493,"abundance","NegBinom Time Series","All","SO",0.0131578569476199,0,0
2017-01-29,4,2017,494,"abundance","NegBinom Time Series","All","SO",0.0131578569476199,0,0
2017-01-29,5,2017,495,"abundance","NegBinom Time Series","All","SO",0.0131578569476199,0,0
2017-01-29,6,2017,496,"abundance","NegBinom Time Series","All","SO",0.0131578569476199,0,0
2017-01-29,7,2017,497,"abundance","NegBinom Time Series","All","SO",0.0131578569476199,0,0
2017-01-29,8,2017,498,"abundance","NegBinom Time Series","All","SO",0.0131578569476199,0,0
2017-01-29,9,2017,499,"abundance","NegBinom Time Series","All","SO",0.0131578569476199,0,0
2017-01-29,10,2017,500,"abundance","NegBinom Time Series","All","SO",0.0131578569476199,0,0
2017-01-29,11,2017,501,"abundance","NegBinom Time Series","All","SO",0.0131578569476199,0,0
2017-01-29,12,2017,502,"abundance","NegBinom Time Series","All","SO",0.0131578569476199,0,0
2017-01-29,1,2017,491,"abundance","NegBinom Time Series","All","total",127.850432524562,73,191
2017-01-29,2,2017,492,"abundance","NegBinom Time Series","All","total",133.608783710372,67,219
2017-01-29,3,2017,493,"abundance","NegBinom Time Series","All","total",138.449150729686,63,249
2017-01-29,4,2017,494,"abundance","NegBinom Time Series","All","total",142.517876625813,64,262
2017-01-29,5,2017,495,"abundance","NegBinom Time Series","All","total",145.937974926159,63,272
2017-01-29,6,2017,496,"abundance","NegBinom Time Series","All","total",148.812848507067,60,295
2017-01-29,7,2017,497,"abundance","NegBinom Time Series","All","total",151.229415795488,61,298
2017-01-29,8,2017,498,"abundance","NegBinom Time Series","All","total",153.260739080932,58,325
2017-01-29,9,2017,499,"abundance","NegBinom Time Series","All","total",154.968233151072,61,309
2017-01-29,10,2017,500,"abundance","NegBinom Time Series","All","total",156.403522135864,61,307
2017-01-29,11,2017,501,"abundance","NegBinom Time Series","All","total",157.610000341004,61,309
2017-01-29,12,2017,502,"abundance","NegBinom Time Series","All","total",158.624144341409,61,311
2017-01-29,1,2017,491,"abundance","Poisson Env","All","BA",3.41443422384831,1,7
2017-01-29,2,2017,492,"abundance","Poisson Env","All","BA",12.6663762941168,4,24
2017-01-29,3,2017,493,"abundance","Poisson Env","All","BA",36.8066670017069,14,63
2017-01-29,4,2017,494,"abundance","Poisson Env","All","BA",93.3086196949602,40,152
2017-01-29,5,2017,495,"abundance","Poisson Env","All","BA",185.939397278296,86,282
2017-01-29,6,2017,496,"abundance","Poisson Env","All","BA",338.222304073919,171,494
2017-01-29,7,2017,497,"abundance","Poisson Env","All","BA",661.836845291284,359,933
2017-01-29,8,2017,498,"abundance","Poisson Env","All","BA",1362.5621657145,819,1837
2017-01-29,9,2017,499,"abundance","Poisson Env","All","BA",2561.12797516218,1642,3318
2017-01-29,10,2017,500,"abundance","Poisson Env","All","BA",4549.51317290952,3069,5745
2017-01-29,11,2017,501,"abundance","Poisson Env","All","BA",7570.16857064835,5412,9306
2017-01-29,12,2017,502,"abundance","Poisson Env","All","BA",11717.9515587901,8754,14052
2017-01-29,1,2017,491,"abundance","Poisson Env","All","DM",54.8126245633328,42,68
2017-01-29,2,2017,492,"abundance","Poisson Env","All","DM",50.5498902457154,36,66
2017-01-29,3,2017,493,"abundance","Poisson Env","All","DM",47.5985762558387,31,65
2017-01-29,4,2017,494,"abundance","Poisson Env","All","DM",45.2087387936573,29,61
2017-01-29,5,2017,495,"abundance","Poisson Env","All","DM",42.9769270999497,25,60
2017-01-29,6,2017,496,"abundance","Poisson Env","All","DM",41.4215926787019,24,58
2017-01-29,7,2017,497,"abundance","Poisson Env","All","DM",39.6961123563419,23,57
2017-01-29,8,2017,498,"abundance","Poisson Env","All","DM",37.8873911342765,21,54
2017-01-29,9,2017,499,"abundance","Poisson Env","All","DM",36.3843392669341,19,53
2017-01-29,10,2017,500,"abundance","Poisson Env","All","DM",35.3843440745225,19,51
2017-01-29,11,2017,501,"abundance","Poisson Env","All","DM",34.6776336931381,18,51
2017-01-29,12,2017,502,"abundance","Poisson Env","All","DM",34.49442999806,18,51
2017-01-29,1,2017,491,"abundance","Poisson Env","All","DO",14.2630905950535,8,21
