"date","forecastmonth","forecastyear","NewMoonNumber","currency","model","level","species","estimate","LowerPI","UpperPI"
2016-11-06,11,2016,488,"abundance","NegBinom Time Series","Controls","OT",2.06784074563336,0,5
2016-11-06,12,2016,489,"abundance","NegBinom Time Series","Controls","OT",2.16170624527186,0,6
2016-11-06,1,2017,490,"abundance","NegBinom Time Series","Controls","OT",2.27174222668472,0,7
2016-11-06,2,2017,491,"abundance","NegBinom Time Series","Controls","OT",2.35893721666454,0,7
2016-11-06,3,2017,492,"abundance","NegBinom Time Series","Controls","OT",2.29205588346934,0,8
2016-11-06,4,2017,493,"abundance","NegBinom Time Series","Controls","OT",2.2508653821349,0,7
2016-11-06,5,2017,494,"abundance","NegBinom Time Series","Controls","OT",2.22374343813344,0,8
2016-11-06,6,2017,495,"abundance","NegBinom Time Series","Controls","OT",2.20684952445136,0,7
2016-11-06,7,2017,496,"abundance","NegBinom Time Series","Controls","OT",2.19677877532111,0,7
2016-11-06,8,2017,497,"abundance","NegBinom Time Series","Controls","OT",2.19005475085975,0,7
2016-11-06,9,2017,498,"abundance","NegBinom Time Series","Controls","OT",2.20349367446659,0,7
2016-11-06,10,2017,499,"abundance","NegBinom Time Series","Controls","OT",2.21141007237064,0,7
2016-11-06,11,2016,488,"abundance","NegBinom Time Series","Controls","PB",0.105484278594424,0,1
2016-11-06,12,2016,489,"abundance","NegBinom Time Series","Controls","PB",0.199616383625037,0,1
2016-11-06,1,2017,490,"abundance","NegBinom Time Series","Controls","PB",0.285063373537748,0,2
2016-11-06,2,2017,491,"abundance","NegBinom Time Series","Controls","PB",0.359869252683523,0,2
2016-11-06,3,2017,492,"abundance","NegBinom Time Series","Controls","PB",0.426685063149904,0,2
2016-11-06,4,2017,493,"abundance","NegBinom Time Series","Controls","PB",0.486310278607115,0,2
2016-11-06,5,2017,494,"abundance","NegBinom Time Series","Controls","PB",0.539458050888765,0,3
2016-11-06,6,2017,495,"abundance","NegBinom Time Series","Controls","PB",0.586944249988121,0,3
2016-11-06,7,2017,496,"abundance","NegBinom Time Series","Controls","PB",0.629320004592408,0,3
2016-11-06,8,2017,497,"abundance","NegBinom Time Series","Controls","PB",0.667077131029272,0,3
2016-11-06,9,2017,498,"abundance","NegBinom Time Series","Controls","PB",0.700770851191675,0,3
2016-11-06,10,2017,499,"abundance","NegBinom Time Series","Controls","PB",0.730838467309168,0,3
2016-11-06,11,2016,488,"abundance","NegBinom Time Series","Controls","PE",0.19469279280153,0,1
2016-11-06,12,2016,489,"abundance","NegBinom Time Series","Controls","PE",0.259359773729194,0,1
2016-11-06,1,2017,490,"abundance","NegBinom Time Series","Controls","PE",0.310432503638837,0,2
2016-11-06,2,2017,491,"abundance","NegBinom Time Series","Controls","PE",0.312596799744758,0,2
2016-11-06,3,2017,492,"abundance","NegBinom Time Series","Controls","PE",0.299837196513494,0,2
2016-11-06,4,2017,493,"abundance","NegBinom Time Series","Controls","PE",0.294280746686348,0,2
2016-11-06,5,2017,494,"abundance","NegBinom Time Series","Controls","PE",0.295131943543462,0,2
2016-11-06,6,2017,495,"abundance","NegBinom Time Series","Controls","PE",0.308262015383429,0,2
2016-11-06,7,2017,496,"abundance","NegBinom Time Series","Controls","PE",0.299056584368313,0,2
2016-11-06,8,2017,497,"abundance","NegBinom Time Series","Controls","PE",0.294710014379314,0,2
2016-11-06,9,2017,498,"abundance","NegBinom Time Series","Controls","PE",0.294585018671612,0,2
2016-11-06,10,2017,499,"abundance","NegBinom Time Series","Controls","PE",0.307992257700288,0,2
2016-11-06,11,2016,488,"abundance","NegBinom Time Series","Controls","PF",0.231037424203201,0,1
2016-11-06,12,2016,489,"abundance","NegBinom Time Series","Controls","PF",0.399105727503504,0,2
2016-11-06,1,2017,490,"abundance","NegBinom Time Series","Controls","PF",0.52141750528794,0,3
2016-11-06,2,2017,491,"abundance","NegBinom Time Series","Controls","PF",0.610348083559117,0,3
2016-11-06,3,2017,492,"abundance","NegBinom Time Series","Controls","PF",0.675046523591217,0,4
2016-11-06,4,2017,493,"abundance","NegBinom Time Series","Controls","PF",0.722109218417342,0,3
2016-11-06,5,2017,494,"abundance","NegBinom Time Series","Controls","PF",0.757506713965386,0,3
2016-11-06,6,2017,495,"abundance","NegBinom Time Series","Controls","PF",0.782096912533034,0,3
2016-11-06,7,2017,496,"abundance","NegBinom Time Series","Controls","PF",0.799985657427938,0,4
2016-11-06,8,2017,497,"abundance","NegBinom Time Series","Controls","PF",0.812999338948268,0,4
2016-11-06,9,2017,498,"abundance","NegBinom Time Series","Controls","PF",0.823627042103755,0,3
2016-11-06,10,2017,499,"abundance","NegBinom Time Series","Controls","PF",0.830201699750199,0,4
2016-11-06,11,2016,488,"abundance","NegBinom Time Series","Controls","PH",0,0,0
2016-11-06,12,2016,489,"abundance","NegBinom Time Series","Controls","PH",0,0,0
2016-11-06,1,2017,490,"abundance","NegBinom Time Series","Controls","PH",0,0,0
2016-11-06,2,2017,491,"abundance","NegBinom Time Series","Controls","PH",0,0,0
2016-11-06,3,2017,492,"abundance","NegBinom Time Series","Controls","PH",0,0,0
2016-11-06,4,2017,493,"abundance","NegBinom Time Series","Controls","PH",0,0,0
2016-11-06,5,2017,494,"abundance","NegBinom Time Series","Controls","PH",0,0,0
2016-11-06,6,2017,495,"abundance","NegBinom Time Series","Controls","PH",0,0,0
2016-11-06,7,2017,496,"abundance","NegBinom Time Series","Controls","PH",0,0,0
2016-11-06,8,2017,497,"abundance","NegBinom Time Series","Controls","PH",0,0,0
2016-11-06,9,2017,498,"abundance","NegBinom Time Series","Controls","PH",0,0,0
2016-11-06,10,2017,499,"abundance","NegBinom Time Series","Controls","PH",0,0,0
2016-11-06,11,2016,488,"abundance","NegBinom Time Series","Controls","PL",0.0132158262920081,0,0
2016-11-06,12,2016,489,"abundance","NegBinom Time Series","Controls","PL",0.0132158262924844,0,0
2016-11-06,1,2017,490,"abundance","NegBinom Time Series","Controls","PL",0.0132158262924844,0,0
2016-11-06,2,2017,491,"abundance","NegBinom Time Series","Controls","PL",0.0132158262924844,0,0
2016-11-06,3,2017,492,"abundance","NegBinom Time Series","Controls","PL",0.0132158262924844,0,0
2016-11-06,4,2017,493,"abundance","NegBinom Time Series","Controls","PL",0.0132158262924844,0,0
2016-11-06,5,2017,494,"abundance","NegBinom Time Series","Controls","PL",0.0132158262924844,0,0
2016-11-06,6,2017,495,"abundance","NegBinom Time Series","Controls","PL",0.0132158262924844,0,0
2016-11-06,7,2017,496,"abundance","NegBinom Time Series","Controls","PL",0.0132158262924844,0,0
2016-11-06,8,2017,497,"abundance","NegBinom Time Series","Controls","PL",0.0132158262924844,0,0
2016-11-06,9,2017,498,"abundance","NegBinom Time Series","Controls","PL",0.0132158262924844,0,0
2016-11-06,10,2017,499,"abundance","NegBinom Time Series","Controls","PL",0.0132158262924844,0,0
2016-11-06,11,2016,488,"abundance","NegBinom Time Series","Controls","PM",0.0980410204981697,0,1
2016-11-06,12,2016,489,"abundance","NegBinom Time Series","Controls","PM",0.14804142180725,0,1
2016-11-06,1,2017,490,"abundance","NegBinom Time Series","Controls","PM",0.17354136158329,0,1
2016-11-06,2,2017,491,"abundance","NegBinom Time Series","Controls","PM",0.18654619583461,0,1
2016-11-06,3,2017,492,"abundance","NegBinom Time Series","Controls","PM",0.193178592432891,0,1
2016-11-06,4,2017,493,"abundance","NegBinom Time Series","Controls","PM",0.196561079575758,0,1
2016-11-06,5,2017,494,"abundance","NegBinom Time Series","Controls","PM",0.198286130106455,0,1
2016-11-06,6,2017,495,"abundance","NegBinom Time Series","Controls","PM",0.199165896742002,0,1
2016-11-06,7,2017,496,"abundance","NegBinom Time Series","Controls","PM",0.19961457314559,0,1
2016-11-06,8,2017,497,"abundance","NegBinom Time Series","Controls","PM",0.199843395694261,0,1
2016-11-06,9,2017,498,"abundance","NegBinom Time Series","Controls","PM",0.199960093945189,0,1
2016-11-06,10,2017,499,"abundance","NegBinom Time Series","Controls","PM",0.201509534032876,0,1
2016-11-06,11,2016,488,"abundance","NegBinom Time Series","Controls","PP",3.28797090141109,0,10
2016-11-06,12,2016,489,"abundance","NegBinom Time Series","Controls","PP",4.39047281476824,0,16
2016-11-06,1,2017,490,"abundance","NegBinom Time Series","Controls","PP",5.33421344405582,0,22
2016-11-06,2,2017,491,"abundance","NegBinom Time Series","Controls","PP",6.14205455941101,0,21
2016-11-06,3,2017,492,"abundance","NegBinom Time Series","Controls","PP",6.83356581534116,0,23
2016-11-06,4,2017,493,"abundance","NegBinom Time Series","Controls","PP",7.42549881815858,0,24
2016-11-06,5,2017,494,"abundance","NegBinom Time Series","Controls","PP",7.93219292757307,0,28
2016-11-06,6,2017,495,"abundance","NegBinom Time Series","Controls","PP",8.36592262167911,0,30
2016-11-06,7,2017,496,"abundance","NegBinom Time Series","Controls","PP",8.73719484343181,0,28
2016-11-06,8,2017,497,"abundance","NegBinom Time Series","Controls","PP",9.05500352578882,0,31
2016-11-06,9,2017,498,"abundance","NegBinom Time Series","Controls","PP",9.32704746711214,0,30
2016-11-06,10,2017,499,"abundance","NegBinom Time Series","Controls","PP",9.55991683193549,0,36
2016-11-06,11,2016,488,"abundance","NegBinom Time Series","Controls","RF",0,0,0
2016-11-06,12,2016,489,"abundance","NegBinom Time Series","Controls","RF",0,0,0
2016-11-06,1,2017,490,"abundance","NegBinom Time Series","Controls","RF",0,0,0
2016-11-06,2,2017,491,"abundance","NegBinom Time Series","Controls","RF",0,0,0
2016-11-06,3,2017,492,"abundance","NegBinom Time Series","Controls","RF",0,0,0
2016-11-06,4,2017,493,"abundance","NegBinom Time Series","Controls","RF",0,0,0
2016-11-06,5,2017,494,"abundance","NegBinom Time Series","Controls","RF",0,0,0
2016-11-06,6,2017,495,"abundance","NegBinom Time Series","Controls","RF",0,0,0
2016-11-06,7,2017,496,"abundance","NegBinom Time Series","Controls","RF",0,0,0
2016-11-06,8,2017,497,"abundance","NegBinom Time Series","Controls","RF",0,0,0
2016-11-06,9,2017,498,"abundance","NegBinom Time Series","Controls","RF",0,0,0
2016-11-06,10,2017,499,"abundance","NegBinom Time Series","Controls","RF",0,0,0
2016-11-06,11,2016,488,"abundance","NegBinom Time Series","Controls","RM",0.138220683640103,0,1
2016-11-06,12,2016,489,"abundance","NegBinom Time Series","Controls","RM",0.231461230820044,0,1
2016-11-06,1,2017,490,"abundance","NegBinom Time Series","Controls","RM",0.294359195230847,0,2
2016-11-06,2,2017,491,"abundance","NegBinom Time Series","Controls","RM",0.336788739534472,0,2
2016-11-06,3,2017,492,"abundance","NegBinom Time Series","Controls","RM",0.365410750519088,0,2
2016-11-06,4,2017,493,"abundance","NegBinom Time Series","Controls","RM",0.384718511842129,0,1
2016-11-06,5,2017,494,"abundance","NegBinom Time Series","Controls","RM",0.39774309092188,0,2
2016-11-06,6,2017,495,"abundance","NegBinom Time Series","Controls","RM",0.406529177404758,0,1
2016-11-06,7,2017,496,"abundance","NegBinom Time Series","Controls","RM",0.412456072639677,0,1
2016-11-06,8,2017,497,"abundance","NegBinom Time Series","Controls","RM",0.41645422212229,0,1
2016-11-06,9,2017,498,"abundance","NegBinom Time Series","Controls","RM",0.419151283340976,0,2
2016-11-06,10,2017,499,"abundance","NegBinom Time Series","Controls","RM",0.420970659842273,0,2
2016-11-06,11,2016,488,"abundance","NegBinom Time Series","Controls","RO",0.00446306405116505,0,0
2016-11-06,12,2016,489,"abundance","NegBinom Time Series","Controls","RO",0.00797987563314433,0,0
2016-11-06,1,2017,490,"abundance","NegBinom Time Series","Controls","RO",0.0107510578436965,0,0
2016-11-06,2,2017,491,"abundance","NegBinom Time Series","Controls","RO",0.0129346979577793,0,0
2016-11-06,3,2017,492,"abundance","NegBinom Time Series","Controls","RO",0.0146553658119806,0,0
2016-11-06,4,2017,493,"abundance","NegBinom Time Series","Controls","RO",0.0160112201239559,0,0
2016-11-06,5,2017,494,"abundance","NegBinom Time Series","Controls","RO",0.0170796081401635,0,0
2016-11-06,6,2017,495,"abundance","NegBinom Time Series","Controls","RO",0.0179214780542791,0,0
2016-11-06,7,2017,496,"abundance","NegBinom Time Series","Controls","RO",0.0185848559109578,0,0
2016-11-06,8,2017,497,"abundance","NegBinom Time Series","Controls","RO",0.0191075853414232,0,0
2016-11-06,9,2017,498,"abundance","NegBinom Time Series","Controls","RO",0.019519486424228,0,0
2016-11-06,10,2017,499,"abundance","NegBinom Time Series","Controls","RO",0.0198440568274378,0,0
2016-11-06,11,2016,488,"abundance","NegBinom Time Series","Controls","SF",0.0912198114245659,0,1
2016-11-06,12,2016,489,"abundance","NegBinom Time Series","Controls","SF",0.130785943281187,0,1
2016-11-06,1,2017,490,"abundance","NegBinom Time Series","Controls","SF",0.182899632341067,0,1
2016-11-06,2,2017,491,"abundance","NegBinom Time Series","Controls","SF",0.219430879969678,0,1
2016-11-06,3,2017,492,"abundance","NegBinom Time Series","Controls","SF",0.220660799168646,0,1
2016-11-06,4,2017,493,"abundance","NegBinom Time Series","Controls","SF",0.222370754411202,0,1
2016-11-06,5,2017,494,"abundance","NegBinom Time Series","Controls","SF",0.226112795726246,0,1
2016-11-06,6,2017,495,"abundance","NegBinom Time Series","Controls","SF",0.252295796562147,0,1
2016-11-06,7,2017,496,"abundance","NegBinom Time Series","Controls","SF",0.269772578965426,0,1
2016-11-06,8,2017,497,"abundance","NegBinom Time Series","Controls","SF",0.256797689518777,0,1
2016-11-06,9,2017,498,"abundance","NegBinom Time Series","Controls","SF",0.249397988547955,0,1
2016-11-06,10,2017,499,"abundance","NegBinom Time Series","Controls","SF",0.243363069368529,0,1
2016-11-06,11,2016,488,"abundance","NegBinom Time Series","Controls","SH",0.0275233841971351,0,0
2016-11-06,12,2016,489,"abundance","NegBinom Time Series","Controls","SH",0.0491504814261039,0,0
2016-11-06,1,2017,490,"abundance","NegBinom Time Series","Controls","SH",0.06614444304075,0,0
2016-11-06,2,2017,491,"abundance","NegBinom Time Series","Controls","SH",0.0794978176662282,0,0
2016-11-06,3,2017,492,"abundance","NegBinom Time Series","Controls","SH",0.0899905219533021,0,0
2016-11-06,4,2017,493,"abundance","NegBinom Time Series","Controls","SH",0.0982353923582644,0,0
2016-11-06,5,2017,494,"abundance","NegBinom Time Series","Controls","SH",0.104713978443871,0,0
2016-11-06,6,2017,495,"abundance","NegBinom Time Series","Controls","SH",0.109804668243356,0,0
2016-11-06,7,2017,496,"abundance","NegBinom Time Series","Controls","SH",0.113804788376382,0,0
2016-11-06,8,2017,497,"abundance","NegBinom Time Series","Controls","SH",0.116947969695398,0,0
2016-11-06,9,2017,498,"abundance","NegBinom Time Series","Controls","SH",0.119417792719621,0,0
2016-11-06,10,2017,499,"abundance","NegBinom Time Series","Controls","SH",0.121358509831319,0,0
2016-11-06,11,2016,488,"abundance","NegBinom Time Series","Controls","SO",0,0,0
2016-11-06,12,2016,489,"abundance","NegBinom Time Series","Controls","SO",0,0,0
2016-11-06,1,2017,490,"abundance","NegBinom Time Series","Controls","SO",0,0,0
2016-11-06,2,2017,491,"abundance","NegBinom Time Series","Controls","SO",0,0,0
2016-11-06,3,2017,492,"abundance","NegBinom Time Series","Controls","SO",0,0,0
2016-11-06,4,2017,493,"abundance","NegBinom Time Series","Controls","SO",0,0,0
2016-11-06,5,2017,494,"abundance","NegBinom Time Series","Controls","SO",0,0,0
2016-11-06,6,2017,495,"abundance","NegBinom Time Series","Controls","SO",0,0,0
2016-11-06,7,2017,496,"abundance","NegBinom Time Series","Controls","SO",0,0,0
2016-11-06,8,2017,497,"abundance","NegBinom Time Series","Controls","SO",0,0,0
2016-11-06,9,2017,498,"abundance","NegBinom Time Series","Controls","SO",0,0,0
2016-11-06,10,2017,499,"abundance","NegBinom Time Series","Controls","SO",0,0,0
2016-11-06,11,2016,488,"abundance","NegBinom Time Series","Controls","total",27.5806500695578,14,43
2016-11-06,12,2016,489,"abundance","NegBinom Time Series","Controls","total",29.6515347924299,13,51
2016-11-06,1,2017,490,"abundance","NegBinom Time Series","Controls","total",31.3141744184346,13,56
2016-11-06,2,2017,491,"abundance","NegBinom Time Series","Controls","total",32.6486889773895,13,59
2016-11-06,3,2017,492,"abundance","NegBinom Time Series","Controls","total",33.7194039751525,12,64
2016-11-06,4,2017,493,"abundance","NegBinom Time Series","Controls","total",34.5789916256766,12,65
2016-11-06,5,2017,494,"abundance","NegBinom Time Series","Controls","total",35.269843283466,14,69
2016-11-06,6,2017,495,"abundance","NegBinom Time Series","Controls","total",35.8238870206675,14,72
2016-11-06,7,2017,496,"abundance","NegBinom Time Series","Controls","total",36.269017337555,14,72
2016-11-06,8,2017,497,"abundance","NegBinom Time Series","Controls","total",36.6261911006787,14,72
2016-11-06,9,2017,498,"abundance","NegBinom Time Series","Controls","total",36.9125936092414,13,74
2016-11-06,10,2017,499,"abundance","NegBinom Time Series","Controls","total",37.1420736741825,13,72
2016-11-06,11,2016,488,"abundance","Poisson Env","Controls","BA",1.24518679848604,0,3
2016-11-06,12,2016,489,"abundance","Poisson Env","Controls","BA",2.94334058979073,0,7
2016-11-06,1,2017,490,"abundance","Poisson Env","Controls","BA",5.10254181580534,1,11
2016-11-06,2,2017,491,"abundance","Poisson Env","Controls","BA",7.96798588018554,1,17
2016-11-06,3,2017,492,"abundance","Poisson Env","Controls","BA",13.1709084859762,3,28
2016-11-06,4,2017,493,"abundance","Poisson Env","Controls","BA",19.0453639778683,4,41
2016-11-06,5,2017,494,"abundance","Poisson Env","Controls","BA",27.8672332687139,6,60
2016-11-06,6,2017,495,"abundance","Poisson Env","Controls","BA",42.0388487160225,9,89
2016-11-06,7,2017,496,"abundance","Poisson Env","Controls","BA",65.734581406095,13,141
2016-11-06,8,2017,497,"abundance","Poisson Env","Controls","BA",99.2471055356116,22,212
2016-11-06,9,2017,498,"abundance","Poisson Env","Controls","BA",152.343128679245,34,323
2016-11-06,10,2017,499,"abundance","Poisson Env","Controls","BA",230.699163723427,51,492
2016-11-06,11,2016,488,"abundance","Poisson Env","Controls","DM",14.3914853177688,9,21
2016-11-06,12,2016,489,"abundance","Poisson Env","Controls","DM",14.7037857421554,7,23
2016-11-06,1,2017,490,"abundance","Poisson Env","Controls","DM",14.9952173817772,7,25
