"date","forecastmonth","forecastyear","NewMoonNumber","currency","model","level","species","estimate","LowerPI","UpperPI"
2016-12-05,12,2016,489,"abundance","Forecast","All","total",96.274850173284,53.1844907429903,139.365209603578
2016-12-05,1,2017,490,"abundance","Forecast","All","total",104.10960000616,42.3761284640796,165.843071548239
2016-12-05,2,2017,491,"abundance","Forecast","All","total",111.944349839035,33.3913441041846,190.497355573886
2016-12-05,3,2017,492,"abundance","Forecast","All","total",119.779099671911,25.0106258335531,214.547573510268
2016-12-05,4,2017,493,"abundance","Forecast","All","total",127.613849504786,16.749166991929,238.478532017644
2016-12-05,5,2017,494,"abundance","Forecast","All","total",135.448599337662,8.35866561023401,262.53853306509
2016-12-05,6,2017,495,"abundance","Forecast","All","total",143.283349170538,-0.307922798047741,286.874621139123
2016-12-05,7,2017,496,"abundance","Forecast","All","total",151.118099003413,-9.34682646804475,311.583024474871
2016-12-05,8,2017,497,"abundance","Forecast","All","total",158.952848836289,-18.826032258999,336.731729931577
2016-12-05,9,2017,498,"abundance","Forecast","All","total",166.787598669164,-28.796691493848,362.371888832177
2016-12-05,10,2017,499,"abundance","Forecast","All","total",174.62234850204,-39.2994090330314,388.544106037112
2016-12-05,11,2017,500,"abundance","Forecast","All","total",182.457098334916,-50.3679491498188,415.28214581965
2016-12-05,12,2016,489,"abundance","AutoArima","All","total",91.261072837822,56.3022961549124,147.926176804489
2016-12-05,1,2017,490,"abundance","AutoArima","All","total",96.1548943551645,50.5352806524741,182.95661148169
2016-12-05,2,2017,491,"abundance","AutoArima","All","total",100.676684399595,47.8421181948235,211.859239601818
2016-12-05,3,2017,492,"abundance","AutoArima","All","total",104.830152972453,46.4743139742049,236.460961604024
2016-12-05,4,2017,493,"abundance","AutoArima","All","total",108.625552967118,45.8122993274798,257.562072426573
2016-12-05,5,2017,494,"abundance","AutoArima","All","total",112.077953107906,45.5636229706712,275.69071012952
2016-12-05,6,2017,495,"abundance","AutoArima","All","total",115.205760342944,45.5679888319735,291.265152498524
2016-12-05,7,2017,496,"abundance","AutoArima","All","total",118.029494586799,45.7291680913636,304.640608475146
2016-12-05,8,2017,497,"abundance","AutoArima","All","total",120.570801750998,45.9859355645747,316.125312150379
2016-12-05,9,2017,498,"abundance","AutoArima","All","total",122.851681264761,46.2978878945347,325.987561764349
2016-12-05,10,2017,499,"abundance","AutoArima","All","total",124.893899775462,46.6378060292636,334.460120000835
2016-12-05,11,2017,500,"abundance","AutoArima","All","total",126.718561757963,46.9872117400202,341.743919236008
2016-12-05,12,2016,489,"abundance","NegBinom Time Series","All","BA",0.203982769789206,0,1
2016-12-05,1,2017,490,"abundance","NegBinom Time Series","All","BA",0.365389576777639,0,2
2016-12-05,2,2017,491,"abundance","NegBinom Time Series","All","BA",0.543435369681304,0,2
2016-12-05,3,2017,492,"abundance","NegBinom Time Series","All","BA",0.614911567785704,0,1
2016-12-05,4,2017,493,"abundance","NegBinom Time Series","All","BA",0.662632393664721,0,1
2016-12-05,5,2017,494,"abundance","NegBinom Time Series","All","BA",0.753943966704212,0,1
2016-12-05,6,2017,495,"abundance","NegBinom Time Series","All","BA",0.811465730565389,0,1
2016-12-05,7,2017,496,"abundance","NegBinom Time Series","All","BA",0.828888706911636,0,1
2016-12-05,8,2017,497,"abundance","NegBinom Time Series","All","BA",0.836641401663029,0,1
2016-12-05,9,2017,498,"abundance","NegBinom Time Series","All","BA",0.842039348148563,0,1
2016-12-05,10,2017,499,"abundance","NegBinom Time Series","All","BA",0.848285007649732,0,1
2016-12-05,11,2017,500,"abundance","NegBinom Time Series","All","BA",0.852949153641634,0,1
2016-12-05,12,2016,489,"abundance","NegBinom Time Series","All","DM",40.8671586680794,27,56
2016-12-05,1,2017,490,"abundance","NegBinom Time Series","All","DM",40.1030043835082,23,62
2016-12-05,2,2017,491,"abundance","NegBinom Time Series","All","DM",39.6862085865586,21,62
2016-12-05,3,2017,492,"abundance","NegBinom Time Series","All","DM",39.4053722239188,19,65
2016-12-05,4,2017,493,"abundance","NegBinom Time Series","All","DM",39.1329642190402,18,66
2016-12-05,5,2017,494,"abundance","NegBinom Time Series","All","DM",38.7681625864256,19,66
2016-12-05,6,2017,495,"abundance","NegBinom Time Series","All","DM",38.762008109121,18,66
2016-12-05,7,2017,496,"abundance","NegBinom Time Series","All","DM",38.2558320368912,17,71
2016-12-05,8,2017,497,"abundance","NegBinom Time Series","All","DM",37.5162683935362,16,71
2016-12-05,9,2017,498,"abundance","NegBinom Time Series","All","DM",36.757044058322,16,71
2016-12-05,10,2017,499,"abundance","NegBinom Time Series","All","DM",36.2451484856991,15,70
2016-12-05,11,2017,500,"abundance","NegBinom Time Series","All","DM",35.8171226838045,15,67
2016-12-05,12,2016,489,"abundance","NegBinom Time Series","All","DO",7.00191802474638,2,13
2016-12-05,1,2017,490,"abundance","NegBinom Time Series","All","DO",7.86412959400271,1,18
2016-12-05,2,2017,491,"abundance","NegBinom Time Series","All","DO",8.60611523931618,1,22
2016-12-05,3,2017,492,"abundance","NegBinom Time Series","All","DO",9.24463914372164,2,22
2016-12-05,4,2017,493,"abundance","NegBinom Time Series","All","DO",9.79412791140786,1,25
2016-12-05,5,2017,494,"abundance","NegBinom Time Series","All","DO",10.2669965108428,2,28
2016-12-05,6,2017,495,"abundance","NegBinom Time Series","All","DO",10.673928781807,2,27
2016-12-05,7,2017,496,"abundance","NegBinom Time Series","All","DO",11.0241188193481,1,30
2016-12-05,8,2017,497,"abundance","NegBinom Time Series","All","DO",11.3254787048527,2,31
2016-12-05,9,2017,498,"abundance","NegBinom Time Series","All","DO",11.5848172673024,2,31
2016-12-05,10,2017,499,"abundance","NegBinom Time Series","All","DO",11.8079939171477,1,33
2016-12-05,11,2017,500,"abundance","NegBinom Time Series","All","DO",12.0000510351942,2,31
2016-12-05,12,2016,489,"abundance","NegBinom Time Series","All","DS",0.890369348499315,0,3
2016-12-05,1,2017,490,"abundance","NegBinom Time Series","All","DS",0.796950876208068,0,3
2016-12-05,2,2017,491,"abundance","NegBinom Time Series","All","DS",0.717347126668652,0,3
2016-12-05,3,2017,492,"abundance","NegBinom Time Series","All","DS",0.649515178816472,0,4
2016-12-05,4,2017,493,"abundance","NegBinom Time Series","All","DS",0.591714218246219,0,4
2016-12-05,5,2017,494,"abundance","NegBinom Time Series","All","DS",0.542460863157982,0,3
2016-12-05,6,2017,495,"abundance","NegBinom Time Series","All","DS",0.525037611871306,0,3
2016-12-05,7,2017,496,"abundance","NegBinom Time Series","All","DS",0.510190910813956,0,3
