"date","forecastmonth","forecastyear","newmoonnumber","currency","model","level","species","estimate","LowerPI","UpperPI","fit_start_newmoon","fit_end_newmoon","initial_newmoon"
2017-11-21,11,2017,500,"abundance","Poisson Env","All","BA",0.385552732135686,0,2,217,499,499
2017-11-21,12,2017,501,"abundance","Poisson Env","All","BA",0.538706549577998,0,2,217,499,499
2017-11-21,1,2018,502,"abundance","Poisson Env","All","BA",0.593020643392748,0,2,217,499,499
2017-11-21,2,2018,503,"abundance","Poisson Env","All","BA",0.614123786181483,0,2,217,499,499
2017-11-21,3,2018,504,"abundance","Poisson Env","All","BA",0.617964029996963,0,2,217,499,499
2017-11-21,4,2018,505,"abundance","Poisson Env","All","BA",0.620944449325063,0,2,217,499,499
2017-11-21,5,2018,506,"abundance","Poisson Env","All","BA",0.616305321191969,0,2,217,499,499
2017-11-21,6,2018,507,"abundance","Poisson Env","All","BA",0.606737747736568,0,2,217,499,499
2017-11-21,7,2018,508,"abundance","Poisson Env","All","BA",0.608207611255998,0,2,217,499,499
2017-11-21,8,2018,509,"abundance","Poisson Env","All","BA",0.600735644603372,0,2,217,499,499
2017-11-21,9,2018,510,"abundance","Poisson Env","All","BA",0.583875802582347,0,2,217,499,499
2017-11-21,10,2018,511,"abundance","Poisson Env","All","BA",0.569667052655344,0,2,217,499,499
2017-11-21,11,2017,500,"abundance","Poisson Env","All","DM",38.6563096874495,29,49,217,499,499
2017-11-21,12,2017,501,"abundance","Poisson Env","All","DM",37.1500642996204,24,50,217,499,499
2017-11-21,1,2018,502,"abundance","Poisson Env","All","DM",36.1331143161184,22,50,217,499,499
2017-11-21,2,2018,503,"abundance","Poisson Env","All","DM",35.9209817010774,21,51,217,499,499
2017-11-21,3,2018,504,"abundance","Poisson Env","All","DM",36.5113445032303,22,52,217,499,499
2017-11-21,4,2018,505,"abundance","Poisson Env","All","DM",37.0563421688758,21,53,217,499,499
2017-11-21,5,2018,506,"abundance","Poisson Env","All","DM",37.1782693723756,21,53,217,499,499
2017-11-21,6,2018,507,"abundance","Poisson Env","All","DM",37.3529397602458,22,53,217,499,499
2017-11-21,7,2018,508,"abundance","Poisson Env","All","DM",36.6379147741915,20,51,217,499,499
2017-11-21,8,2018,509,"abundance","Poisson Env","All","DM",35.4878102843712,20,50,217,499,499
2017-11-21,9,2018,510,"abundance","Poisson Env","All","DM",34.6079458587018,20,49,217,499,499
2017-11-21,10,2018,511,"abundance","Poisson Env","All","DM",34.4305972617344,20,50,217,499,499
2017-11-21,11,2017,500,"abundance","Poisson Env","All","DO",5.2673233378531,2,9,217,499,499
2017-11-21,12,2017,501,"abundance","Poisson Env","All","DO",5.45555459129747,1,10,217,499,499
2017-11-21,1,2018,502,"abundance","Poisson Env","All","DO",5.57292413977902,1,11,217,499,499
2017-11-21,2,2018,503,"abundance","Poisson Env","All","DO",5.67149432869319,1,12,217,499,499
2017-11-21,3,2018,504,"abundance","Poisson Env","All","DO",5.7896938466029,1,12,217,499,499
2017-11-21,4,2018,505,"abundance","Poisson Env","All","DO",5.88931926149332,1,12,217,499,499
2017-11-21,5,2018,506,"abundance","Poisson Env","All","DO",5.95361096783791,1,12,217,499,499
2017-11-21,6,2018,507,"abundance","Poisson Env","All","DO",6.00233703568621,1,12,217,499,499
2017-11-21,7,2018,508,"abundance","Poisson Env","All","DO",6.05028021867839,1,12,217,499,499
2017-11-21,8,2018,509,"abundance","Poisson Env","All","DO",6.0226610049166,1,12,217,499,499
2017-11-21,9,2018,510,"abundance","Poisson Env","All","DO",6.01601436278069,1,12,217,499,499
2017-11-21,10,2018,511,"abundance","Poisson Env","All","DO",6.00020253326906,1,12,217,499,499
2017-11-21,11,2017,500,"abundance","Poisson Env","All","DS",2.72110578388984,0,6,217,499,499
2017-11-21,12,2017,501,"abundance","Poisson Env","All","DS",5.48532199927245,1,12,217,499,499
2017-11-21,1,2018,502,"abundance","Poisson Env","All","DS",9.05195058879084,2,20,217,499,499
2017-11-21,2,2018,503,"abundance","Poisson Env","All","DS",14.1523358505318,3,31,217,499,499
2017-11-21,3,2018,504,"abundance","Poisson Env","All","DS",21.3507724669554,5,47,217,499,499
2017-11-21,4,2018,505,"abundance","Poisson Env","All","DS",31.4023478164155,8,70,217,499,499
2017-11-21,5,2018,506,"abundance","Poisson Env","All","DS",47.4395482990733,11,103,217,499,499
2017-11-21,6,2018,507,"abundance","Poisson Env","All","DS",68.7781970285707,16,149,217,499,499
2017-11-21,7,2018,508,"abundance","Poisson Env","All","DS",98.5975055613795,23,212,217,499,499
2017-11-21,8,2018,509,"abundance","Poisson Env","All","DS",135.656093557719,33,286,217,499,499
2017-11-21,9,2018,510,"abundance","Poisson Env","All","DS",200.951370244263,51,425,217,499,499
2017-11-21,10,2018,511,"abundance","Poisson Env","All","DS",299.113887467138,78,642,217,499,499
2017-11-21,11,2017,500,"abundance","Poisson Env","All","NA",0,0,0,217,499,499
2017-11-21,12,2017,501,"abundance","Poisson Env","All","NA",0,0,0,217,499,499
2017-11-21,1,2018,502,"abundance","Poisson Env","All","NA",0,0,0,217,499,499
2017-11-21,2,2018,503,"abundance","Poisson Env","All","NA",0,0,0,217,499,499
2017-11-21,3,2018,504,"abundance","Poisson Env","All","NA",0,0,0,217,499,499
2017-11-21,4,2018,505,"abundance","Poisson Env","All","NA",0,0,0,217,499,499
2017-11-21,5,2018,506,"abundance","Poisson Env","All","NA",0,0,0,217,499,499
2017-11-21,6,2018,507,"abundance","Poisson Env","All","NA",0,0,0,217,499,499
2017-11-21,7,2018,508,"abundance","Poisson Env","All","NA",0,0,0,217,499,499
2017-11-21,8,2018,509,"abundance","Poisson Env","All","NA",0,0,0,217,499,499
