"date","forecastmonth","forecastyear","newmoonnumber","currency","model","level","species","estimate","LowerPI","UpperPI","fit_start_newmoon","fit_end_newmoon","initial_newmoon"
2017-11-20,11,2017,500,"abundance","Poisson Env","Controls","BA",0,0,0,217,499,499
2017-11-20,12,2017,501,"abundance","Poisson Env","Controls","BA",0,0,0,217,499,499
2017-11-20,1,2018,502,"abundance","Poisson Env","Controls","BA",0,0,0,217,499,499
2017-11-20,2,2018,503,"abundance","Poisson Env","Controls","BA",0,0,0,217,499,499
2017-11-20,3,2018,504,"abundance","Poisson Env","Controls","BA",0,0,0,217,499,499
2017-11-20,4,2018,505,"abundance","Poisson Env","Controls","BA",0,0,0,217,499,499
2017-11-20,5,2018,506,"abundance","Poisson Env","Controls","BA",0,0,0,217,499,499
2017-11-20,6,2018,507,"abundance","Poisson Env","Controls","BA",0,0,0,217,499,499
2017-11-20,7,2018,508,"abundance","Poisson Env","Controls","BA",0,0,0,217,499,499
2017-11-20,8,2018,509,"abundance","Poisson Env","Controls","BA",0,0,0,217,499,499
2017-11-20,9,2018,510,"abundance","Poisson Env","Controls","BA",0,0,0,217,499,499
2017-11-20,10,2018,511,"abundance","Poisson Env","Controls","BA",0,0,0,217,499,499
2017-11-20,11,2017,500,"abundance","Poisson Env","Controls","DM",12.0827701766334,7,18,217,499,499
2017-11-20,12,2017,501,"abundance","Poisson Env","Controls","DM",12.9165427318134,6,21,217,499,499
2017-11-20,1,2018,502,"abundance","Poisson Env","Controls","DM",13.5418574500828,6,22,217,499,499
2017-11-20,2,2018,503,"abundance","Poisson Env","Controls","DM",14.0509640604042,6,23,217,499,499
2017-11-20,3,2018,504,"abundance","Poisson Env","Controls","DM",14.4987324195774,6,23,217,499,499
2017-11-20,4,2018,505,"abundance","Poisson Env","Controls","DM",14.8425150989712,6,24,217,499,499
2017-11-20,5,2018,506,"abundance","Poisson Env","Controls","DM",14.9705818549553,7,24,217,499,499
2017-11-20,6,2018,507,"abundance","Poisson Env","Controls","DM",15.1360352289711,6,24,217,499,499
2017-11-20,7,2018,508,"abundance","Poisson Env","Controls","DM",15.2413378820496,6,24,217,499,499
2017-11-20,8,2018,509,"abundance","Poisson Env","Controls","DM",15.2258415796281,6,24,217,499,499
2017-11-20,9,2018,510,"abundance","Poisson Env","Controls","DM",15.1973833980645,6,24,217,499,499
2017-11-20,10,2018,511,"abundance","Poisson Env","Controls","DM",15.2017315361807,6,24,217,499,499
2017-11-20,11,2017,500,"abundance","Poisson Env","Controls","DO",0.624445050897025,0,2,217,499,499
2017-11-20,12,2017,501,"abundance","Poisson Env","Controls","DO",1.00493629015887,0,3,217,499,499
2017-11-20,1,2018,502,"abundance","Poisson Env","Controls","DO",1.23005981235896,0,4,217,499,499
2017-11-20,2,2018,503,"abundance","Poisson Env","Controls","DO",1.37296625649813,0,4,217,499,499
2017-11-20,3,2018,504,"abundance","Poisson Env","Controls","DO",1.4646843426475,0,4,217,499,499
2017-11-20,4,2018,505,"abundance","Poisson Env","Controls","DO",1.52048135400212,0,4,217,499,499
2017-11-20,5,2018,506,"abundance","Poisson Env","Controls","DO",1.55683491024337,0,4,217,499,499
2017-11-20,6,2018,507,"abundance","Poisson Env","Controls","DO",1.57100153216739,0,4,217,499,499
2017-11-20,7,2018,508,"abundance","Poisson Env","Controls","DO",1.59151824911473,0,5,217,499,499
2017-11-20,8,2018,509,"abundance","Poisson Env","Controls","DO",1.59182792071344,0,5,217,499,499
2017-11-20,9,2018,510,"abundance","Poisson Env","Controls","DO",1.58401571090307,0,5,217,499,499
2017-11-20,10,2018,511,"abundance","Poisson Env","Controls","DO",1.58364933900305,0,4,217,499,499
2017-11-20,11,2017,500,"abundance","Poisson Env","Controls","DS",4.66562658573048,2,8,217,499,499
2017-11-20,12,2017,501,"abundance","Poisson Env","Controls","DS",15.5928695505708,5,28,217,499,499
2017-11-20,1,2018,502,"abundance","Poisson Env","Controls","DS",39.3885541694517,14,72,217,499,499
2017-11-20,2,2018,503,"abundance","Poisson Env","Controls","DS",90.355037488254,32,164,217,499,499
2017-11-20,3,2018,504,"abundance","Poisson Env","Controls","DS",211.939303456437,77,385,217,499,499
2017-11-20,4,2018,505,"abundance","Poisson Env","Controls","DS",490.756371301177,177,908,217,499,499
2017-11-20,5,2018,506,"abundance","Poisson Env","Controls","DS",1261.97698386286,456,2338,217,499,499
2017-11-20,6,2018,507,"abundance","Poisson Env","Controls","DS",3227.22665720279,1184,5911,217,499,499
2017-11-20,7,2018,508,"abundance","Poisson Env","Controls","DS",8087.43292269082,2922,14785,217,499,499
2017-11-20,8,2018,509,"abundance","Poisson Env","Controls","DS",20037.0319211166,7314,36755,217,499,499
2017-11-20,9,2018,510,"abundance","Poisson Env","Controls","DS",56640.992784571,20657,103798,217,499,499
2017-11-20,10,2018,511,"abundance","Poisson Env","Controls","DS",156653.146201624,56736,286522,217,499,499
2017-11-20,11,2017,500,"abundance","Poisson Env","Controls","NA",0,0,0,217,499,499
2017-11-20,12,2017,501,"abundance","Poisson Env","Controls","NA",0,0,0,217,499,499
2017-11-20,1,2018,502,"abundance","Poisson Env","Controls","NA",0,0,0,217,499,499
2017-11-20,2,2018,503,"abundance","Poisson Env","Controls","NA",0,0,0,217,499,499
2017-11-20,3,2018,504,"abundance","Poisson Env","Controls","NA",0,0,0,217,499,499
2017-11-20,4,2018,505,"abundance","Poisson Env","Controls","NA",0,0,0,217,499,499
2017-11-20,5,2018,506,"abundance","Poisson Env","Controls","NA",0,0,0,217,499,499
2017-11-20,6,2018,507,"abundance","Poisson Env","Controls","NA",0,0,0,217,499,499
2017-11-20,7,2018,508,"abundance","Poisson Env","Controls","NA",0,0,0,217,499,499
2017-11-20,8,2018,509,"abundance","Poisson Env","Controls","NA",0,0,0,217,499,499
2017-11-20,9,2018,510,"abundance","Poisson Env","Controls","NA",0,0,0,217,499,499
2017-11-20,10,2018,511,"abundance","Poisson Env","Controls","NA",0,0,0,217,499,499
2017-11-20,11,2017,500,"abundance","Poisson Env","Controls","OL",0.179304865179213,0,1,217,499,499
2017-11-20,12,2017,501,"abundance","Poisson Env","Controls","OL",0.211301086921652,0,1,217,499,499
2017-11-20,1,2018,502,"abundance","Poisson Env","Controls","OL",0.216908689963066,0,1,217,499,499
2017-11-20,2,2018,503,"abundance","Poisson Env","Controls","OL",0.218042761383174,0,1,217,499,499
2017-11-20,3,2018,504,"abundance","Poisson Env","Controls","OL",0.218111739970331,0,1,217,499,499
