"date","forecastmonth","forecastyear","newmoonnumber","currency","model","level","species","estimate","LowerPI","UpperPI","fit_start_newmoon","fit_end_newmoon","initial_newmoon"
2017-11-21,11,2017,500,"abundance","AutoArima","Controls","total",33.3006948501875,18.8361817442403,58.8726681746099,217,499,499
2017-11-21,12,2017,501,"abundance","AutoArima","Controls","total",34.3370348288998,16.6557526561747,70.7882726875138,217,499,499
2017-11-21,1,2018,502,"abundance","AutoArima","Controls","total",35.156067002066,15.7356871716913,78.544332609588,217,499,499
2017-11-21,2,2018,503,"abundance","AutoArima","Controls","total",35.7993247632954,15.2970380641279,83.7803794522332,217,499,499
2017-11-21,3,2018,504,"abundance","AutoArima","Controls","total",36.3021077113757,15.0812191945576,87.3830561897738,217,499,499
2017-11-21,4,2018,505,"abundance","AutoArima","Controls","total",36.6936415009125,14.9764868889019,89.902480907938,217,499,499
2017-11-21,5,2018,506,"abundance","AutoArima","Controls","total",36.9976752892489,14.9284057401203,91.6928438734721,217,499,499
2017-11-21,6,2018,507,"abundance","AutoArima","Controls","total",37.2332472267407,14.9088828314133,92.9858202471482,217,499,499
2017-11-21,7,2018,508,"abundance","AutoArima","Controls","total",37.4154662752929,14.903079958636,93.9347517750088,217,499,499
2017-11-21,8,2018,509,"abundance","AutoArima","Controls","total",37.5562334234374,14.9031626532698,94.6423723454603,217,499,499
2017-11-21,9,2018,510,"abundance","AutoArima","Controls","total",37.6648699869549,14.9050834070929,95.1784295590804,217,499,499
2017-11-21,10,2018,511,"abundance","AutoArima","Controls","total",37.7486456330138,14.9068529817176,95.5909506100639,217,499,499
