year,month,CFSv2_1,CMC1_1,CMC2_1,GFDL_1,NASA_GEOS5v2_1,NCAR_1,GFDL-FLOR_1,ENSMEAN_1,CFSv2_2,CMC1_2,CMC2_2,GFDL_2,NASA_GEOS5v2_2,NCAR_2,GFDL-FLOR_2,ENSMEAN_2,CFSv2_3,CMC1_3,CMC2_3,GFDL_3,NASA_GEOS5v2_3,NCAR_3,GFDL-FLOR_3,ENSMEAN_3,CFSv2_4,CMC1_4,CMC2_4,GFDL_4,NASA_GEOS5v2_4,NCAR_4,GFDL-FLOR_4,ENSMEAN_4,CFSv2_5,CMC1_5,CMC2_5,GFDL_5,NASA_GEOS5v2_5,NCAR_5,GFDL-FLOR_5,ENSMEAN_5,CFSv2_6,CMC1_6,CMC2_6,GFDL_6,NASA_GEOS5v2_6,NCAR_6,GFDL-FLOR_6,ENSMEAN_6,CFSv2_7,CMC1_7,CMC2_7,GFDL_7,NASA_GEOS5v2_7,NCAR_7,GFDL-FLOR_7,ENSMEAN_7
1982,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1982,2,14.539,6.2844,20.612,21.208,1.7365,4.1922,16.018,12.084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1982,3,10.335,36.786,7.6794,11.926,12.319,6.8671,9.4319,13.621,7.4015,25.399,8.3718,9.451,5.6127,0.31121,3.5697,8.5882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1982,4,2.4369,3.7361,1.9224,12.499,0.4055,0.72386,6.3756,4.0142,4.1218,5.717,5.3046,8.5987,5.9478,12.929,5.3632,6.8546,9.867,10.193,4.5845,4.6581,9.1348,9.0482,0.79041,6.8965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1982,5,3.2725,0.69464,0.6396,3.9211,2.297,0,3.5443,2.0527,0.20807,24.592,7.5624,3.57,6.3509,19.788,4.9362,9.5725,1.8869,11.092,3.2899,1.325,3.6283,4.4572,6.6645,4.6206,1.3811,8.1014,2.123,3.2969,2.3587,5.5038,4.9385,3.9576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1982,6,26.359,13.138,1.6711,6.1553,6.7868,14.622,8.7327,11.066,3.6126,1.2164,5.5768,15.978,4.7926,3.7016,17.417,7.4707,9.1798,8.8486,26.378,14.053,31.762,8.2298,29.879,18.333,8.066,18.68,4.1904,2.4893,17.54,10.676,29.338,12.997,28.633,5.2706,1.5269,2.8432,9.3717,30.408,7.8764,12.276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1982,7,49.093,73.92,42.254,70.31,48.177,59.704,50.589,56.292,51.699,41.228,31.8,27.94,95.642,42.716,71.737,51.823,74.334,68.119,27.831,43.449,49.611,38.767,95.624,56.819,44.692,33.258,59.036,26.148,58.956,43.341,62.836,46.896,35.873,45.37,82.828,45.255,42.078,64.658,68.093,54.879,31.91,25.364,32.693,68.685,25.264,87.537,47.627,45.583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1982,8,56.018,33.546,35.651,57.001,48.699,65.757,28.082,46.393,52.558,90.015,58.656,25.15,50.106,56.054,65.163,56.815,63.334,49.023,61.957,30.409,66.047,37.659,58.874,52.472,66.478,45.825,82.453,32.804,36.034,49.385,56.809,52.827,49.63,40.408,66.166,49.68,49.917,68.355,28.504,50.38,56.19,31.395,69.291,32.709,51.769,91.977,30.591,51.989,60.026,66.231,56.043,51.24,25.112,79.433,25.319,51.915
1982,9,24.204,19.972,36.485,30.347,30.233,22.688,40.136,29.152,46.156,29.516,32.889,17.222,26.683,42.312,22.413,31.027,28.658,57.455,62.839,5.5078,41.512,42.311,35.937,39.174,19.654,65.273,41.662,17.072,27.257,15.36,42.469,32.678,16.602,33.521,33.986,23.426,54.578,32.263,36.767,33.02,39.192,31.003,26.616,43.109,52.975,13.796,34.434,34.446,20.731,69.557,26.087,40.675,93.162,60.234,18.52,46.995
1982,10,18.8,32.546,84.332,15.16,55.499,42.291,21.96,38.655,21.452,26.197,28.081,26.407,21.633,86.514,47.524,36.83,44.774,17.832,96.483,24.205,23.644,28.782,21.877,36.8,8.7753,30.274,121.82,23.273,42.98,16.374,21.086,37.797,32.179,24.483,25.408,48.796,121.81,13.335,59.265,46.469,18.376,35.843,26.344,26.288,27.838,24.145,17.515,25.193,5.9979,40.345,52.93,9.3668,3.0656,69.789,15.548,28.149
1982,11,22,23.355,48.503,27.855,4.6581,64.479,18.108,29.851,12.312,64.452,20.27,15.097,13.738,36.554,20.797,26.174,25.621,36.551,35.679,33.514,16.445,45.119,63.434,36.623,35.29,29.847,33.067,37.539,0.06439,17.124,20.537,24.781,38.048,64.474,32.349,26.138,62.706,27.533,46.082,42.476,7.7877,14.487,29.561,43.243,10.043,11.169,55.811,24.586,28.1,18.949,22.159,1.3783,24.53,55.236,23.211,24.795
1982,12,19.976,2.9262,41.797,95.679,36.966,13.353,16.446,32.449,11.676,1.4151,81.402,79.253,21.199,36.113,18.615,35.668,20.079,1.9495,66.398,43.908,55.342,50.859,91.819,47.193,72.258,21.321,37.882,86.938,35.936,78.606,92.078,60.717,0.90314,64.022,51.426,16.929,24.166,38.578,23.623,31.378,50.566,12.469,35.653,61.878,58.315,31.966,25.223,39.438,12.02,2.7508,49.916,48.103,62.926,22.859,0.61329,28.455
1983,1,23.633,28.574,24.071,33.472,45.656,3.5496,93.308,36.038,8.8981,1.5139,38.85,26.573,29.646,43.386,40.324,27.027,35.816,29.13,39.452,66.308,39.585,59.423,17.378,41.013,44.561,12.753,30.072,67.015,33.703,39.761,93.298,45.881,38.684,23.375,93.339,42.386,40.285,16.907,41.509,42.355,30.155,13.453,93.334,49.737,15.85,6.4958,25.889,33.559,93.335,46.532,91.847,28.65,34.059,33.32,46.272,53.431
1983,2,45.977,18.839,45.975,45.735,28.294,21.643,45.956,36.06,30.32,9.2174,43.098,36.572,44.914,17.159,34.407,30.812,37.742,10.204,39.814,33.033,46.175,31.018,46.166,34.879,30.271,46.323,35.931,46.332,26.346,16.605,45.03,35.263,32.968,46.048,39.763,25.353,35.681,27.541,24.325,33.097,33.445,29.086,46.324,34.681,34.185,28.687,46.156,36.081,30.385,44.132,42.687,36.145,30.701,14.811,31.513,32.91
1983,3,30.839,14.635,13.842,30.874,31.306,10.075,31.645,23.317,18.575,18.192,31.114,30.306,31.785,3.763,26.766,22.929,16.363,9.1211,36.712,34.675,15.658,7.7028,26.418,20.95,22.282,3.8741,36.824,33.8,8.9054,8.6957,36.823,21.601,14.377,9.0898,29.903,36.84,7.1726,5.5135,33.611,19.501,27.965,4.7606,36.826,30.006,15.176,0.3819,36.806,21.703,17.881,8.82,36.828,31.618,11.184,23.33,36.802,23.78
1983,4,26.971,0.47805,7.7422,34.106,4.9636,0.39025,20.474,13.589,9.4903,0.45598,7.0669,36.38,16.886,10.39,8.7273,12.771,9.7314,1.5904,26.418,31.619,20.096,5.5944,10.645,15.099,13.489,2.8033,28.632,33.288,36.539,8.0394,36.505,22.757,8.336,2.306,21.184,33.575,2.9321,2.1693,27.239,13.963,20.383,0.23577,36.497,36.542,9.3032,6.966,6.3214,16.607,20.131,0.041143,29.545,32.798,31.565,7.9202,32.505,22.072
1983,5,7.5927,2.9876,19.345,12.772,26.645,6.686,4.144,11.453,4.097,0.0029413,6.1946,1.4153,1.0425,1.2564,11.041,3.5785,8.8029,0.2876,19.542,41.111,29.848,10.541,11.811,17.421,20.275,0.20499,22.366,23.298,19.645,5.1962,11.564,14.65,7.3355,0,27.604,8.7184,16.889,10.504,12.622,11.953,3.5119,0,41.963,2.5401,18.616,1.6855,19.209,12.504,7.4315,0.74262,19.841,4.8162,11.49,28.264,0.47965,10.438
1983,6,11.734,9.9388,2.5105,0.48902,3.5039,7.1341,21.956,8.181,21.375,4.7405,4.49,27.973,8.6644,0.55021,4.639,10.347,2.0205,0.8312,4.3346,0.45572,4.4141,4.0626,0.84269,2.4231,7.6076,4.8447,10.436,0.85167,15.846,2.3605,5.8824,6.8326,23.616,3.6688,7.3266,6.332,8.2292,5.1345,5.7602,8.5811,2.7855,10.783,7.018,3.093,4.3316,7.606,14.368,7.1406,2.0612,5.6968,62.526,6.8088,42.788,1.0908,9.3464,18.617
1983,7,43.411,30.643,26.374,39.098,30.458,43.546,33.572,35.3,54.374,28.177,29.01,25.158,25.215,57.292,33.342,36.081,45.808,47.044,24.229,29.46,28.6,37.585,30.304,34.718,28.84,39.845,39.718,37.59,25.246,63.17,29.088,37.642,24.434,35.514,30.739,49.424,128.71,58.301,28.991,50.873,25.406,59.154,24.732,64.939,45.192,26.7,24.904,38.718,25.728,36.301,65.371,110.17,69.808,66.461,33.508,58.192
1983,8,62.884,53.735,28.852,53.04,29.359,49.464,53.929,47.323,87.173,64.287,48.748,44.327,60.866,48.352,37.102,55.836,57.068,39.773,25.82,50.351,72.673,61.77,56.133,51.941,31.795,40.698,25.864,40.764,42.754,32.36,28.959,34.742,25.927,50.312,25.904,55.656,67.45,70.508,41.54,48.185,25.992,59.736,25.834,42.477,51.966,52.85,46.85,43.672,28.87,70.623,29.375,59.791,63.57,59.654,30.342,48.889
1983,9,35.375,40.492,37.636,25.903,59.541,59.743,9.9441,38.376,20.35,36.86,12.063,28.691,31.329,27.689,6.916,23.414,45.117,39.659,31.911,18.057,38.712,38.67,46.74,36.981,18.222,18.188,53.741,38.973,13.855,28.155,41.361,30.357,22.561,24.521,10.446,5.5235,54.154,19.495,11.002,21.1,6.2391,24.59,9.3866,5.5045,60.885,44.717,11.215,23.22,17.742,38.712,34.681,13.542,7.5886,32.579,28.192,24.72
1983,10,26.306,13.126,21.224,13.677,6.3353,8.5612,63.178,21.773,11.937,3.3218,13.049,28.596,18.063,24.124,9.6625,15.536,31.666,42.371,3.1819,55.597,20.452,5.7253,3.3911,23.198,29.099,3.9875,23.873,25.307,13.33,16.288,23.443,19.332,27.089,17.917,11.242,37.693,12.075,2.7673,13.308,17.442,15.239,27.189,10.155,16.892,53.912,5.4066,25.844,22.091,2.7983,10.473,3.6345,33.236,6.3015,6.2051,4.7934,9.6345
1983,11,8.3675,36.122,12.137,5.7382,8.4777,0.029411,19.213,12.869,16.085,34.845,16.31,0.42498,3.9076,15.192,23.509,15.753,14.217,31.31,6.1792,3.8193,34.659,16.225,17.786,17.742,0.93932,38.544,20.28,18.84,49.608,39.388,10.718,25.474,46.417,13.364,30.253,12.766,24.252,11.806,8.2064,21.009,10.265,10.154,21.851,8.1672,4.1926,1.7743,19.167,10.796,22.651,24.61,10.88,12.094,27.879,44.823,0.073125,20.43
1983,12,15.207,4.1343,0.66351,6.7747,45.509,22.78,58.597,21.952,3.6575,32.867,9.1288,23.115,43.491,1.8492,33.423,21.076,60.616,19.914,3.5655,1.8653,5.8168,29.012,20.797,20.227,3.7194,21.47,51.362,20.736,6.9191,17.299,42.728,23.462,4.6265,96.555,14.48,62.794,3.6181,50.272,32.515,37.837,11.741,39.841,5.4744,12.627,40.669,14.044,0.55149,17.85,13.538,1.6788,5.6862,9.7442,21.038,0.66523,32.559,12.13
1984,1,2.8585,6.9382,18.948,4.3938,32.908,36.847,14.746,16.806,3.8896,21.685,18.134,3.4034,23.581,30.664,27.095,18.35,5.1302,15.416,16.993,39.345,31.164,8.5608,1.8452,16.922,1.283,51.059,18.617,27.131,6.6709,3.8641,30.12,19.821,12.238,2.6346,16.492,9.621,29.497,27.992,31.369,18.549,3.5535,20.74,16.908,40.073,23.306,38.792,7.1364,21.501,25.819,14.056,64.934,36.093,5.0942,30.132,18.528,27.808
1984,2,9.4777,42.051,9.3011,5.4377,27.661,13.247,22.077,18.465,12.469,19.991,15.165,26.652,17.114,18.556,11.613,17.366,14.619,6.4529,26.184,3.9627,22.463,0,0.53947,10.603,9.1206,25.738,4.7513,21.939,24.21,16.128,12.858,16.392,7.6015,16.041,17.026,21.106,3.3714,38.936,21.535,17.945,6.5591,34.194,18.781,1.1014,12.125,36.047,26.487,19.328,5.4649,2.3469,23.193,14.273,13.144,37.244,13.112,15.54
1984,3,6.2742,15.013,9.2484,8.2856,10.06,8.7731,14.127,10.254,8.1436,6.7843,11.981,5.3802,11.16,6.5677,10.031,8.5782,3.7165,0.13912,6.478,2.6191,25.255,28.569,6.1103,10.412,1.073,0.69989,8.8819,6.6062,8.7259,6.125,3.321,5.0619,4.4742,6.7568,5.453,5.532,8.0289,20.962,3.2621,7.7812,1.7374,11.871,4.6362,5.984,5.7432,16.53,5.0361,7.3626,0,6.676,12.008,7.7934,5.1851,30.396,10.51,10.367
1984,4,2.6669,0,6.8989,4.9712,3.6827,0.50068,10.279,4.1427,0.69773,4.2922,0.2448,1.6949,7.904,0.24564,2.8836,2.5661,0.93676,3.6261,0.41001,3.4359,2.2572,0.92222,1.6333,1.8888,1.1391,0.16534,1.4581,0.26317,0.67537,1.3981,1.2311,0.90434,1.558,2.2399,0.9423,0.54153,11.821,0,0.82435,2.561,0.15819,0.87284,0.65075,2.4006,4.113,0.83583,1.3709,1.486,0,1.6901,2.0084,5.6194,0.37188,13.151,7.5275,4.3384
1984,5,0.27476,0.37143,5.8559,0.46425,20.147,0.12661,1.8287,4.1527,5.0196,1.178,0.87885,7.5042,4.2559,0.52286,1.736,3.0136,3.0807,2.0256,1.0412,3.811,0.58274,0.19609,6.2632,2.4287,3.5842,0.4019,1.5568,0.8555,0.43623,1.2022,0.77724,1.2592,0.26368,0.30798,1.4028,1.451,9.8329,3.6232,1.7674,2.6641,1.8893,1.4712,4.6245,9.7511,5.424,0.37907,0.065132,3.3721,0.75719,3.2454,5.5005,1.3136,2.4864,1.2791,4.2987,2.6973
1984,6,5.8069,37.44,19.175,23.933,5.0235,1.2564,4.05,13.812,0.58765,9.5304,26.013,13.483,5.3642,0.40512,1.4415,8.1179,4.5558,2.028,2.2362,0.8765,0.74221,8.884,4.9134,3.4623,1.6671,36.02,0.39838,4.858,8.4477,19.87,4.9326,10.885,5.9052,0.51884,2.8035,27.123,9.2249,4.8491,0,7.2035,6.9721,10.416,18.63,5.7275,63.583,12.389,4.6473,17.481,31.13,63.577,1.202,4.9265,11.72,7.4154,1.6721,17.378
1984,7,137.69,129.95,71.152,128.85,75.205,76.888,67.938,98.24,44.262,117.92,51.573,38.242,45.597,54.581,79.585,61.68,48.965,125.95,67.978,41.063,73.857,99.907,40.676,71.2,37.018,74.444,40.054,77.851,91.738,135.18,38.323,70.659,43.731,68.115,42.613,39.026,98.825,86.782,39.504,59.799,63.964,99.187,29.141,70.153,71.843,41.608,40.7,59.514,78.231,47.021,77.518,36.978,72.251,72.65,46.908,61.651
1984,8,85.733,100.5,54.838,84.137,69.95,56.775,58.133,72.867,53.14,100.5,52.59,65.332,74.527,59.37,99.91,72.195,61.459,100.51,37.95,56.029,41.45,28.866,55.454,54.53,46.202,73.004,57.486,60.522,62.443,77.698,56.045,61.914,63.471,43.847,47.687,68.726,71.875,99.607,58.607,64.831,61.423,59.499,44.45,62.945,33.643,69.073,53.608,54.949,42.182,54.823,54.852,76.461,65.071,60.199,77.673,61.609
1984,9,33.086,40.783,36.297,35.355,43.401,20.848,58.641,38.344,29.336,38.574,23.009,26.766,35.871,66.086,26.332,35.139,19.563,23.425,22.141,43.691,24.833,16.582,25.257,25.07,26.679,45.664,16.272,10.707,55.013,19.348,7.67,25.908,4.9241,33.777,23.793,49.282,26.033,11.902,22.693,24.629,28.762,32.864,28.048,18.51,19.772,28.679,44.654,28.756,35.931,12.622,25.985,18.864,24.729,27.101,36.923,26.022
1984,10,14.79,21.155,74.73,40.262,20.719,26.206,3.2486,28.73,17.669,6.5258,30.708,12.543,23.015,3.4102,9.3941,14.752,21.59,27.102,7.0365,13.438,22.041,8.1121,5.0872,14.915,4.7067,46.377,10.152,4.6955,8.2566,13.021,22.768,15.711,20.293,12.854,2.8255,2.1624,11.142,3.4851,5.1268,8.27,2.5936,14.643,25.316,14.623,8.2301,2.9513,0.17624,9.7905,11.165,12.866,1.6197,5.5335,18.488,9.291,24.2,11.881
1984,11,63.605,8.6406,20.193,15.797,29.38,6.054,32.098,25.11,17.692,24.428,28.95,6.123,46.575,8.9862,0.58512,19.048,17.922,30.733,36.824,0.94841,27.343,4.5657,8.4923,18.118,8.7925,22.131,8.8639,19.162,8.6429,2.3762,0.58647,10.079,6.2995,12.92,2.5828,5.4447,9.7209,0.44234,3.312,5.8174,12.661,0.084163,0.18532,0.10518,16.412,5.0232,10.083,6.3648,2.9054,7.3683,0.7602,5.6491,4.6271,5.6196,55.075,11.715
1984,12,5.6483,20.641,20.677,26.038,5.9602,1.6596,50.535,18.737,40.59,18.237,16.181,36.857,18.794,16.323,9.59,22.367,102.72,65.719,30.182,17.41,2.7389,71.58,14.245,43.514,26.064,6.9339,68.886,31.835,6.9772,17.774,14.342,24.687,82.407,3.7466,4.379,8.9687,2.0033,68.237,2.1994,24.563,6.0267,1.9232,19.924,39.751,31.103,1.4195,11.062,15.887,6.3932,0,12.684,3.0505,0.055469,34.326,102.66,22.739
1985,1,13.868,54.063,14.268,36.206,10.857,7.0661,49.623,26.565,11.824,13.374,2.2018,7.265,12.868,1.7039,12.314,8.7929,31.867,28.12,7.2827,28.866,22.703,37.858,38.011,27.815,37.433,45.116,2.952,13.654,46.062,29.207,2.1701,25.228,24.228,90.589,2.1181,2.1239,6.3983,31.431,2.8483,22.82,8.7001,23.96,3.1603,24.714,11.92,67.705,11.323,21.64,6.4713,4.335,11.605,21.776,9.6716,4.1665,26.859,12.126
1985,2,10.686,20.055,4.9916,14.212,15.741,17.365,0.060118,11.873,13.782,11.838,2.8689,27.725,27.179,13.976,16.209,16.226,7.1726,37.568,5.9733,13.49,17.846,4.0066,24.485,15.792,17.761,35.558,20.655,6.8704,24.869,27.045,30.643,23.343,16.463,35.662,20.321,22.064,14.468,44.199,17.467,24.378,23.341,7.6952,12.954,0.69998,5.1512,12.429,5.4219,9.6704,13.192,23.621,8.5902,5.549,13.995,42.729,15.102,17.54
1985,3,5.5677,11.308,0.82786,0.54811,8.787,21.601,7.6007,8.0344,3.4723,1.1584,2.8501,6.0007,3.3299,3.2697,5.8785,3.7085,6.6076,22.359,6.1114,4.3292,4.6784,2.441,7.5037,7.7186,6.6221,14.429,8.3138,9.2164,6.4954,7.53,8.1617,8.6812,9.7005,28.032,5.9528,3.9688,7.912,9.9863,14.388,11.42,13.826,9.8351,12.358,5.7627,11.994,35.595,12.098,14.496,8.2634,10.83,3.0577,7.4946,7.5372,35.312,10.411,11.844
1985,4,3.9623,6.6683,2.0494,1.1931,3.7151,2.0493,5.6541,3.6131,2.199,36.135,0,1.9992,0.31245,0.22065,0.032439,5.8427,2.4951,0,0.33651,0.66334,3.4855,0,0.57496,1.0793,0.41503,0.56676,2.6867,2.8505,1.5332,3.4408,1.6134,1.8723,3.9595,0.19256,5.741,5.6689,3.1671,8.1617,3.0802,4.2816,9.6438,15.335,5.1035,2.9955,0.49751,13.753,5.6438,7.5675,3.5213,2.8889,1.3919,0.59555,0.20593,5.7016,2.1804,2.3551
1985,5,6.9455,9.1279,6.1223,0.85276,7.8511,0.24979,1.4404,4.6557,3.3653,10.603,0.80528,3.5282,1.3803,5.4909,1.5901,3.8232,10.348,4.4937,1.3724,4.7774,0.66319,5.2936,0.49405,3.9203,2.0519,17.005,4.4321,4.989,1.4323,0.28307,0.4414,4.3764,0.87897,4.8949,2.7033,0.51189,1.4153,6.4342,12.113,4.1359,2.3868,0.551,16.627,0.55841,1.4406,5.8196,4.6574,4.5773,3.0341,5.6671,0.6195,2.4761,2.2789,2.0984,40.407,8.0829
1985,6,5.6803,2.9237,38.233,0.36596,28.477,22.781,7.115,15.082,6.1484,4.6997,6.2967,60.556,17.686,3.1981,5.0432,14.804,5.8069,32.653,13.717,6.4584,6.3032,26.93,3.5063,13.625,4.7676,12.749,32.714,32.88,17.181,13.484,11.427,17.886,9.1546,10.527,12.952,3.5031,2.8561,12.264,31.102,11.765,7.1746,9.9454,1.8858,0.0023064,10.338,6.5908,7.9928,6.2756,13.79,9.7346,11.171,3.9403,26.77,15.668,6.4339,12.501
