year,month,CFSv2_1,CMC1_1,CMC2_1,GFDL_1,NASA_GEOS5v2_1,NCAR_1,GFDL-FLOR_1,ENSMEAN_1,CFSv2_2,CMC1_2,CMC2_2,GFDL_2,NASA_GEOS5v2_2,NCAR_2,GFDL-FLOR_2,ENSMEAN_2,CFSv2_3,CMC1_3,CMC2_3,GFDL_3,NASA_GEOS5v2_3,NCAR_3,GFDL-FLOR_3,ENSMEAN_3,CFSv2_4,CMC1_4,CMC2_4,GFDL_4,NASA_GEOS5v2_4,NCAR_4,GFDL-FLOR_4,ENSMEAN_4,CFSv2_5,CMC1_5,CMC2_5,GFDL_5,NASA_GEOS5v2_5,NCAR_5,GFDL-FLOR_5,ENSMEAN_5,CFSv2_6,CMC1_6,CMC2_6,GFDL_6,NASA_GEOS5v2_6,NCAR_6,GFDL-FLOR_6,ENSMEAN_6,CFSv2_7,CMC1_7,CMC2_7,GFDL_7,NASA_GEOS5v2_7,NCAR_7,GFDL-FLOR_7,ENSMEAN_7
1985,7,101.93,43.856,94.884,71.091,117.3,111.19,36.939,82.455,85.495,50.005,52.252,62.586,64.845,38.762,95.97,64.273,35.873,45.315,79.784,36.185,97.625,111.6,75.008,68.769,95.744,50.145,62.443,99.653,99.334,90.356,58.997,79.524,109.19,24.304,30.854,31.681,87.327,32.309,136.57,64.604,59.596,30.421,52.783,33.025,89.539,54.361,57.889,53.945,106.39,56.253,93.667,24.559,85.246,38.057,56.385,65.794
1985,8,47.232,78.987,24.96,68.566,50.315,45.996,33.348,49.915,37.818,25.174,75.331,47.72,62.31,68.618,54.855,53.118,33.979,48.957,46.937,70.259,42.788,51.157,59.347,50.489,56.513,30.764,49.855,60.432,62.043,77.272,66.39,57.61,41.599,77.735,40.847,70.875,53.47,50.081,72.861,58.21,89.872,29.97,69.911,50.248,79.108,64.633,98.963,68.958,68.543,42.91,70.645,55.356,53.483,40.372,66.551,56.837
1985,9,14.208,39.802,12.686,26.428,35.847,17.672,82.958,32.8,20.565,37.605,6.2568,37.537,18.553,27.787,22.774,24.44,19.351,28.689,12.725,24.833,28.264,41.834,51.084,29.54,24.358,6.2087,57.548,34.676,47.775,38.878,12.296,31.677,23.085,40.685,47.716,39.597,34.878,28.705,35.847,35.788,19.235,31.469,43.603,25.327,33.561,25.742,36.122,30.723,29.937,13.601,64.218,15.382,57.702,12.894,34.187,32.56
1985,10,14.898,13.986,27.231,9.5515,0.82,3.3718,62.418,18.897,1.1651,8.5333,81.301,64.698,10.423,28.173,18.299,30.37,16.429,13.375,0,29.338,109.26,6.8875,16.605,27.413,10.639,32.441,14.802,7.6017,3.7269,8.8441,1.053,11.301,28.301,44.42,3.7353,9.6143,0,2.636,10.659,14.195,25.692,13.82,79.373,42.797,0,2.7114,6.4089,24.4,7.0448,19.884,11.948,41.969,20.009,26.567,15.853,20.468
1985,11,13.32,9.3221,44.244,9.6277,10.521,22.887,20.54,18.637,14.038,6.1714,39.437,14.231,6.6271,16.157,31.995,18.38,5.4745,6.6018,19.588,64.186,16.447,19.56,44.865,25.246,2.7129,0.76351,16.764,31.567,9.7666,23.193,22.159,15.275,1.9999,24.623,45.016,3.7082,21.656,1.7401,31.591,18.619,5.5574,30.725,9.6332,5.9,17.88,10.876,3.5119,12.012,3.5836,28.894,64.149,14.725,19.943,11.705,3.1473,20.878
1985,12,19.299,67.817,3.1045,28.793,54.805,80.263,13.61,38.242,75.432,9.9581,73.685,31.378,5.3357,50.291,9.0399,36.446,12.828,5.5531,17.426,3.3692,13.072,24.231,43.822,17.186,30.461,8.1365,4.2808,20.659,6.0279,11.724,7.7251,12.716,0.93452,12.708,5.1494,69.93,9.8358,14.678,6.2888,17.075,5.0616,41.915,9.1864,25.088,34.545,13.832,33.132,23.251,40.174,6.7532,47.684,84.068,12.664,3.6873,77.106,38.877
1986,1,15.397,24.249,17.664,36.273,45.18,2.4637,1.5813,20.401,22.641,7.1651,39.003,9.1765,3.7718,26.343,2.2802,15.769,16.002,43.797,11.38,5.5681,38.516,35.421,31.011,25.956,18.011,44.043,2.3511,21.266,18.778,17.012,16.246,19.673,6.0207,7.2824,31.616,10.197,37.473,19.332,6.601,16.932,22.63,27.378,15.064,16.599,43.563,5.9694,15.165,20.91,4.3579,26.722,11.549,11.934,9.5804,11.063,16.471,13.097
1986,2,16.921,28.291,18.17,23.281,20.766,26.741,3.0568,19.604,9.7546,12.716,17.832,9.7076,17.873,0.0058871,6.8023,10.67,23.42,30.068,15.486,13.413,11.012,27.582,4.829,17.973,13.237,30.915,19.742,18.877,12.436,8.1983,8.9651,16.053,12.548,13.568,1.6757,23.376,18.472,25.336,24.532,17.073,12.787,3.998,25.469,19.821,23.954,16.282,16.449,16.966,4.6734,27.375,21.024,16.089,7.8525,28.142,5.4986,15.808
1986,3,6.4138,0.020723,7.0858,7.2475,11.362,3.9799,7.7919,6.2717,13.314,4.2453,11.14,4.8582,11.637,12.964,12.431,10.084,16.417,18.184,6.0078,8.5013,6.657,5.473,17.56,11.257,11.311,14.962,6.6389,10.709,23.816,19.452,11.87,14.109,8.8974,20.644,8.2382,8.3174,9.8182,28.455,7.6512,13.146,4.9189,11.059,6.6607,7.2799,10.337,22.904,7.3576,10.074,8.8449,6.9076,8.1344,9.1066,8.7139,32.534,6.8277,11.581
1986,4,1.9743,11.287,3.2633,0.12998,14.503,2.9021,3.1592,5.3169,2.1458,7.6786,4.7617,1.1201,6.8301,10.545,9.4182,6.0713,12.439,22.253,5.3939,4.4258,13.964,4.2938,3.2556,9.4322,5.3326,3.7704,4.492,0.39242,12.244,0.036775,4.92,4.4555,5.1931,2.5044,0.97616,3.1408,7.5409,7.5193,6.5733,4.7783,1.9664,0.00069691,1.2263,4.5062,1.2981,9.4741,5.4121,3.412,1.735,3.7526,0.91011,0,1.3795,3.6921,5.4761,2.4208
1986,5,7.4756,3.0777,3.4292,9.7924,2.458,7.0732,8.984,6.0414,1.3665,1.5582,5.9852,4.7454,1.0592,0.69042,2.8662,2.6102,4.8099,0.21375,0.62375,4.5764,6.1267,1.1723,41.319,8.406,2.5037,3.7739,4.6071,6.9136,2.4536,6.1341,11.241,5.3753,3.2342,8.8973,1.7284,0.80624,5.684,12.337,12.35,6.4338,5.4089,20.878,1.5676,3.4078,4.5027,2.6381,2.9682,5.9102,2.575,2.5798,0.53981,0.0070934,0.64922,1.0455,13.476,2.9818
