year,month,CFSv2_1,CMC1_1,CMC2_1,GFDL_1,NASA_GEOS5v2_1,NCAR_1,GFDL-FLOR_1,ENSMEAN_1,CFSv2_2,CMC1_2,CMC2_2,GFDL_2,NASA_GEOS5v2_2,NCAR_2,GFDL-FLOR_2,ENSMEAN_2,CFSv2_3,CMC1_3,CMC2_3,GFDL_3,NASA_GEOS5v2_3,NCAR_3,GFDL-FLOR_3,ENSMEAN_3,CFSv2_4,CMC1_4,CMC2_4,GFDL_4,NASA_GEOS5v2_4,NCAR_4,GFDL-FLOR_4,ENSMEAN_4,CFSv2_5,CMC1_5,CMC2_5,GFDL_5,NASA_GEOS5v2_5,NCAR_5,GFDL-FLOR_5,ENSMEAN_5,CFSv2_6,CMC1_6,CMC2_6,GFDL_6,NASA_GEOS5v2_6,NCAR_6,GFDL-FLOR_6,ENSMEAN_6,CFSv2_7,CMC1_7,CMC2_7,GFDL_7,NASA_GEOS5v2_7,NCAR_7,GFDL-FLOR_7,ENSMEAN_7
1986,6,25.072,24.42,24.979,23.619,24.925,24.882,24.372,24.61,24.492,26.755,24.534,24.285,24.524,24.018,24.028,24.662,23.781,24.942,25.029,24.435,24.008,24.746,23.465,24.344,24.105,25.098,24.612,24.64,24.366,24.737,23.266,24.403,23.97,23.037,25.69,25.173,24.34,24.582,23.205,24.285,23.686,22.965,25.061,24.691,23.505,24.21,23.713,23.976,23.595,22.965,24.998,25.102,23.726,24.263,24.052,24.1
1986,7,25.691,26.115,26.669,26.762,26.102,26.585,25.789,26.245,25.377,25.46,26.738,25.425,25.989,26.396,25.672,25.865,25.328,26.074,26.099,25.865,26.239,26.443,25.25,25.9,25.31,25.973,25.766,26.785,26.354,25.876,25.263,25.904,25.916,26.814,25.856,26.57,25.47,25.243,25.328,25.885,25.414,25.487,25.858,26.532,25.994,25.299,25.209,25.685,25.298,25.195,25.383,26.444,26.571,26.097,25.003,25.713
1986,8,23.706,24.463,24.028,24.893,23.955,24.865,24.078,24.284,24.199,24.865,24.759,25.538,24.42,24.098,24.308,24.598,23.396,24.959,24.242,25.399,25.119,24.363,24.471,24.564,23.869,26.005,24.086,25.58,24.515,24.874,24.155,24.726,23.391,24.108,24.166,25.246,25.088,24.404,24.933,24.477,23.882,23.998,23.919,25.708,24.136,24.82,23.73,24.313,23.903,24.948,23.415,24.401,23.967,25.08,24.019,24.248
1986,9,21.157,20.994,22.182,21.999,22.957,22.729,21.611,21.947,21.014,20.74,21.781,21.139,20.998,22.589,21.215,21.354,21.978,21.142,22.766,24.163,21.514,20.977,22.256,22.114,20.773,20.775,21.974,23.533,21.528,22.309,22.858,21.964,21.116,22.606,21.331,23.052,22.181,23.309,21.836,22.204,21.316,21.207,20.741,23.88,21.366,21.176,21.937,21.66,20.879,20.85,21.191,23.695,21.015,22.846,20.741,21.602
1986,10,16.117,15.1,16.403,16.675,15.887,18.443,16.256,16.412,16.209,15.1,15.818,16.448,16.904,16.314,16.197,16.141,16,15.1,15.805,16.385,16.034,16.142,15.993,15.923,16.02,15.1,16.083,17.262,16.13,16.355,16.134,16.155,15.104,15.657,16.669,17.073,16.539,16.027,16.612,16.24,16.303,17.133,16.208,17.831,15.13,17.547,16.353,16.644,15.914,16.093,15.697,18.261,15.185,15.385,15.904,16.063
1986,11,8.4123,9.231,8.9967,10.978,9.9332,10.581,8.2666,9.4856,9.0844,8.7154,9.2004,9.9116,8.6776,10.427,9.0466,9.2948,9.1886,8.2207,8.7239,8.5578,9.1077,11.289,9.6863,9.2535,8.2215,9.5711,8.8143,10.94,8.2207,8.2234,9.6596,9.0929,9.9185,8.9057,9.9131,9.573,9.4735,9.0533,8.8187,9.3794,8.2517,9.7197,8.588,10.18,10.678,11.04,10.115,9.796,8.8606,10.654,10.235,8.7433,9.7591,11.134,10.058,9.9205
1986,12,5.2137,5.8773,5.6278,6.2328,5.3685,6.9049,5.2818,5.7867,5.684,5.9154,6.0867,7.2144,5.9762,6.9932,5.6602,6.2186,5.7243,4.9035,5.799,5.8651,4.8963,5.8193,5.8706,5.554,6.1458,4.8986,6.127,5.7718,6.103,5.2784,5.4683,5.6847,4.8979,6.369,5.4086,4.8977,4.9009,6.4406,5.3085,5.4605,6.7065,5.2583,5.8192,5.8632,5.3184,5.5683,5.3223,5.6938,5.5797,5.9813,5.8476,6.5005,4.9338,5.7398,6.1503,5.819
1987,1,4.9721,5.8328,6.5033,5.8355,5.1948,6.0155,5.1978,5.6503,4.8858,7.0043,6.0288,5.9117,4.6578,6.2021,5.1072,5.6854,5.1587,5.4836,5.1512,4.6584,4.6613,6.087,5.3541,5.2221,4.8519,4.6595,6.1564,5.3752,4.6634,6.3228,5.2796,5.3298,5.6338,4.8666,6.4526,4.7725,5.83,5.3363,5.2987,5.4558,5.1512,5.1868,5.9409,4.675,4.6935,4.9506,5.7051,5.1862,5.9355,6.8002,5.7857,5.2445,5.5491,4.8753,5.8069,5.7139
1987,2,7.9294,8.5575,7.3283,7.466,7.0808,7.3676,7.0437,7.539,7.3833,7.5728,7.2482,6.8951,7.5449,7.7748,7.6567,7.4394,7.2256,6.9234,6.9931,7.2937,6.9221,7.9395,7.1816,7.2113,7.4848,6.9063,7.3705,7.133,6.8946,9.489,7.7767,7.5793,7.7662,6.9134,7.7082,6.9733,6.9905,7.4614,7.739,7.3646,8.9715,7.3826,7.6565,8.4664,7.4702,7.7991,8.2351,7.9973,8.6916,6.948,7.2376,7.0898,6.8956,6.9058,7.7622,7.3615
1987,3,10.241,10.47,10.355,10.134,10.219,10.96,10.456,10.405,10.775,10.766,10.597,9.6932,9.7775,10.078,10.725,10.344,10.415,10.017,10.032,9.6359,9.846,10.809,10.049,10.115,10.086,9.8218,10.41,9.8912,9.5899,10.54,10.427,10.109,10.227,9.6336,9.8648,9.6042,9.5899,11.517,10.445,10.126,10.663,10.02,9.9739,10.098,10.051,10.424,10.218,10.207,11.276,9.9069,10.309,10.412,10.001,10.612,11.072,10.513
1987,4,13.121,15.658,11.686,12.835,13.577,13.24,11.714,13.119,14.005,13.784,14.195,13.394,14.145,14.249,13.693,13.923,13.959,12.879,14.319,14.843,13.1,13.936,14.137,13.882,14.059,11.647,13.735,14.135,13.958,14.408,14.089,13.719,12.872,15.24,12.973,14.023,13.257,13.728,13.472,13.652,13.921,13.748,11.649,13.553,11.648,14.27,13.654,13.206,14.704,13.027,13.435,14.133,11.782,13.647,14.173,13.557
1987,5,18.779,19.189,19.083,19.209,18.783,18.725,19.085,18.979,18.503,18.851,18.617,18.833,18.775,18.941,19.117,18.805,18.598,19.815,18.866,18.856,18.716,18.962,19.004,18.974,18.832,18.651,18.931,18.798,18.502,19.187,18.874,18.825,18.857,18.552,18.748,18.581,18.597,18.634,18.748,18.674,18.447,18.777,18.447,18.596,18.449,18.489,18.515,18.532,18.557,18.448,18.612,18.664,18.447,19.084,18.682,18.642
1987,6,23.923,24.144,23.566,25.013,23.315,24.788,23.01,23.966,23.694,23.856,23.81,23.666,23.624,23.627,24.48,23.823,23.599,24.288,23.614,23.586,23.294,23.148,24.458,23.712,22.999,23.979,23.855,23.315,23.335,24.043,24.503,23.719,24.453,25.029,23.86,23.598,23.107,23.894,24.325,24.038,23.107,24.115,23.651,23.247,23.195,23.192,23.79,23.471,23.108,25.816,23.41,23.238,23.411,23.707,23.72,23.773
1987,7,26.619,25.59,25.712,26.506,25.496,26.224,26.578,26.103,26.853,26.07,25.579,26.492,26.373,26.84,26.338,26.364,26.33,26.22,26.045,26.459,26.445,26.881,26.8,26.454,26.341,26.918,26.011,25.444,26.242,25.805,26.922,26.24,25.998,25.377,25.233,25.036,26.153,27.833,26.708,26.048,25.712,26.516,26.371,25.264,25.634,25.851,26.447,25.971,25.776,26.115,25.705,25.321,25.972,25.972,25.375,25.748
1987,8,25.351,24.267,25.184,25.822,24.448,25.223,26.022,25.188,24.888,24.5,24.628,24.859,25.698,25.417,25.679,25.096,25.054,25.986,24.977,26.007,25.259,24.776,26,25.437,25.335,25.105,25.459,26.708,25.208,25.829,25.775,25.631,25.363,26.355,24.81,25.24,25.718,24.372,25.719,25.368,25.077,24.302,24.951,25.057,25.112,25.676,25.235,25.058,24.962,25.43,25.878,25.098,24.134,24.446,25.389,25.048
1987,9,23.359,21.5,21.638,22.93,22.993,22.625,23.747,22.685,22.887,22.525,21.351,24.126,22.635,22.347,24.531,22.915,22.662,22.158,22.459,23.101,23.345,21.907,22.655,22.612,22.563,22.507,22.461,23.111,22.48,22.978,22.419,22.646,22.195,24.013,22.446,23.797,23.053,21.629,23.07,22.886,22.802,22.121,22.027,21.367,22.781,21.101,22.666,22.123,22.907,21.698,22.189,20.864,22.115,22.588,22.391,22.108
1987,10,16.288,15.214,16.104,17.367,16.528,15.931,16.615,16.292,17.161,15.634,16.057,16.511,15.922,16.331,16.464,16.297,16.359,16.096,15.935,16.462,17.92,16.343,16.594,16.53,17.185,16.405,16.751,18.347,17.119,16.976,16.506,17.041,15.976,15.806,15.985,15.001,16.299,16.644,16.584,16.042,17.07,17.163,16.745,18.178,17.426,17.654,17.754,17.427,17.037,15.908,16.38,16.925,17.048,16.57,16.828,16.671
1987,11,10.001,8.2213,10.569,9.431,9.1799,9.599,10.52,9.6458,10.207,8.218,9.5867,10.129,9.7212,10.623,10.491,9.8539,8.814,8.4963,9.5968,11.57,8.8399,10.758,10.201,9.7536,9.8105,8.2771,9.0913,9.1855,11.545,8.5145,10.23,9.522,11.506,8.3771,9.8049,11.507,8.3702,11.138,10.714,10.203,10.199,9.721,9.9187,9.9613,12.024,9.9492,10.616,10.341,9.8989,11.832,10.463,12.45,10.522,11.863,10.98,11.144
1987,12,5.769,5.4197,6.3864,4.9178,5.3156,6.4799,6.9846,5.8961,6.2822,4.9192,5.2796,4.9262,5.6824,6.0109,6.5292,5.6614,6.7502,5.8069,5.7671,4.9182,5.6543,5.4925,6.2849,5.8106,6.4984,6.9143,5.4478,7.6888,5.4961,7.6396,6.225,6.5586,6.7022,6.0866,5.9227,7.1791,5.9862,5.8395,6.146,6.2661,6.4716,6.4743,5.5721,6.965,6.2469,5.9287,6.3424,6.2859,6.9355,7.3955,5.9319,6.7547,7.3367,5.7518,6.9982,6.7292
1988,1,5.3285,5.3302,6.493,5.6046,5.4414,7.1111,6.37,5.9541,5.0488,6.4682,5.7199,4.751,5.5457,7.4501,6.4363,5.9171,6.7097,7.3454,7.6455,5.319,5.9076,6.926,6.1769,6.5757,6.6289,6.2424,5.4426,4.7896,6.1954,6.4356,6.6375,6.0532,6.4182,6.4636,5.2658,5.2755,7.2104,7.5767,6.5696,6.3971,6.6709,4.7665,5.4712,6.3776,5.6591,7.8976,7.3139,6.3081,6.6575,6.0501,5.5571,6.5436,6.9357,7.5428,6.5107,6.5425
1988,2,7.3409,7.7569,8.5475,6.9103,8.0758,6.9119,8.3263,7.6956,7.4801,7.1865,7.8296,7.5152,7.487,8.453,8.8734,7.8321,8.6112,8.4351,8.0087,7.0354,7.8099,8.5154,7.3136,7.9613,9.338,8.4722,8.4729,8.5397,8.128,8.673,8.5974,8.603,9.9026,8.7209,7.0379,9.4062,7.3964,9.4144,8.1106,8.5699,8.02,8.1188,8.7736,9.1598,8.0381,9.2124,8.3488,8.5245,8.4318,7.0816,8.739,9.3428,7.8125,9.4463,8.3266,8.4544
1988,3,11.612,10.765,10.87,10.401,11.912,12.82,11.031,11.344,11.151,12.259,11.851,10.434,10.956,10.773,10.574,11.143,11.617,11.316,10.656,11.313,10.598,12.068,11.106,11.239,11.922,10.564,11.657,11.132,10.721,11.876,11.177,11.293,11.488,12.307,11.405,11.438,11.025,11.346,11.545,11.508,12.338,11.295,10.951,11.291,11.505,12.07,11.443,11.556,13.134,10.804,10.628,12.361,11.316,11.828,12.531,11.8
1988,4,16.919,14.453,15.86,16.097,15.468,16.842,16.779,16.06,15.98,15.903,16.103,15.606,15.645,18.179,16.019,16.205,15.14,17.063,15.321,15.401,14.479,14.624,15.257,15.326,15.394,16.562,14.471,15.546,15.554,15.773,15.185,15.498,16.976,14.894,16.571,15.43,15.761,15.706,15.153,15.784,16.086,14.642,14.808,15.549,14.651,14.879,15.029,15.092,17.109,15.207,14.635,15.479,14.904,16.44,15.545,15.617
1988,5,19.727,20.282,21.634,19.974,20.718,20.905,20.749,20.57,22.322,19.539,22.164,19.384,20.238,19.487,20.907,20.577,21.632,20.498,21.148,19.579,20.134,19.977,20.002,20.424,20.557,19.414,21.115,19.19,19.99,19.487,20.857,20.087,20.377,21.791,20.26,19.825,20.746,20.072,20.047,20.445,21.739,22.029,20.833,20.192,19.671,20.692,20.097,20.75,21.525,20.424,21.385,21.244,20.47,21.481,19.853,20.912
1988,6,25.551,25.671,26.159,24.572,25.473,24.705,25.419,25.364,25.142,26.454,25.252,25.006,24.801,23.848,25.211,25.102,24.792,25.793,25.854,24.761,24.929,25.061,25.077,25.181,25.01,24.662,24.326,25.584,25.637,25.632,25.239,25.156,24.47,24.215,25.085,25.597,25.002,24.666,25.777,24.973,25.216,27.593,25.712,24.041,25.774,24.686,25.339,25.48,25.921,25.255,24.768,25.395,24.427,25.874,25.486,25.304
1988,7,26.345,25.175,26.557,26.263,25.756,26.309,26.875,26.183,26.077,26.461,25.035,25.519,26.105,25.599,26.906,25.957,26.788,25.307,26.482,26.758,25.895,26.857,26.673,26.394,26.426,25.807,26.059,26.225,25.198,26.379,26.664,26.108,26.226,26.537,25.775,26.138,25.386,26.109,26.444,26.088,26.039,27.406,25.451,26.1,26.028,26.12,26.866,26.287,26.784,26.767,26.64,26.196,25.902,25.496,26.987,26.396
1988,8,25.888,25.207,24.81,24.502,25.444,24.635,24.889,25.054,25.65,25.039,25.526,24.243,24.556,25.082,25.55,25.092,25.628,24.769,24.743,24.257,24.113,24.511,24.128,24.593,24.995,24.913,25.305,24.391,24.094,24.886,24.437,24.717,24.445,25.405,25.483,24.64,24.055,24.596,24.504,24.733,25.388,26.239,25.363,24.531,23.503,24.571,24.827,24.918,25.728,26.143,24.256,24.412,24.522,25.532,24.84,25.062
1988,9,23.136,24.044,21.467,22.421,22.773,22.8,23.205,22.835,23.549,23.192,23.093,22.164,24.558,21.605,23.164,23.047,23.772,23.057,23.944,22.783,24.385,23.117,23.347,23.486,22.757,22.263,23.441,22.369,22.936,21.505,22.592,22.552,22.981,22.41,24.096,22.628,22.661,23.13,22.404,22.901,22.941,22.824,22.667,22.185,21.121,23.424,22.788,22.564,23.225,23.501,22.878,22.046,22.854,23.584,21.239,22.761
1988,10,16.696,17.209,16.384,16.154,16.306,17.443,17.006,16.743,16.265,17.472,16.89,16.159,16.184,16.671,17.321,16.709,16.744,18.705,17.551,16.853,16.991,16.73,17.257,17.262,16.449,16.846,17.638,16.145,16.945,16.756,17.392,16.881,16.868,16.553,17.545,16.713,16.302,17.563,16.783,16.904,16.837,16.511,18.352,17.39,16.054,16.989,17.091,17.032,16.646,16.993,16.877,16.662,15.83,18.167,17.627,16.972
1988,11,10.495,11.375,11.946,11.856,11.267,12.53,12.029,11.643,12.027,10.095,11.223,10.789,10.14,12.133,10.898,11.044,11.271,13.23,12.085,10.999,10.473,11.519,11.684,11.609,10.476,11.662,10.847,10.542,9.4979,12.449,11.351,10.975,10.351,11.901,11.861,11.39,10.583,11.222,13.076,11.483,10.74,11.897,11.232,9.1458,10.353,11.9,11.152,10.917,11.367,10.44,12.438,11.111,9.3094,12.052,11.354,11.153
1988,12,7.7866,6.8646,6.8746,6.2345,8.7881,8.3901,7.6483,7.5124,6.8172,7.2552,6.3308,7.871,8.0741,7.2037,8.0579,7.3729,6.6817,8.9197,8.0453,8.3454,6.4843,9.0219,8.1972,7.9565,6.4577,7.9808,8.2898,7.6001,8.096,8.7528,7.5494,7.8181,7.6128,9.0016,7.202,7.7237,8.2311,8.1763,6.7377,7.8122,8.1373,7.6451,6.6619,7.9414,7.8416,7.5539,8.1986,7.7114,6.8929,9.107,8.9984,7.3713,7.065,8.9478,7.2564,7.9484
1989,1,6.6608,7.4707,6.665,8.2827,8.6077,9.6045,8.9897,8.0402,7.8067,8.4857,7.4081,7.8678,9.6678,9.134,8.1183,8.3555,7.4379,8.5041,7.6923,6.7481,9.661,7.089,7.5414,7.8105,7.903,8.3796,8.5503,7.223,8.2286,7.5544,8.4908,8.0471,7.6223,6.8491,8.0688,7.5152,8.2362,7.1001,7.9063,7.614,7.5085,9.6918,8.1568,7.6753,8.5839,9.6345,7.6444,8.4136,7.5028,6.8326,8.2967,8.3063,8.0334,8.483,7.519,7.8534
1989,2,9.3314,9.3823,8.9342,9.3942,9.9885,9.5924,9.2303,9.4076,9.4296,9.5341,9.7928,10.803,10.076,10.383,10.342,10.052,10.527,11.064,9.936,9.7336,10.692,10.526,10.075,10.365,9.3207,7.0967,10.755,8.8141,11.729,9.8002,10.216,9.676,11.173,9.8991,10.39,8.7384,10.878,10.075,10.626,10.254,9.5893,9.7287,10.51,10.281,9.4631,10.318,10.673,10.08,9.9275,9.5244,9.5531,10.575,11.725,9.6336,9.7231,10.095
1989,3,11.581,14.682,12.458,11.606,13.533,14.527,13.34,13.104,12.06,11.828,12.386,12.962,12.383,12.789,13.571,12.568,13.709,12.629,12.222,14.787,12.215,14.137,13.769,13.352,13.14,11.901,12.954,13.215,13.634,14.264,12.525,13.09,13.153,11.145,13.058,12.143,14.787,13.1,13.025,12.916,13.482,13.586,12.235,12.418,12.753,12.45,12.823,12.821,13.157,12.926,14.784,12.233,12.919,14.787,12.721,13.361
1989,4,16.923,15.891,16.676,17.314,15.913,15.914,16.666,16.471,16.205,16.895,17.677,16.275,15.762,16.04,16.677,16.505,16.028,16.535,16.919,17.169,15.264,16.999,16.865,16.54,17.833,15.815,16.53,18.143,15.951,15.927,18.382,16.94,17.302,16.708,15.96,16.136,16.152,17.836,17.834,16.847,18.407,16.807,16.193,16.54,16.832,16.405,16.712,16.842,17.22,13.882,18.003,17.764,17.23,17.035,15.886,16.717
1989,5,22.375,19.138,22.126,20.241,19.564,20.778,21.601,20.832,20.483,21.67,20.261,22.519,19.419,19.595,21.124,20.724,20.499,18.604,20.97,21.019,19.968,21.609,21.981,20.664,20.979,20.841,20.905,21.617,19.503,20.712,21.855,20.916,21.912,19.426,20.75,21.875,19.861,21.498,22.201,21.075,22.964,19.442,21.952,21.36,19.485,21.461,21.477,21.163,22.488,19.571,20.285,21.864,20.556,20.754,21.709,21.032
1989,6,25.499,26.127,25.384,24.146,24.405,25.118,25.315,25.142,25.631,24.789,24.737,25.282,24.831,25.122,25.996,25.198,25.333,25.439,24.595,26.324,24.841,25.692,25.9,25.447,25.013,25.826,23.917,26.783,24.216,24.955,26.502,25.316,24.971,24.077,25.153,25.531,25.05,25.446,26.011,25.177,26.486,25.262,25.135,25.521,23.931,25.903,26.982,25.603,25.994,24.164,24.523,25.876,23.729,25.608,25.241,25.019
1989,7,25.927,26.371,26.025,26.189,25.121,25.336,26.175,25.878,26.13,26.625,25.971,26.453,25.242,26.043,26.506,26.139,25.95,26.401,25.286,27.37,25.235,24.994,26.24,25.925,25.886,25.193,26.219,26.486,25.268,25.798,25.757,25.801,25.579,26.414,25.481,26.941,25.335,26.264,26.234,26.035,26.473,25.094,26.554,26.534,25.456,26.306,25.758,26.025,25.843,26.92,26.716,26.337,25.422,26.745,26.543,26.361
1989,8,25.477,24.629,25.093,25.004,24.761,25.009,24.938,24.987,25.088,25.018,24.713,25.663,23.752,24.275,25.326,24.834,24.388,26.202,23.879,25.69,24.256,24.555,24.955,24.846,24.108,25.138,24.869,25.286,24.501,24.325,25.268,24.785,24.14,24.68,24.885,24.601,24.307,25.144,24.643,24.629,24.473,25.385,24.672,24.254,23.99,25.752,25.502,24.861,25.013,24.374,25.101,25.002,25.023,24.986,24.203,24.814
1989,9,23.077,22.371,22.997,23.238,23.066,20.785,23.333,22.695,22.545,22.821,22.506,22.936,22.441,22.363,23.522,22.734,21.881,22.491,21.603,21.956,21.626,22.186,22.511,22.036,22.061,22.633,22.224,23.476,21.153,22.526,21.778,22.264,21.095,20.97,21.48,22.785,21.854,22.351,22.809,21.906,21.366,22.061,21.784,21.412,21.81,22.767,22.308,21.93,22.186,23.422,21.041,22.776,21.657,22.938,21.109,22.161
1989,10,16.668,17.23,17.306,17.109,16.36,16.63,17.05,16.908,16.299,16.971,16.279,17.221,17.188,16.393,18.123,16.925,16.518,16.264,17.42,18.25,17.368,16.714,17.623,17.165,16.906,16.004,16.961,16.215,15.141,16.877,17.625,16.533,16.654,18.076,16.842,17.978,15.953,18.206,16.662,17.196,16.102,16.834,15.774,16.067,16.189,16.867,16.986,16.403,16.174,17.257,15.793,15.806,16.09,17.298,16.127,16.364
1989,11,11.025,10.279,10.351,11.884,8.7491,10.39,11.08,10.537,11.003,10.975,9.7624,9.7447,11.086,10.502,10.067,10.448,10.444,10.229,10.906,8.7141,13.278,10.887,11.797,10.894,10.998,10.38,11.276,11.165,12.179,11.289,11.38,11.238,9.7916,11.313,11.27,10.264,9.4815,10.838,10.637,10.514,11.943,10.465,12.52,9.6404,10.206,11.888,10.791,11.065,11.64,9.6431,11.917,12.112,11.364,10.994,10.08,11.107
1989,12,6.1808,7.0875,7.1712,7.7752,6.6231,6.9044,7.6077,7.05,6.8688,6.8827,7.4712,7.5413,7.532,6.6181,8.0343,7.2783,5.9736,7.9159,6.3604,7.8384,7.6018,8.2906,6.9036,7.2692,6.9815,6.0975,6.3504,5.605,6.7063,6.3975,7.9294,6.5811,7.0858,9.0548,7.2709,6.4031,7.6859,6.6986,7.9007,7.4428,6.1806,7.4113,8.4104,7.2316,7.1414,7.9371,6.9263,7.3198,6.1203,6.5763,6.4616,7.1386,8.2988,6.2132,6.9818,6.8272
1990,1,7.283,4.7543,7.5859,7.6404,6.4233,6.5446,7.862,6.8705,7.4874,6.5292,7.0191,6.9422,7.3989,5.1824,8.4578,7.0024,7.1373,7.009,7.3967,7.3297,6.2239,7.4925,8.2875,7.2681,6.4264,8.2284,6.4134,8.4889,7.9667,5.4478,7.5828,7.2221,7.9092,6.1917,7.4711,5.6879,7.4409,7.2827,7.3862,7.0528,8.0269,8.3362,8.4107,6.2379,7.1392,7.2289,6.4773,7.4081,6.8733,8.5116,8.0548,9.6689,6.6849,6.5452,7.7415,7.7257
1990,2,9.2798,6.9714,9.5367,9.6498,9.0259,9.7456,9.4126,9.0888,10.096,7.9283,8.7093,9.32,9.0216,8.1914,8.6311,8.8425,8.2538,9.0705,9.1216,8.3435,9.5541,7.4133,9.1289,8.698,9.3213,7.9776,9.1318,9.8225,8.592,8.9936,9.4625,9.0431,9.874,10.869,8.4127,8.6211,9.4417,8.3593,9.2013,9.2541,8.9816,9.7873,8.5041,9.0977,9.3613,8.6662,9.9398,9.1911,10.138,8.8978,9.6324,9.6137,9.2723,9.4459,9.2719,9.4674
1990,3,10.929,10.872,11.238,10.403,11.175,10.64,10.22,10.782,10.969,12.581,11.007,11.987,11.589,11.173,10.987,11.47,11.345,12.045,12.4,10.953,11.77,11.205,10.93,11.521,12.106,10.832,10.935,11.02,10.777,10.845,10.232,10.964,12.422,10.133,11.056,12.456,12.196,10.737,12.209,11.601,11.886,11.508,11.679,12.011,12.619,12.314,11.806,11.975,11.464,11.027,11.494,11.121,11.8,12.036,11.969,11.559
1990,4,15.04,14.8,14.336,14.826,15.447,15.186,15.062,14.957,15.278,15.363,14.643,14.287,15.178,15.666,15.86,15.182,15.18,15.101,13.879,13.522,15.981,14.413,15.406,14.783,14.632,15.912,15.007,15.302,14.602,14.799,13.936,14.884,14.908,14.099,14.628,15.215,14.727,14.146,15.122,14.692,15.813,13.975,14.806,15.576,15.167,13.049,15.667,14.865,16.008,14.889,14.144,15.49,16.079,15.698,15.538,15.407
1990,5,20.961,19.03,18.765,19.081,21.136,19.064,19.065,19.586,19.379,18.944,19.356,20.117,20.648,18.856,19.27,19.51,19.715,19.41,18.842,18.78,19.931,19.871,20.13,19.526,20.288,21.017,18.634,19.244,21.171,18.876,19.12,19.764,19.698,20.34,19.167,19.001,20.858,18.73,19.049,19.549,19.491,18.587,19.014,19.659,19.446,19.267,19.571,19.291,20.038,21.589,19.585,20.22,20.947,18.719,20.482,20.226
1990,6,25.894,25.594,24.968,23.543,24.335,25.042,24.454,24.833,25.491,23.736,24.475,25.375,25.719,24.55,23.748,24.728,24.205,23.928,24.121,24.335,24.739,23.972,24.139,24.205,24.436,27.172,23.756,23.583,24.684,26.117,24.405,24.879,24.656,24.544,23.598,24.027,24.961,24.279,24.107,24.31,24.472,25.122,24.016,24.397,24.979,23.888,23.846,24.389,25.328,24.242,23.82,24.424,25.144,23.719,23.911,24.37
1990,7,26.82,26.27,26.691,26.026,26.582,26.423,26.628,26.491,27.899,26.76,26.686,25.599,26.267,26.064,26.259,26.505,26.851,26.321,26.42,26.371,26.885,26.494,25.763,26.444,26.494,25.31,26.144,26.602,26.494,26.241,26.241,26.218,27.122,27.177,26.441,26.119,27.148,26.854,25.759,26.66,26.315,26.862,25.597,26.028,26.207,26.273,25.62,26.129,26.57,26.608,25.36,25.704,26.218,26.801,25.992,26.179
1990,8,25.444,25.044,24.916,25.651,25.302,24.88,24.648,25.127,26.126,25.675,25.235,24.66,24.964,25.363,25.523,25.364,25.632,24.465,26.671,25.152,25.247,24.501,24.198,25.124,26.086,26.804,25.241,26.13,25.133,25.759,24.595,25.678,25.85,25.661,24.498,26.198,24.65,25.739,25.303,25.414,25.969,25.004,25.536,24.813,25.6,26.004,24.5,25.347,24.66,26.032,24.519,26.049,24.24,24.681,24.41,24.942
1990,9,23.271,22.332,23.962,21.34,21.119,22.645,22.386,22.437,23.605,21.085,22.569,23.332,22.349,21.171,22.588,22.386,23.306,22.63,22.792,22.137,21.063,21.899,23.394,22.46,23.835,21.18,21.021,21.498,23.155,22.251,22.66,22.228,23.669,21.401,23.375,24.125,21.858,21.931,21.281,22.52,23.726,22.317,21.573,23.798,22.056,23.783,22.754,22.858,23.777,22.828,21.788,23.666,22.38,23.698,21.683,22.831
1990,10,16.436,16.102,17.378,16.492,16.046,16.562,16.314,16.476,17.348,18.078,17.275,16.577,16.839,17.729,16.264,17.159,16.748,16.699,16.798,16.932,16.229,17.631,16.594,16.805,17.297,17.444,16.531,16.346,16.382,16.536,17.114,16.807,17.375,16.058,16.125,18.618,18.296,16.012,16.267,16.964,17.761,15.747,16.719,17.066,17.119,16.376,16.349,16.734,17.278,16.092,18.262,16.168,16.438,16.23,16.176,16.664
1990,11,10.809,10.187,9.6923,10.809,9.0398,8.6798,9.5662,9.8262,10.815,11.266,11.428,9.8071,9.6431,10.085,9.9723,10.431,10.078,11.665,11.554,9.7875,10.675,11.11,9.695,10.652,11.242,11.406,11.228,10.492,9.4625,13.264,10.273,11.053,11.843,9.6077,9.9891,10.841,10.896,11.217,11.404,10.828,11.153,12.066,10.354,10.318,10.957,10.227,9.9779,10.722,11.21,10.223,8.1835,10.313,11.162,9.2977,8.2776,9.8095
1990,12,7.7752,7.2805,6.8907,7.7492,7.1011,6.7934,7.248,7.2626,6.7475,6.2322,6.5273,5.9556,6.2064,6.1772,6.9191,6.3951,6.7116,7.3493,6.0143,5.9985,5.6602,6.3038,6.5044,6.3632,7.5326,7.1567,6.7404,5.1278,6.2868,6.5551,6.3558,6.5365,7.1442,5.3658,6.4185,6.9993,6.0503,6.9809,6.5212,6.4972,8.7017,7.3699,6.8481,5.9721,6.5138,7.4387,7.2902,7.1621,7.5882,7.0555,6.9709,8.4655,5.9346,7.0454,5.9884,7.0069
